CO/VISN,Office/Facility,Station,Occupation,Specialty,Specialty Name,NbrEmps,ID
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,602,38,RADIOLOGY-DIAGNOSTIC         ,1,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,602,57,"PHYS--ADMIN, OTHER           ",1,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,602,CC,PAIN MANAGEMENT,2,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,602,K6,HOSPITALIST                  ,1,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,602,P1,PRIMARY CARE                 ,6,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,602,R3,HEMATOLOGY/ONCOLOGY          ,1,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,610,75,NURSE PRACTIONER             ,2,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,610,88,STAFF NURSE                  ,4,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,610,J1,NURSE(WOM VET COORD)         ,1,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,610,M2,RN/CASE MGR/CARE             ,9,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,610,Q1,RN/STAFF-OUTPATIENT          ,21,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,610,Q2,RN/STAFF-MIXED               ,11,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,610,Q3,RN-TELEPHONE TRIAGE          ,1,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,610,Q4,RN CLINICAL NURSE LD         ,5,
19,"VAMC Grand Junction, CO",575,602,1,ANESTHESIOLOGY               ,1,
19,"VAMC Grand Junction, CO",575,602,7,ORTHOPEDIC SURGERY           ,1,
19,"VAMC Grand Junction, CO",575,602,31,PSYCHIATRY                   ,1,
19,"VAMC Grand Junction, CO",575,602,49,FAMILY PRACTICE              ,1,
19,"VAMC Grand Junction, CO",575,602,CA,CARDIOLOGY NON-INVA,1,
19,"VAMC Grand Junction, CO",575,610,75,NURSE PRACTIONER             ,2,
19,"VAMC Grand Junction, CO",575,610,85,RN EDUCATOR                  ,1,
19,"VAMC Grand Junction, CO",575,610,86,"RN, SHIFT SUPERVISOR         ",1,
19,"VAMC Grand Junction, CO",575,610,88,STAFF NURSE                  ,3,
19,"VAMC Grand Junction, CO",575,610,M2,RN/CASE MGR/CARE             ,1,
19,"VAMC Grand Junction, CO",575,610,N4,NP MENTAL HEALTH SUD         ,1,
12,"VAMC Hines, IL",578,602,1,ANESTHESIOLOGY               ,1,
12,"VAMC Hines, IL",578,602,6,OPHTHALMOLOGY                ,4,
12,"VAMC Hines, IL",578,602,7,ORTHOPEDIC SURGERY           ,1,
12,"VAMC Hines, IL",578,602,8,OTOLARYNGOLOGY               ,1,
12,"VAMC Hines, IL",578,602,9,PLASTIC SURGERY              ,1,
12,"VAMC Hines, IL",578,602,12,UROLOGY                      ,1,
12,"VAMC Hines, IL",578,602,20,DERMATOLOGY                  ,1,
12,"VAMC Hines, IL",578,602,21,GEN INTERNAL MED             ,14,
12,"VAMC Hines, IL",578,602,23,ALLERGY & IMMUNOLOGY         ,1,
12,"VAMC Hines, IL",578,602,25,GASTROENTEROLOGY             ,1,
12,"VAMC Hines, IL",578,602,27,NEPHROLOGY                   ,1,
12,"VAMC Hines, IL",578,602,29,ENDOCRIN AND METAB           ,1,
12,"VAMC Hines, IL",578,602,31,PSYCHIATRY                   ,1,
12,"VAMC Hines, IL",578,602,E4,CARDIOVAS/THOR SGR           ,1,
12,"VAMC Hines, IL",578,602,E6,CARDIOLOGY NON-INTER         ,1,
12,"VAMC Hines, IL",578,602,K6,HOSPITALIST                  ,3,
12,"VAMC Hines, IL",578,602,P1,PRIMARY CARE                 ,1,
12,"VAMC Hines, IL",578,602,R3,HEMATOLOGY/ONCOLOGY          ,2,
12,"VAMC Hines, IL",578,610,75,NURSE PRACTIONER             ,6,
12,"VAMC Hines, IL",578,610,79,CLINICAL NURSE SPEC          ,1,
12,"VAMC Hines, IL",578,610,87,"RN,MGR/HEAD NURSE            ",1,
12,"VAMC Hines, IL",578,610,88,STAFF NURSE                  ,16,
12,"VAMC Hines, IL",578,610,M2,RN/CASE MGR/CARE             ,1,
12,"VAMC Hines, IL",578,610,N5,NP-OTHER                     ,2,
12,"VAMC Hines, IL",578,610,Q1,RN/STAFF-OUTPATIENT          ,10,
12,"VAMC Hines, IL",578,610,Q2,RN/STAFF-MIXED               ,1,
16,"VAMC Houston, TX",580,602,1,ANESTHESIOLOGY               ,1,
16,"VAMC Houston, TX",580,602,2,SURGERY                      ,1,
16,"VAMC Houston, TX",580,602,8,OTOLARYNGOLOGY               ,3,
16,"VAMC Houston, TX",580,602,16,EMERGENCY MEDICINE           ,1,
16,"VAMC Houston, TX",580,602,19,INFECTIOUS DISEASES          ,1,
16,"VAMC Houston, TX",580,602,25,GASTROENTEROLOGY             ,3,
16,"VAMC Houston, TX",580,602,26,PULMONARY DISEASES           ,2,
16,"VAMC Houston, TX",580,602,29,ENDOCRIN AND METAB           ,1,
16,"VAMC Houston, TX",580,602,30,NEUROLOGY                    ,1,
16,"VAMC Houston, TX",580,602,31,PSYCHIATRY                   ,6,
16,"VAMC Houston, TX",580,602,40,GERIATRICS                   ,1,
16,"VAMC Houston, TX",580,602,44,PHYS MED & REHAB             ,2,
16,"VAMC Houston, TX",580,602,E5,NEUROSURGERY                 ,1,
16,"VAMC Houston, TX",580,602,E6,CARDIOLOGY NON-INTER         ,2,
16,"VAMC Houston, TX",580,602,N9,CARDIAC ELECTROPHY           ,1,
16,"VAMC Houston, TX",580,602,P1,PRIMARY CARE                 ,6,
16,"VAMC Houston, TX",580,602,R4,VASCULAR SURGERY             ,1,
16,"VAMC Houston, TX",580,610,88,STAFF NURSE                  ,12,
16,"VAMC Houston, TX",580,610,N5,NP-OTHER                     ,1,
16,"VAMC Houston, TX",580,610,Q1,RN/STAFF-OUTPATIENT          ,7,
16,"VAMC Houston, TX",580,610,Q6,RN/STAFF-INP CLC             ,1,
5,"VAMC Huntington, WV",581,602,21,GEN INTERNAL MED             ,6,
5,"VAMC Huntington, WV",581,602,31,PSYCHIATRY                   ,1,
5,"VAMC Huntington, WV",581,602,44,PHYS MED & REHAB             ,1,
5,"VAMC Huntington, WV",581,602,E6,CARDIOLOGY NON-INTER         ,1,
5,"VAMC Huntington, WV",581,610,74,"RN, INFECTION CONTRO         ",1,
5,"VAMC Huntington, WV",581,610,75,NURSE PRACTIONER             ,3,
5,"VAMC Huntington, WV",581,610,88,STAFF NURSE                  ,4,
5,"VAMC Huntington, WV",581,610,G5,"RN,FACILITY ADMIN            ",2,
5,"VAMC Huntington, WV",581,610,M2,RN/CASE MGR/CARE             ,6,
5,"VAMC Huntington, WV",581,610,Q1,RN/STAFF-OUTPATIENT          ,7,
5,"VAMC Huntington, WV",581,610,Q2,RN/STAFF-MIXED               ,3,
10,"VAMC Indianapolis, IN",583,602,1,ANESTHESIOLOGY               ,1,
10,"VAMC Indianapolis, IN",583,602,2,SURGERY                      ,2,
10,"VAMC Indianapolis, IN",583,602,5,MEDICAL ONCOLOGY             ,1,
10,"VAMC Indianapolis, IN",583,602,6,OPHTHALMOLOGY                ,2,
10,"VAMC Indianapolis, IN",583,602,8,OTOLARYNGOLOGY               ,1,
10,"VAMC Indianapolis, IN",583,602,16,EMERGENCY MEDICINE           ,1,
10,"VAMC Indianapolis, IN",583,602,18,HEMATOLOGY                   ,1,
10,"VAMC Indianapolis, IN",583,602,21,GEN INTERNAL MED             ,2,
10,"VAMC Indianapolis, IN",583,602,25,GASTROENTEROLOGY             ,3,
10,"VAMC Indianapolis, IN",583,602,28,RHEUMATOLOGY                 ,1,
10,"VAMC Indianapolis, IN",583,602,31,PSYCHIATRY                   ,3,
10,"VAMC Indianapolis, IN",583,602,38,RADIOLOGY-DIAGNOSTIC         ,1,
10,"VAMC Indianapolis, IN",583,602,P1,PRIMARY CARE                 ,1,
10,"VAMC Indianapolis, IN",583,602,Q9,SLEEP MEDICINE,1,
10,"VAMC Indianapolis, IN",583,610,75,NURSE PRACTIONER             ,1,
10,"VAMC Indianapolis, IN",583,610,82,"RN, SENIOR LEADERSHP         ",1,
10,"VAMC Indianapolis, IN",583,610,88,STAFF NURSE                  ,6,
10,"VAMC Indianapolis, IN",583,610,J9,ADV PR NURSE(STAFF)          ,1,
10,"VAMC Indianapolis, IN",583,610,M2,RN/CASE MGR/CARE             ,2,
10,"VAMC Indianapolis, IN",583,610,N5,NP-OTHER                     ,1,
10,"VAMC Indianapolis, IN",583,610,Q1,RN/STAFF-OUTPATIENT          ,3,
10,"VAMC Indianapolis, IN",583,610,Q2,RN/STAFF-MIXED               ,1,
12,"VAMC Iron Mountain, MI",585,602,1,ANESTHESIOLOGY               ,1,
12,"VAMC Iron Mountain, MI",585,602,49,FAMILY PRACTICE              ,1,
12,"VAMC Iron Mountain, MI",585,602,P1,PRIMARY CARE                 ,1,
12,"VAMC Iron Mountain, MI",585,610,75,NURSE PRACTIONER             ,3,
12,"VAMC Iron Mountain, MI",585,610,F6,ASSOC CNS/ADM/QU CR          ,1,
12,"VAMC Iron Mountain, MI",585,610,M2,RN/CASE MGR/CARE             ,1,
12,"VAMC Iron Mountain, MI",585,610,N4,NP MENTAL HEALTH SUD         ,1,
12,"VAMC Iron Mountain, MI",585,610,N5,NP-OTHER                     ,1,
12,"VAMC Iron Mountain, MI",585,610,Q2,RN/STAFF-MIXED               ,1,
16,"VAMC Jackson, MS",586,602,19,INFECTIOUS DISEASES          ,1,
16,"VAMC Jackson, MS",586,602,20,DERMATOLOGY                  ,1,
16,"VAMC Jackson, MS",586,602,21,GEN INTERNAL MED             ,4,
16,"VAMC Jackson, MS",586,602,26,PULMONARY DISEASES           ,1,
16,"VAMC Jackson, MS",586,602,38,RADIOLOGY-DIAGNOSTIC         ,2,
16,"VAMC Jackson, MS",586,602,44,PHYS MED & REHAB             ,1,
16,"VAMC Jackson, MS",586,602,49,FAMILY PRACTICE              ,1,
16,"VAMC Jackson, MS",586,602,E4,CARDIOVAS/THOR SGR           ,1,
16,"VAMC Jackson, MS",586,610,0,MISC TITLE 38/WA/CL          ,1,
16,"VAMC Jackson, MS",586,610,81,CHIEF NURSE TRNEE            ,1,
16,"VAMC Jackson, MS",586,610,88,STAFF NURSE                  ,17,
16,"VAMC Jackson, MS",586,610,99,OTHER                        ,1,
15,"VAMC Kansas City, MO",589,602,1,ANESTHESIOLOGY               ,3,589ka
15,"VAMC Kansas City, MO",589,602,2,SURGERY                      ,1,589ka
15,"VAMC Kansas City, MO",589,602,16,EMERGENCY MEDICINE           ,1,589ka
15,"VAMC Kansas City, MO",589,602,21,GEN INTERNAL MED             ,1,589ka
15,"VAMC Kansas City, MO",589,602,29,ENDOCRIN AND METAB           ,1,589ka
15,"VAMC Kansas City, MO",589,602,30,NEUROLOGY                    ,2,589ka
15,"VAMC Kansas City, MO",589,602,31,PSYCHIATRY                   ,3,589ka
15,"VAMC Kansas City, MO",589,602,38,RADIOLOGY-DIAGNOSTIC         ,2,589ka
15,"VAMC Kansas City, MO",589,602,40,GERIATRICS                   ,1,589ka
15,"VAMC Kansas City, MO",589,602,E6,CARDIOLOGY NON-INTER         ,1,589ka
15,"VAMC Kansas City, MO",589,602,P1,PRIMARY CARE                 ,6,589ka
15,"VAMC Kansas City, MO",589,610,75,NURSE PRACTIONER             ,1,589ka
15,"VAMC Kansas City, MO",589,610,87,"RN,MGR/HEAD NURSE            ",1,589ka
15,"VAMC Kansas City, MO",589,610,88,STAFF NURSE                  ,18,589ka
15,"VAMC Kansas City, MO",589,610,F1,ASSOC CH NURSING SV          ,1,589ka
15,"VAMC Kansas City, MO",589,610,M2,RN/CASE MGR/CARE             ,5,589ka
15,"VAMC Kansas City, MO",589,610,N5,NP-OTHER                     ,4,589ka
15,"VAMC Kansas City, MO",589,610,Q1,RN/STAFF-OUTPATIENT          ,10,589ka
15,"VAMC Kansas City, MO",589,610,Q2,RN/STAFF-MIXED               ,3,589ka
6,"VAMC Hampton, VA",590,602,2,SURGERY                      ,1,
6,"VAMC Hampton, VA",590,602,18,HEMATOLOGY                   ,1,
6,"VAMC Hampton, VA",590,602,20,DERMATOLOGY                  ,1,
6,"VAMC Hampton, VA",590,602,21,GEN INTERNAL MED             ,2,
6,"VAMC Hampton, VA",590,602,38,RADIOLOGY-DIAGNOSTIC         ,1,
6,"VAMC Hampton, VA",590,602,44,PHYS MED & REHAB             ,1,
6,"VAMC Hampton, VA",590,602,P1,PRIMARY CARE                 ,4,
6,"VAMC Hampton, VA",590,602,R3,HEMATOLOGY/ONCOLOGY          ,1,
6,"VAMC Hampton, VA",590,602,R4,VASCULAR SURGERY             ,1,
6,"VAMC Hampton, VA",590,610,75,NURSE PRACTIONER             ,7,
6,"VAMC Hampton, VA",590,610,88,STAFF NURSE                  ,4,
6,"VAMC Hampton, VA",590,610,Q1,RN/STAFF-OUTPATIENT          ,16,
6,"VAMC Hampton, VA",590,610,Q2,RN/STAFF-MIXED               ,2,
21,HCS Southern Nevada (N Vegas),593,602,1,ANESTHESIOLOGY               ,1,
21,HCS Southern Nevada (N Vegas),593,602,3,GYNECOLOGY                   ,1,
21,HCS Southern Nevada (N Vegas),593,602,7,ORTHOPEDIC SURGERY           ,1,
21,HCS Southern Nevada (N Vegas),593,602,13,PHYSIATRY                    ,1,
21,HCS Southern Nevada (N Vegas),593,602,16,EMERGENCY MEDICINE           ,4,
21,HCS Southern Nevada (N Vegas),593,602,19,INFECTIOUS DISEASES          ,1,
21,HCS Southern Nevada (N Vegas),593,602,21,GEN INTERNAL MED             ,1,
21,HCS Southern Nevada (N Vegas),593,602,23,ALLERGY & IMMUNOLOGY         ,1,
21,HCS Southern Nevada (N Vegas),593,602,28,RHEUMATOLOGY                 ,1,
21,HCS Southern Nevada (N Vegas),593,602,31,PSYCHIATRY                   ,3,
21,HCS Southern Nevada (N Vegas),593,602,K6,HOSPITALIST                  ,4,
21,HCS Southern Nevada (N Vegas),593,602,P1,PRIMARY CARE                 ,3,
21,HCS Southern Nevada (N Vegas),593,602,Q9,SLEEP MEDICINE,1,
21,HCS Southern Nevada (N Vegas),593,610,75,NURSE PRACTIONER             ,2,
21,HCS Southern Nevada (N Vegas),593,610,81,CHIEF NURSE TRNEE            ,1,
21,HCS Southern Nevada (N Vegas),593,610,87,"RN,MGR/HEAD NURSE            ",1,
21,HCS Southern Nevada (N Vegas),593,610,88,STAFF NURSE                  ,8,
21,HCS Southern Nevada (N Vegas),593,610,N5,NP-OTHER                     ,1,
21,HCS Southern Nevada (N Vegas),593,610,Q1,RN/STAFF-OUTPATIENT          ,5,
21,HCS Southern Nevada (N Vegas),593,610,Q2,RN/STAFF-MIXED               ,4,
4,"VAMC Lebanon, PA",595,602,7,ORTHOPEDIC SURGERY           ,1,
4,"VAMC Lebanon, PA",595,602,25,GASTROENTEROLOGY             ,1,
4,"VAMC Lebanon, PA",595,602,31,PSYCHIATRY                   ,2,
4,"VAMC Lebanon, PA",595,602,P1,PRIMARY CARE                 ,2,
4,"VAMC Lebanon, PA",595,610,75,NURSE PRACTIONER             ,3,
4,"VAMC Lebanon, PA",595,610,87,"RN,MGR/HEAD NURSE            ",2,
4,"VAMC Lebanon, PA",595,610,88,STAFF NURSE                  ,4,
4,"VAMC Lebanon, PA",595,610,F1,ASSOC CH NURSING SV          ,1,
4,"VAMC Lebanon, PA",595,610,G5,"RN,FACILITY ADMIN            ",2,
4,"VAMC Lebanon, PA",595,610,M2,RN/CASE MGR/CARE             ,1,
4,"VAMC Lebanon, PA",595,610,Q1,RN/STAFF-OUTPATIENT          ,7,
9,"VAMC Lexington, KY",596,602,2,SURGERY                      ,2,
9,"VAMC Lexington, KY",596,602,25,GASTROENTEROLOGY             ,2,
9,"VAMC Lexington, KY",596,602,30,NEUROLOGY                    ,1,
9,"VAMC Lexington, KY",596,602,31,PSYCHIATRY                   ,3,
9,"VAMC Lexington, KY",596,602,P1,PRIMARY CARE                 ,3,
9,"VAMC Lexington, KY",596,610,75,NURSE PRACTIONER             ,1,
9,"VAMC Lexington, KY",596,610,88,STAFF NURSE                  ,3,
9,"VAMC Lexington, KY",596,610,G5,"RN,FACILITY ADMIN            ",1,
9,"VAMC Lexington, KY",596,610,M2,RN/CASE MGR/CARE             ,4,
9,"VAMC Lexington, KY",596,610,N1,NURSE PRACT/LTC              ,1,
9,"VAMC Lexington, KY",596,610,Q1,RN/STAFF-OUTPATIENT          ,7,
9,"VAMC Lexington, KY",596,610,Q2,RN/STAFF-MIXED               ,4,
16,HCS Central Arkansas (Little Rock),598,602,1,ANESTHESIOLOGY               ,1,
16,HCS Central Arkansas (Little Rock),598,602,6,OPHTHALMOLOGY                ,2,
16,HCS Central Arkansas (Little Rock),598,602,CA,CARDIOLOGY NON-INVA,1,
16,HCS Central Arkansas (Little Rock),598,602,P1,PRIMARY CARE                 ,1,
16,HCS Central Arkansas (Little Rock),598,610,75,NURSE PRACTIONER             ,4,
16,HCS Central Arkansas (Little Rock),598,610,88,STAFF NURSE                  ,1,
16,HCS Central Arkansas (Little Rock),598,610,G6,RN/PROG MGR/COORD            ,1,
16,HCS Central Arkansas (Little Rock),598,610,J4,RN/ASST MGR/PERM CHG         ,1,
16,HCS Central Arkansas (Little Rock),598,610,M2,RN/CASE MGR/CARE             ,2,
16,HCS Central Arkansas (Little Rock),598,610,N5,NP-OTHER                     ,5,
16,HCS Central Arkansas (Little Rock),598,610,Q1,RN/STAFF-OUTPATIENT          ,3,
16,HCS Central Arkansas (Little Rock),598,610,Q2,RN/STAFF-MIXED               ,10,
22,"HCS Long Beach, CA",600,602,3,GYNECOLOGY                   ,1,
22,"HCS Long Beach, CA",600,602,4,PAIN MGMT/PM&R,1,
22,"HCS Long Beach, CA",600,602,6,OPHTHALMOLOGY                ,1,
22,"HCS Long Beach, CA",600,602,8,OTOLARYNGOLOGY               ,1,
22,"HCS Long Beach, CA",600,602,13,PHYSIATRY                    ,1,
22,"HCS Long Beach, CA",600,602,20,DERMATOLOGY                  ,1,
22,"HCS Long Beach, CA",600,602,21,GEN INTERNAL MED             ,3,
22,"HCS Long Beach, CA",600,602,23,ALLERGY & IMMUNOLOGY         ,1,
22,"HCS Long Beach, CA",600,602,26,PULMONARY DISEASES           ,1,
22,"HCS Long Beach, CA",600,602,30,NEUROLOGY                    ,1,
22,"HCS Long Beach, CA",600,602,31,PSYCHIATRY                   ,7,
22,"HCS Long Beach, CA",600,602,P1,PRIMARY CARE                 ,2,
22,"HCS Long Beach, CA",600,610,75,NURSE PRACTIONER             ,3,
22,"HCS Long Beach, CA",600,610,86,"RN, SHIFT SUPERVISOR         ",1,
22,"HCS Long Beach, CA",600,610,88,STAFF NURSE                  ,20,
22,"HCS Long Beach, CA",600,610,Q1,RN/STAFF-OUTPATIENT          ,1,
22,"HCS Long Beach, CA",600,610,Q6,RN/STAFF-INP CLC             ,2,
9,"VAMC Louisville, KY",603,602,2,SURGERY                      ,1,
9,"VAMC Louisville, KY",603,602,6,OPHTHALMOLOGY                ,3,
9,"VAMC Louisville, KY",603,602,8,OTOLARYNGOLOGY               ,2,
9,"VAMC Louisville, KY",603,602,16,EMERGENCY MEDICINE           ,1,
9,"VAMC Louisville, KY",603,602,25,GASTROENTEROLOGY             ,4,
9,"VAMC Louisville, KY",603,602,P1,PRIMARY CARE                 ,1,
9,"VAMC Louisville, KY",603,610,75,NURSE PRACTIONER             ,4,
9,"VAMC Louisville, KY",603,610,87,"RN,MGR/HEAD NURSE            ",1,
9,"VAMC Louisville, KY",603,610,88,STAFF NURSE                  ,12,
9,"VAMC Louisville, KY",603,610,J4,RN/ASST MGR/PERM CHG         ,1,
9,"VAMC Louisville, KY",603,610,M2,RN/CASE MGR/CARE             ,1,
9,"VAMC Louisville, KY",603,610,N5,NP-OTHER                     ,3,
9,"VAMC Louisville, KY",603,610,Q1,RN/STAFF-OUTPATIENT          ,2,
9,"VAMC Louisville, KY",603,610,S6,"RN, GEN CLIN CONSLT          ",2,
22,"HCS Loma Linda, CA",605,602,1,ANESTHESIOLOGY               ,2,
22,"HCS Loma Linda, CA",605,602,2,SURGERY                      ,1,
22,"HCS Loma Linda, CA",605,602,6,OPHTHALMOLOGY                ,2,
22,"HCS Loma Linda, CA",605,602,7,ORTHOPEDIC SURGERY           ,1,
22,"HCS Loma Linda, CA",605,602,8,OTOLARYNGOLOGY               ,2,
22,"HCS Loma Linda, CA",605,602,10,COLON & RECTAL SURG          ,1,
22,"HCS Loma Linda, CA",605,602,12,UROLOGY                      ,2,
22,"HCS Loma Linda, CA",605,602,18,HEMATOLOGY                   ,1,
22,"HCS Loma Linda, CA",605,602,20,DERMATOLOGY                  ,1,
22,"HCS Loma Linda, CA",605,602,21,GEN INTERNAL MED             ,2,
22,"HCS Loma Linda, CA",605,602,25,GASTROENTEROLOGY             ,2,
22,"HCS Loma Linda, CA",605,602,26,PULMONARY DISEASES           ,1,
22,"HCS Loma Linda, CA",605,602,28,RHEUMATOLOGY                 ,1,
22,"HCS Loma Linda, CA",605,602,30,NEUROLOGY                    ,3,
22,"HCS Loma Linda, CA",605,602,31,PSYCHIATRY                   ,10,
22,"HCS Loma Linda, CA",605,602,38,RADIOLOGY-DIAGNOSTIC         ,2,
22,"HCS Loma Linda, CA",605,602,40,GERIATRICS                   ,1,
22,"HCS Loma Linda, CA",605,602,44,PHYS MED & REHAB             ,3,
22,"HCS Loma Linda, CA",605,602,59,ASSOC COS AMBUL CARE         ,1,
22,"HCS Loma Linda, CA",605,602,CA,CARDIOLOGY NON-INVA,2,
22,"HCS Loma Linda, CA",605,602,E5,NEUROSURGERY                 ,2,
22,"HCS Loma Linda, CA",605,602,M9,CARDIOLOGY-INTERVEN          ,1,
22,"HCS Loma Linda, CA",605,602,P1,PRIMARY CARE                 ,1,
22,"HCS Loma Linda, CA",605,610,87,"RN,MGR/HEAD NURSE            ",1,
22,"HCS Loma Linda, CA",605,610,88,STAFF NURSE                  ,12,
22,"HCS Loma Linda, CA",605,610,G5,"RN,FACILITY ADMIN            ",1,
22,"HCS Loma Linda, CA",605,610,M2,RN/CASE MGR/CARE             ,4,
22,"HCS Loma Linda, CA",605,610,N3,NP-POLYTRAUMA/REHAB          ,1,
22,"HCS Loma Linda, CA",605,610,N4,NP MENTAL HEALTH SUD         ,2,
22,"HCS Loma Linda, CA",605,610,N5,NP-OTHER                     ,4,
22,"HCS Loma Linda, CA",605,610,Q1,RN/STAFF-OUTPATIENT          ,10,
22,"HCS Loma Linda, CA",605,610,Q2,RN/STAFF-MIXED               ,7,
12,"VAMC Madison, WI",607,602,19,INFECTIOUS DISEASES          ,1,
12,"VAMC Madison, WI",607,602,20,DERMATOLOGY                  ,2,
12,"VAMC Madison, WI",607,602,21,GEN INTERNAL MED             ,2,
12,"VAMC Madison, WI",607,602,26,PULMONARY DISEASES           ,1,
12,"VAMC Madison, WI",607,602,29,ENDOCRIN AND METAB           ,1,
12,"VAMC Madison, WI",607,602,44,PHYS MED & REHAB             ,1,
12,"VAMC Madison, WI",607,602,P1,PRIMARY CARE                 ,2,
12,"VAMC Madison, WI",607,610,75,NURSE PRACTIONER             ,1,
12,"VAMC Madison, WI",607,610,88,STAFF NURSE                  ,1,
12,"VAMC Madison, WI",607,610,M2,RN/CASE MGR/CARE             ,4,
12,"VAMC Madison, WI",607,610,N5,NP-OTHER                     ,2,
12,"VAMC Madison, WI",607,610,Q1,RN/STAFF-OUTPATIENT          ,7,
1,"VAMC Manchester, NH",608,602,1,ANESTHESIOLOGY               ,1,
1,"VAMC Manchester, NH",608,602,21,GEN INTERNAL MED             ,1,
1,"VAMC Manchester, NH",608,602,28,RHEUMATOLOGY                 ,1,
1,"VAMC Manchester, NH",608,602,30,NEUROLOGY                    ,1,
1,"VAMC Manchester, NH",608,602,31,PSYCHIATRY                   ,2,
1,"VAMC Manchester, NH",608,602,R3,HEMATOLOGY/ONCOLOGY          ,1,
1,"VAMC Manchester, NH",608,610,87,"RN,MGR/HEAD NURSE            ",1,
1,"VAMC Manchester, NH",608,610,M2,RN/CASE MGR/CARE             ,1,
1,"VAMC Manchester, NH",608,610,N4,NP MENTAL HEALTH SUD         ,1,
1,"VAMC Manchester, NH",608,610,Q1,RN/STAFF-OUTPATIENT          ,8,
1,"VAMC Manchester, NH",608,610,S5,"RN, IV THERAPY               ",1,
10,HCS Northern Indiana (Ft. Wayne),610,602,1,ANESTHESIOLOGY               ,1,
10,HCS Northern Indiana (Ft. Wayne),610,602,2,SURGERY                      ,1,
10,HCS Northern Indiana (Ft. Wayne),610,602,13,PHYSIATRY                    ,1,
10,HCS Northern Indiana (Ft. Wayne),610,602,16,EMERGENCY MEDICINE           ,1,
10,HCS Northern Indiana (Ft. Wayne),610,602,20,DERMATOLOGY                  ,1,
10,HCS Northern Indiana (Ft. Wayne),610,602,K6,HOSPITALIST                  ,3,
10,HCS Northern Indiana (Ft. Wayne),610,610,75,NURSE PRACTIONER             ,8,
10,HCS Northern Indiana (Ft. Wayne),610,610,87,"RN,MGR/HEAD NURSE            ",1,
10,HCS Northern Indiana (Ft. Wayne),610,610,88,STAFF NURSE                  ,3,
10,HCS Northern Indiana (Ft. Wayne),610,610,99,OTHER                        ,6,
10,HCS Northern Indiana (Ft. Wayne),610,610,Q1,RN/STAFF-OUTPATIENT          ,1,
21,HCS Northern California (Mather),612,602,2,SURGERY                      ,2,
21,HCS Northern California (Mather),612,602,6,OPHTHALMOLOGY                ,1,
21,HCS Northern California (Mather),612,602,7,ORTHOPEDIC SURGERY           ,1,
21,HCS Northern California (Mather),612,602,8,OTOLARYNGOLOGY               ,1,
21,HCS Northern California (Mather),612,602,12,UROLOGY                      ,1,
21,HCS Northern California (Mather),612,602,13,PHYSIATRY                    ,1,
21,HCS Northern California (Mather),612,602,19,INFECTIOUS DISEASES          ,1,
21,HCS Northern California (Mather),612,602,31,PSYCHIATRY                   ,5,
21,HCS Northern California (Mather),612,602,P1,PRIMARY CARE                 ,4,
21,HCS Northern California (Mather),612,610,40,GERIATRICS                   ,1,
21,HCS Northern California (Mather),612,610,88,STAFF NURSE                  ,3,
21,HCS Northern California (Mather),612,610,M2,RN/CASE MGR/CARE             ,5,
21,HCS Northern California (Mather),612,610,N4,NP MENTAL HEALTH SUD         ,1,
21,HCS Northern California (Mather),612,610,Q1,RN/STAFF-OUTPATIENT          ,6,
21,HCS Northern California (Mather),612,610,Q2,RN/STAFF-MIXED               ,1,
21,HCS Northern California (Mather),612,610,Q3,RN-TELEPHONE TRIAGE          ,1,
5,"VAMC Martinsburg, WV",613,602,21,GEN INTERNAL MED             ,1,
5,"VAMC Martinsburg, WV",613,602,27,NEPHROLOGY                   ,1,
5,"VAMC Martinsburg, WV",613,602,31,PSYCHIATRY                   ,2,
5,"VAMC Martinsburg, WV",613,602,40,GERIATRICS                   ,1,
5,"VAMC Martinsburg, WV",613,602,49,FAMILY PRACTICE              ,3,
5,"VAMC Martinsburg, WV",613,602,E4,CARDIOVAS/THOR SGR           ,1,
5,"VAMC Martinsburg, WV",613,602,K8,CRITICAL CARE                ,2,
5,"VAMC Martinsburg, WV",613,610,88,STAFF NURSE                  ,3,
9,"VAMC Memphis, TN",614,602,2,SURGERY                      ,1,
9,"VAMC Memphis, TN",614,602,21,GEN INTERNAL MED             ,3,
9,"VAMC Memphis, TN",614,602,25,GASTROENTEROLOGY             ,1,
9,"VAMC Memphis, TN",614,602,30,NEUROLOGY                    ,1,
9,"VAMC Memphis, TN",614,602,31,PSYCHIATRY                   ,2,
9,"VAMC Memphis, TN",614,602,40,GERIATRICS                   ,1,
9,"VAMC Memphis, TN",614,610,75,NURSE PRACTIONER             ,6,
