Appts_Pending_1412,%_Appts_Over_30_Pending_1412,PC_Wait_Pending_1412,SC_Wait_Pending_1412,MH_Wait_Pending_1412,for_dups,ORGANIZATION,MAY-FY11,MAY-FY12,MAY-FY13,MAY-FY14,MAY-FY15,MAY-FY16,ID,Appts_Pending_1610,%_Appts_Over_30_Pending_1610,PC_Wait_Pending_1610,SC_Wait_Pending_1610,MH_Wait_Pending_1610,Appts_Complete_1608,%_Appts_Over_30_Complete_1608,PC_Wait_Complete_1608,SC_Wait_Complete_1608,MH_Wait_Complete_1608,Station,Location,Choice_Hires,Interim,Vacancy,%_Appts_Over_30_Complete_1409,Appts_Complete_1409,MH_Wait_Complete_1409,PC_Wait_Complete_1409,SC_Wait_Complete_1409,Physician_Turnover_FY11,Physician_Turnover_FY12,Physician_Turnover_FY13,Physician_Turnover_FY14,Physician_Turnover_FY15,NbrPsychiatrists,Name,State,Geo,Confidence,County,"County, St",Projected_Increase_5_years,Projected_Increase_10_years,Projected_Increase_20_years,Projected_Increase_30_years,9/30/43,9/30/33,9/30/23,9/30/18,Pending_Increase,Pending_Increase_%,Complete_Increase,Complete_Increase_%,Complete_Pending_Appts_Diff_14,Complete_Pending_Appts_Diff_16,Complete_Pending_Appts_Diff_14_%,Complete_Pending_Appts_Diff_16_%,Complete_Pending_Gap_Increase_%,Missing_Leadership,Staff_11_To_12_Increase,Staff_11_To_12_Increase_%,Staff_12_To_13_Increase,Staff_12_To_13_Increase_%,Staff_13_To_14_Increase,Staff_13_To_14_Increase_%,Staff_14_To_15_Increase,Staff_14_To_15_Increase_%,Staff_15_To_16_Increase,Staff_15_To_16_Increase_%,Staff_14_To_16_Increase,Staff_14_To_16_Increase_%,Choice_Increase_%,Choice_Staff_Dif,Choice_Increase_%_PC_Wait_Complete_1409_Ratio,Choice_Increase_%_PC_Wait_Pending_1412_Ratio,PC_Wait_Pending_Increase,PC_Wait_Pending_Increase_%,PC_Wait_Complete_Increase,PC_Wait_Complete_Increase_%,SC_Wait_Pending_Increase,SC_Wait_Pending_Increase_%,SC_Wait_Complete_Increase,SC_Wait_Complete_Increase_%,MH_Wait_Pending_Increase,MH_Wait_Pending_Increase_%,MH_Wait_Complete_Increase,MH_Wait_Complete_Increase_%,Staff_To_Appts_Pending_14,Staff_To_Appts_Pending_16,Staff_To_Appts_Complete_14,Staff_To_Appts_Complete_16,Percentage_Point_Wait_Over_30_Increase_Pending,Percentage_Point_Wait_Over_30_Increase_Complete,qualitative_size,State_Full,Vet_Pop_State_9_30_14,Vet_Pop_State_9_30_34,Vet_Pop_State_Increase_20
63394,8.01,10.4,9.36,9.24,544,(V07) (544) MC COLUMBIA SC,1877.0,1936.0,2057.0,2124.0,2351.0,2487.0,544co,86056,11.01,8.89,17.04,5.07,57516,7.17,7.85,13.36,3.48,544,"(V07) (544) Columbia, SC",177.0,0.0,0.0,4.63,50490,3.79,7.0,7.47,9.98,13.02,18.84,14.94,5.08,5.0,"COLUMBIA, SC",SC,"<[OK] Google - Geocode [Columbia, SC, USA]>",1,RICHLAND,"RICHLAND, SC",257.0,82.0,-530.0,-1507.0,33600.0,34577.0,35189.0,35364.0,22662,35.7478625737,7026,13.9156268568,12904,28540,25.5575361458,49.620975033,121.171729696,0.0,59.0,3.04752066116,121.0,5.88235294118,67.0,3.15442561205,227.0,9.65546575925,136.0,5.46843586651,363.0,14.5958986731,8.33333333333,186.0,0.84,1.248,-1.51,-14.5192307692,0.85,12.1428571429,7.68,73.8461538462,5.89,78.8487282463,-4.17,-40.0961538462,-0.31,-8.17941952507,29.8465160075,34.6023321271,23.7711864407,23.1266586248,3.0,2.54,average,South Carolina                                                                                                                 ,417554.0,381845.0,-35709.0
25751,15.31,20.04,11.64,5.88,557,(V07) (557) MC DUBLIN GA,983.0,1016.0,1060.0,1154.0,1284.0,1349.0,557du,28284,18.8,12.53,26.86,4.62,28073,7.26,7.06,14.3,4.54,557,"(V07) (557) Dublin, GA",81.0,0.0,0.0,5.75,18733,3.57,7.61,13.63,14.31,13.7,5.14,11.68,10.88,,"DUBLIN, GA",GA,"<[OK] Google - Geocode [Dublin, GA 31021, USA]>",3,LAURENS,"LAURENS, GA",-46.0,-141.0,-491.0,-996.0,3063.0,3568.0,3918.0,4013.0,2533,9.83651120345,9340,49.8585384082,7018,211,37.4633000587,0.751611869056,-96.993445426,0.0,33.0,3.24803149606,44.0,4.15094339623,94.0,8.14558058925,130.0,10.1246105919,65.0,4.81838398814,195.0,14.4551519644,7.01906412478,114.0,1.08419012346,2.85508148148,-7.51,-37.4750499002,-0.55,-7.22733245729,15.22,75.9481037924,0.67,4.91562729274,-1.26,-6.2874251497,0.97,27.1708683473,22.3145580589,20.966641957,16.233102253,20.8102297999,3.49,1.51,average,Georgia                                                                                                                     ,752882.0,689620.0,-63262.0
33086,24.23,12.7,24.56,22.81,619,(V07) (619) HCS MONTGOMERY AL,1559.0,1465.0,1561.0,1492.0,1544.0,1725.0,619ce,50845,13.68,7.57,19.16,8.15,33410,8.12,8.54,14.38,5.96,619,"(V07) (619) Central Alabama Veterans HCS, AL",138.0,1.0,1.0,9.34,29482,8.77,9.56,10.1,9.93,11.54,10.37,5.84,11.68,1.0,"CENTRAL ALABAMA VETERANS HCS, AL",AL,<[ZERO_RESULTS] Google - Geocode>,0,,,,,,,,,,,17759,53.6752705072,3928,13.3233837596,3604,17435,12.2244081134,52.1849745585,383.768035516,2.0,-94.0,-6.41638225256,96.0,6.14990390775,-69.0,-4.62466487936,52.0,3.36787564767,181.0,10.4927536232,233.0,13.5072463768,9.24932975871,95.0,1.0335884058,1.37307246377,-5.13,-40.3937007874,-1.02,-10.6694560669,-5.4,-42.5196850394,4.28,42.3762376238,-14.66,-115.433070866,-2.81,-32.0410490308,22.1756032172,29.4753623188,19.7600536193,19.368115942,-10.55,-1.22,average,Alabama,413618.0,359097.0,-54521.0
6049,3.24,9.31,0.59,1.23,679,(V07) (679) MC TUSCALOOSA AL,1072.0,1033.0,1005.0,1008.0,1018.0,1000.0,679tu,7010,11.21,10.0,13.32,3.47,11996,3.08,6.4,4.99,2.77,679,"(V07) (679) Tuscaloosa, AL",9.0,1.0,0.0,0.31,10196,1.03,2.29,0.14,12.34,2.82,2.83,5.21,21.43,,"TUSCALOOSA, AL",AL,"<[OK] Google - Geocode [Tuscaloosa, AL, USA]>",1,TUSCALOOSA,"TUSCALOOSA, AL",-610.0,-1202.0,-2419.0,-3805.0,10456.0,11842.0,13059.0,13651.0,961,15.8869234584,1800,17.6539819537,-4147,-4986,-40.6728128678,-41.5638546182,20.2314926453,1.0,-39.0,-3.77541142304,-28.0,-2.78606965174,3.0,0.297619047619,10.0,0.98231827112,-18.0,-1.8,-8.0,-0.8,0.892857142857,-17.0,2.5648,10.4272,0.69,7.41138560687,4.11,179.475982533,12.73,136.734693878,4.85,3464.28571429,2.24,24.0601503759,1.74,168.932038835,6.00099206349,7.01,10.1150793651,11.996,7.97,2.77,average,Alabama,413618.0,359097.0,-54521.0
103097,4.21,7.17,5.21,3.53,516,(V08) (516) MC BAY PINES FL,3360.0,3375.0,3561.0,3782.0,4032.0,4110.0,516ba,183958,2.81,3.19,5.45,2.7,85013,1.82,2.57,4.62,1.95,516,"(V08) (516) Bay Pines, FL",87.0,1.0,0.0,1.67,83817,2.81,2.46,3.64,7.53,8.89,8.2,8.48,9.52,,"BAY PINES, FL",FL,"<[OK] Google - Geocode [Bay Pines, FL, USA]>",7,PINELLAS,"PINELLAS, FL",-12577.0,-23898.0,-42530.0,-55872.0,36084.0,49426.0,68058.0,79379.0,80861,78.4319621327,1196,1.42691816696,19280,98945,23.0024935276,116.388081823,413.200207469,1.0,15.0,0.444444444444,186.0,5.22325189553,221.0,5.84346906399,250.0,6.2003968254,78.0,1.89781021898,328.0,7.98053527981,2.30037017451,241.0,1.06939310345,3.11688965517,-3.98,-55.5090655509,0.11,4.47154471545,0.24,3.34728033473,0.98,26.9230769231,-0.83,-11.5760111576,-0.86,-30.6049822064,27.2599153887,44.7586374696,22.1620835537,20.6844282238,-1.4,0.15,large,Florida                                                                                                                     ,1583697.0,1149162.0,-434534.0
51542,4.0,5.78,5.79,1.15,546,(V08) (546) MC MIAMI FL,2680.0,2592.0,2604.0,2658.0,2754.0,2841.0,546mi,91599,5.42,5.88,7.81,2.34,56986,2.04,4.23,3.54,1.16,546,"(V08) (546) Miami, FL",90.0,0.0,0.0,1.42,54791,0.61,2.11,3.09,6.55,8.57,6.66,6.49,9.06,3.0,"MIAMI, FL",FL,"<[OK] Google - Geocode [Miami, FL, USA]>",2,MIAMI-DADE,"MIAMI-DADE, FL",-9028.0,-16909.0,-29381.0,-37566.0,27682.0,35867.0,48339.0,56220.0,40057,77.7172015056,2195,4.00613239401,-3249,34613,-5.92980599003,60.7394798722,-1165.34318252,0.0,-88.0,-3.3950617284,12.0,0.460829493088,54.0,2.0316027088,96.0,3.48583877996,87.0,3.06230200634,183.0,6.4413938754,3.38600451467,93.0,0.623153333333,1.70702666667,0.1,1.73010380623,2.12,100.473933649,2.02,34.9480968858,0.45,14.5631067961,1.19,20.5882352941,0.55,90.1639344262,19.3912716328,32.2418162619,20.6136192626,20.0584301302,1.42,0.62,average,Florida                                                                                                                     ,1583697.0,1149162.0,-434534.0
66918,3.38,1.62,6.95,1.49,548,(V08) (548) MC W PALM BEACH FL,2226.0,2228.0,2391.0,2485.0,2596.0,2614.0,548we,114513,4.19,2.58,9.63,5.17,57319,2.83,2.05,5.58,3.37,548,"(V08) (548) West Palm Beach, FL",36.0,2.0,0.0,1.49,54915,1.35,1.04,3.21,9.47,5.17,5.54,6.37,8.62,,"WEST PALM BEACH, FL",FL,"<[OK] Google - Geocode [West Palm Beach, FL, USA]>",1,PALM BEACH,"PALM BEACH, FL",-20344.0,-34381.0,-52292.0,-63358.0,22941.0,34007.0,51918.0,65955.0,47595,71.1243611584,2404,4.377674588,12003,57194,21.8574160066,99.7819222247,376.497542281,2.0,2.0,0.0897666068223,163.0,6.81723128398,94.0,3.78269617706,111.0,4.27580893683,18.0,0.688599846978,129.0,4.93496557001,1.44869215292,93.0,0.717888888889,1.11825,0.96,59.2592592593,1.01,97.1153846154,2.68,165.432098765,2.37,73.8317757009,3.68,227.160493827,2.02,149.62962963,26.9287726358,43.8075745983,22.0985915493,21.9276970161,0.81,1.34,average,Florida                                                                                                                     ,1583697.0,1149162.0,-434534.0
150045,13.93,9.38,16.55,3.61,573,(V08) (573) HCS GAINESVILLE FL,4833.0,4719.0,5116.0,5468.0,5584.0,5743.0,573ga,257426,5.52,5.43,10.28,4.48,95616,4.19,5.15,6.55,3.01,573,"(V08) (573) Gainesville, FL",213.0,3.0,0.0,7.9,90218,2.37,7.06,10.5,11.29,5.92,9.45,7.07,7.13,,"GAINESVILLE, FL",FL,"<[OK] Google - Geocode [Gainesville, FL, USA]>",1,ALACHUA,"ALACHUA, FL",-148.0,-660.0,-2088.0,-3532.0,15007.0,16451.0,17879.0,18391.0,107381,71.5658635743,5398,5.98328493205,59827,161810,66.3138176417,169.228999331,170.463168803,3.0,-114.0,-2.41576605213,397.0,7.75996872557,352.0,6.43745427944,116.0,2.07736389685,159.0,2.76858784607,275.0,4.78843809855,3.89539136796,62.0,1.81239812207,2.40797370892,-3.95,-42.1108742004,-1.91,-27.0538243626,-6.27,-66.8443496802,-3.95,-37.619047619,0.87,9.2750533049,0.64,27.0042194093,27.4405632772,44.824307853,16.4992684711,16.6491380811,-8.41,-3.71,large,Florida                                                                                                                     ,1583697.0,1149162.0,-434534.0
125488,1.16,2.42,2.61,3.33,672,(V08) (672) MC SAN JUAN PR,3346.0,3309.0,3337.0,3349.0,3676.0,3769.0,672sa,147554,4.09,5.55,7.0,3.93,85158,2.07,2.06,5.23,2.65,672,"(V08) (672) San Juan, PR",110.0,0.0,0.0,0.56,77005,2.03,1.12,1.08,5.68,4.27,1.95,3.96,1.6,2.0,"SAN JUAN, PR",PR,"<[OK] Google - Geocode [672 PR-2, San Juan, 00907, Puerto Rico]>",9,,,,,,,,,,,22066,17.5841514727,8153,10.5876241802,48483,62396,62.9608466983,73.2708612227,28.69665656,0.0,-37.0,-1.11816258688,28.0,0.839077015283,12.0,0.358315915199,327.0,8.89553862894,93.0,2.46749801008,420.0,11.1435394004,3.28456255599,310.0,0.340989090909,0.73678,3.13,129.338842975,0.94,83.9285714286,4.39,181.404958678,4.15,384.259259259,0.6,24.7933884298,0.62,30.5418719212,37.4702896387,39.1493764924,22.9934308749,22.5943221014,2.93,1.51,large,,,,
122359,6.89,1.37,11.56,4.67,673,(V08) (673) MC TAMPA FL,4508.0,4269.0,4380.0,4587.0,4763.0,4883.0,673ta,180908,2.56,2.26,6.07,3.56,74794,1.69,2.27,4.37,2.51,673,"(V08) (673) Tampa, FL",131.0,0.0,1.0,2.78,69444,2.48,1.89,4.6,5.79,7.97,6.04,6.83,4.43,,"TAMPA, FL",FL,"<[OK] Google - Geocode [Tampa, FL, USA]>",1,HILLSBOROUGH,"HILLSBOROUGH, FL",-6300.0,-12616.0,-23992.0,-33461.0,62206.0,71675.0,83051.0,89367.0,58549,47.8501785729,5350,7.70404930592,52915,106114,76.1980876678,141.875016713,100.536709818,1.0,-239.0,-5.59850081986,111.0,2.53424657534,207.0,4.51275343362,176.0,3.69515011547,120.0,2.45750563178,296.0,6.06184722507,2.8558971005,165.0,0.661788549618,0.479709160305,0.89,64.9635036496,0.38,20.1058201058,-5.49,-400.729927007,-0.23,-5.0,-1.11,-81.0218978102,0.03,1.20967741935,26.6751689557,37.0485357362,15.1393067364,15.3172230186,-4.33,-1.09,large,Florida                                                                                                                     ,1583697.0,1149162.0,-434534.0
102342,5.69,3.21,7.12,1.97,675,(V08) (675) MC ORLANDO FL,1991.0,2239.0,2464.0,2668.0,2914.0,3708.0,675or,212838,6.04,5.55,9.1,4.33,89639,3.86,4.64,5.99,2.74,675,"(V08) (675) Orlando, FL",96.0,1.0,0.0,1.82,72045,0.84,1.01,3.53,8.42,5.2,8.07,9.71,11.14,,"ORLANDO, FL",FL,<[OVER_QUERY_LIMIT] Google - Geocode>,0,,,,,,,,,,,110496,107.967403412,17594,24.4208480811,30297,123199,42.0528836144,137.439061123,306.637620887,1.0,248.0,11.076373381,225.0,9.13149350649,204.0,7.64617691154,246.0,8.44200411805,794.0,21.4131607335,1040.0,28.0474649407,3.59820089955,944.0,0.280695833333,0.8921125,2.34,72.8971962617,3.63,359.405940594,1.98,61.6822429907,2.46,69.6883852691,2.36,73.5202492212,1.9,226.19047619,38.3590704648,57.3996763754,27.0033733133,24.1744875944,0.35,2.04,large,Florida                                                                                                                     ,1583697.0,1149162.0,-434534.0
29070,5.58,7.7,8.27,2.87,581,(V09) (581) MC HUNTINGTON WV,1126.0,1119.0,1156.0,1171.0,1229.0,1271.0,581hu,40147,5.93,4.24,9.97,3.03,26912,3.45,4.57,6.83,2.6,581,"(V09) (581) Huntington, WV",83.0,0.0,0.0,2.74,26895,1.51,4.2,3.52,6.64,9.93,7.81,12.02,9.31,1.0,"HUNTINGTON, WV",WV,<[OVER_QUERY_LIMIT] Google - Geocode>,0,,,,,,,,,,,11077,38.1045751634,17,0.0632087748652,2175,13235,8.08700501952,49.1788049941,508.505747126,0.0,-7.0,-0.625558534406,37.0,3.20069204152,15.0,1.28095644748,58.0,4.71928397071,42.0,3.30448465775,100.0,7.86782061369,7.08795900939,17.0,0.592554216867,1.08634939759,-3.46,-44.9350649351,0.37,8.80952380952,1.7,22.0779220779,3.31,94.0340909091,0.16,2.07792207792,1.09,72.1854304636,24.8249359522,31.5869394178,22.9675491033,21.1738788356,0.35,0.71,average,West Virginia                                                                                                                  ,167355.0,131662.0,-35693.0
33802,9.14,7.6,9.78,8.89,596,(V09) (596) MC LEXINGTON KY,1783.0,1723.0,1820.0,1905.0,1958.0,2053.0,596le,28272,6.01,2.99,8.82,6.25,29676,2.11,2.24,6.49,2.4,596,"(V09) (596) Lexington, KY",114.0,0.0,0.0,2.31,28712,2.36,3.45,5.59,17.6,10.75,4.06,6.93,12.55,3.0,"LEXINGTON, KY",KY,"<[OK] Google - Geocode [596 Lexington Rd, Versailles, KY 40383, USA]>",9,WOODFORD,"WOODFORD, KY",-17.0,-49.0,-141.0,-224.0,1744.0,1827.0,1919.0,1951.0,-5530,-16.3599786995,964,3.35748119253,5090,-1404,17.7277793257,-4.73109583502,-127.583497053,0.0,-60.0,-3.48229831689,97.0,5.32967032967,85.0,4.46194225722,53.0,2.70684371808,95.0,4.62737457379,148.0,7.20896249391,5.9842519685,34.0,0.576513157895,1.27,-4.61,-60.6578947368,-1.21,-35.0724637681,-0.96,-12.6315789474,0.9,16.1001788909,-2.64,-34.7368421053,0.04,1.69491525424,17.743832021,13.7710667316,15.0719160105,14.4549439844,-3.13,-0.2,average,Kentucky                                                                                                             ,330599.0,273861.0,-56738.0
46180,2.04,4.13,4.25,3.1,603,(V09) (603) MC LOUISVILLE KY,1634.0,1665.0,1750.0,1706.0,1841.0,1847.0,603lo,54529,2.03,3.78,5.93,1.78,36525,0.96,2.57,4.07,1.74,603,"(V09) (603) Louisville, KY",101.0,0.0,0.0,0.86,38286,1.79,1.78,3.23,6.39,7.72,8.6,9.48,9.9,,"LOUISVILLE, KY",KY,"<[OK] Google - Geocode [Louisville, KY, USA]>",1,JEFFERSON,"JEFFERSON, KY",-5093.0,-10180.0,-19557.0,-27156.0,28008.0,35607.0,44984.0,50071.0,8349,18.0792550888,-1761,-4.59959254035,7894,18004,20.618502847,49.2922655715,128.071953382,0.0,31.0,1.86186186186,85.0,4.85714285714,-44.0,-2.57913247362,135.0,7.3329712113,6.0,0.324851109908,141.0,7.63400108284,5.92028135991,40.0,0.300661386139,0.697601980198,-0.35,-8.47457627119,0.79,44.3820224719,1.68,40.6779661017,0.84,26.0061919505,-1.32,-31.9612590799,-0.05,-2.79329608939,27.0691676436,29.523010287,22.4419695193,19.7753113156,-0.01,0.1,average,Kentucky                                                                                                             ,330599.0,273861.0,-56738.0
57905,2.88,2.56,4.16,4.2,614,(V09) (614) MC MEMPHIS TN,2253.0,2194.0,2333.0,2327.0,2310.0,2346.0,614me,56531,3.61,3.85,6.56,3.71,48332,1.45,2.28,3.44,1.0,614,"(V09) (614) Memphis, TN",88.0,1.0,1.0,1.23,47323,1.64,1.18,2.65,3.99,8.91,3.93,5.43,9.85,2.0,"MEMPHIS, TN",TN,"<[OK] Google - Geocode [Memphis, TN, USA]>",1,SHELBY,"SHELBY, TN",-6271.0,-12114.0,-22138.0,-30082.0,27715.0,35659.0,45683.0,51526.0,-1374,-2.37285208531,1009,2.13215561144,10582,8199,22.3612197029,16.963916246,-22.5193725194,2.0,-59.0,-2.68915223336,139.0,5.95799399914,-6.0,-0.257842715943,-17.0,-0.735930735931,36.0,1.53452685422,19.0,0.809889173061,3.78169316717,-69.0,0.312029545455,0.676945454545,1.29,50.390625,1.1,93.2203389831,2.4,93.75,0.79,29.8113207547,-0.49,-19.140625,-0.64,-39.0243902439,24.8839707778,24.0967604433,20.3364847443,20.6018755328,0.73,0.22,average,Tennessee                                                                                                                      ,506340.0,422085.0,-84255.0
75141,3.82,7.51,3.6,2.18,621,(V09) (621) MC MOUNTAIN HOME TN,2087.0,2078.0,2120.0,2181.0,2280.0,2317.0,621mo,94360,3.98,5.52,6.83,3.13,40022,3.42,5.11,6.23,1.58,621,"(V09) (621) Mountain Home, TN",79.0,1.0,0.0,2.26,37942,1.66,4.66,2.82,8.65,5.34,12.71,7.57,12.51,2.0,"MOUNTAIN HOME, TN",TN,"<[OK] Google - Geocode [Mountain Home, Johnson City, TN 37604, USA]>",7,WASHINGTON,"WASHINGTON, TN",-140.0,-493.0,-1616.0,-2995.0,8569.0,9948.0,11071.0,11424.0,19219,25.5772481069,2080,5.48205155237,37199,54338,98.0417479311,135.770326321,46.0738191887,1.0,-9.0,-0.433108758422,42.0,1.98113207547,61.0,2.79688216414,99.0,4.34210526316,37.0,1.59689253345,136.0,5.86965904186,3.6221916552,57.0,1.28651392405,2.07333037975,-1.99,-26.4980026631,0.45,9.65665236052,3.23,43.0093209055,3.41,120.921985816,0.95,12.6498002663,-0.08,-4.81927710843,34.4525447043,40.7250755287,17.396607061,17.273198101,0.16,1.16,average,Tennessee                                                                                                                      ,506340.0,422085.0,-84255.0
130280,7.58,10.71,6.04,8.66,626,(V09) (626) HCS NASHVILLE TN,3448.0,3488.0,3589.0,3749.0,3975.0,4138.0,626mi,146338,6.37,7.22,9.05,3.69,68674,4.3,7.64,5.46,3.25,626,"(V09) (626) Middle Tennessee HCS, TN",283.0,0.0,3.0,3.33,64484,3.9,6.09,3.1,7.17,7.96,6.37,8.63,7.66,6.0,"MIDDLE TENNESSEE HCS, TN",TN,<[ZERO_RESULTS] Google - Geocode>,0,,,,,,,,,,,16058,12.3257599018,4190,6.49773587246,65796,77664,102.034613237,113.090834959,18.037570673,3.0,40.0,1.14678899083,101.0,2.81415436055,160.0,4.26780474793,226.0,5.68553459119,163.0,3.93910101498,389.0,9.40067665539,7.54867964791,106.0,0.80676360424,1.41879116608,-3.49,-32.5863678805,1.55,25.4515599343,3.01,28.1045751634,2.36,76.1290322581,-4.97,-46.4052287582,-0.65,-16.6666666667,34.75060016,35.3644272595,17.2003200854,16.5959400677,-1.21,0.97,large,Tennessee                                                                                                                      ,506340.0,422085.0,-84255.0
15904,10.69,4.41,16.25,5.1,538,(V10) (538) MC CHILLICOTHE OH,1368.0,1393.0,1423.0,1401.0,1411.0,1430.0,538ch,18566,9.57,5.95,7.55,7.32,18243,5.14,5.09,8.66,5.3,538,"(V10) (538) Chillicothe, OH",25.0,0.0,0.0,3.73,16966,2.97,4.78,6.07,8.36,11.72,28.04,24.15,21.22,,"CHILLICOTHE, OH",OH,"<[OK] Google - Geocode [Chillicothe, OH 45601, USA]>",4,ROSS,"ROSS, OH",-327.0,-744.0,-1689.0,-2668.0,4590.0,5569.0,6514.0,6931.0,2662,16.7379275654,1277,7.52681834257,-1062,323,-6.25957797949,1.77054212575,-130.414312618,0.0,25.0,1.79468772434,30.0,2.10822206606,-22.0,-1.57030692363,10.0,0.708717221828,19.0,1.32867132867,29.0,2.02797202797,1.78443968594,4.0,2.678712,2.471364,1.54,34.9206349206,0.31,6.48535564854,-8.7,-197.278911565,2.59,42.6688632619,2.22,50.3401360544,2.33,78.4511784512,11.3518915061,12.9832167832,12.1099214847,12.7573426573,-1.12,1.41,average,Ohio                                                                                                                           ,866481.0,552571.0,-313909.0
39991,3.97,1.74,6.19,1.83,539,(V10) (539) MC CINCINNATI OH,2043.0,2097.0,2147.0,2172.0,2168.0,2225.0,539ci,50102,4.05,2.48,6.45,1.31,37500,1.7,2.95,4.07,0.92,539,"(V10) (539) Cincinnati, OH",64.0,2.0,0.0,1.48,39409,0.92,1.34,3.53,3.29,4.27,8.64,7.83,11.95,2.0,"CINCINNATI, OH",OH,"<[OK] Google - Geocode [Cincinnati, OH, USA]>",1,HAMILTON,"HAMILTON, OH",-8282.0,-15578.0,-27095.0,-34761.0,16252.0,23918.0,35435.0,42731.0,10111,25.2831887175,-1909,-4.84407115126,582,12602,1.47682001573,33.6053333333,2065.29209622,2.0,54.0,2.57510729614,50.0,2.32883092687,25.0,1.15101289134,-4.0,-0.184501845018,57.0,2.56179775281,53.0,2.38202247191,2.94659300184,-11.0,0.4547625,0.5905125,0.74,42.5287356322,1.61,120.149253731,0.26,14.9425287356,0.54,15.2974504249,-0.52,-29.8850574713,0.0,0.0,18.4120626151,22.517752809,18.144106814,16.8539325843,0.08,0.22,average,Ohio                                                                                                                           ,866481.0,552571.0,-313909.0
67463,4.38,4.83,5.14,2.83,541,(V10) (541) MC CLEVELAND OH,4516.0,4485.0,4431.0,4518.0,4632.0,4825.0,541cl,93682,7.64,3.87,10.15,2.86,88990,3.1,2.49,5.81,1.86,541,"(V10) (541) Cleveland, OH",95.0,0.0,1.0,2.12,83417,2.08,2.58,3.59,8.72,5.2,7.09,6.56,8.78,1.0,"CLEVELAND, OH",OH,"<[OK] Google - Geocode [Cleveland, OH, USA]>",1,CUYAHOGA,"CUYAHOGA, OH",-13493.0,-25248.0,-43878.0,-56416.0,26661.0,39199.0,57829.0,69584.0,26219,38.8642663386,5573,6.68089238405,-15954,4692,-19.1255978997,5.27250252837,-129.409552463,1.0,-31.0,-0.691192865106,-54.0,-1.21868652674,87.0,1.92563081009,114.0,2.46113989637,193.0,4.0,307.0,6.36269430052,2.10270030987,212.0,1.22699368421,2.29704631579,-0.96,-19.8757763975,-0.09,-3.48837209302,5.01,103.726708075,2.22,61.8384401114,0.03,0.621118012422,-0.22,-10.5769230769,14.9320495795,19.4159585492,18.4632580788,18.4435233161,3.26,0.98,large,Ohio                                                                                                                           ,866481.0,552571.0,-313909.0
23145,2.77,0.81,4.23,2.25,552,(V10) (552) MC DAYTON OH,2020.0,1978.0,2085.0,2072.0,2162.0,2230.0,552da,28155,5.89,2.27,9.11,3.48,30436,2.7,1.51,6.84,2.82,552,"(V10) (552) Dayton, OH",60.0,2.0,0.0,1.75,27992,1.3,0.8,3.56,8.14,11.99,15.18,9.8,11.77,4.0,"DAYTON, OH",OH,"<[OK] Google - Geocode [Dayton, OH, USA]>",1,MONTGOMERY,"MONTGOMERY, OH",-5797.0,-10681.0,-17938.0,-22892.0,22497.0,27451.0,34708.0,39592.0,5010,21.6461438756,2444,8.73106601886,-4847,-2281,-17.3156616176,-7.49441450913,-52.9399628636,2.0,-42.0,-2.12335692619,107.0,5.13189448441,-13.0,-0.627413127413,90.0,4.16281221092,68.0,3.04932735426,158.0,7.08520179372,2.89575289575,98.0,0.276266666667,0.27972,1.46,180.24691358,0.71,88.75,4.88,602.469135802,3.28,92.1348314607,1.23,151.851851852,1.52,116.923076923,11.1703667954,12.6255605381,13.5096525097,13.6484304933,3.12,0.95,average,Ohio                                                                                                                           ,866481.0,552571.0,-313909.0
36642,8.88,9.79,8.98,2.3,757,(V10) (757) ACC COLUMBUS OH,886.0,924.0,944.0,1031.0,1093.0,1160.0,757co,49569,12.23,7.7,12.82,5.29,35347,6.97,4.28,10.63,2.41,757,"(V10) (757) Columbus, OH",67.0,0.0,0.0,3.82,32064,1.94,5.49,5.81,14.61,12.29,9.96,8.95,8.1,3.0,"COLUMBUS, OH",OH,<[OVER_QUERY_LIMIT] Google - Geocode>,0,,,,,,,,,,,12927,35.2791878173,3283,10.2388972056,4578,14222,14.2776946108,40.2353806547,210.659676715,0.0,38.0,4.11255411255,20.0,2.1186440678,87.0,8.43840931135,62.0,5.67246111619,67.0,5.77586206897,129.0,11.1206896552,6.49854510184,62.0,0.844804477612,1.50649104478,-2.09,-21.3483146067,-1.21,-22.0400728597,3.84,39.2236976507,4.82,82.9604130809,2.99,30.5413687436,0.47,24.2268041237,35.5402521823,42.7318965517,31.0999030068,30.4715517241,3.35,3.15,average,Ohio                                                                                                                           ,866481.0,552571.0,-313909.0
