Station ,VA Facility Name,Service Descriptor,NumAuths,NumVets
586,"G. V. (Sonny) Montgomery VA (Jackson, MS)",Nephrology,87,80
586,"G. V. (Sonny) Montgomery VA (Jackson, MS)",Neurology,1785,1513
586,"G. V. (Sonny) Montgomery VA (Jackson, MS)",Neurosurgery,13,13
586,"G. V. (Sonny) Montgomery VA (Jackson, MS)",Nuclear Medicine,16,16
586,"G. V. (Sonny) Montgomery VA (Jackson, MS)",OB,61,46
586,"G. V. (Sonny) Montgomery VA (Jackson, MS)",Oncology,16,16
586,"G. V. (Sonny) Montgomery VA (Jackson, MS)",Opthalmology,712,627
586,"G. V. (Sonny) Montgomery VA (Jackson, MS)",Optometry,5299,5027
586,"G. V. (Sonny) Montgomery VA (Jackson, MS)",Orthopedics,1222,967
586,"G. V. (Sonny) Montgomery VA (Jackson, MS)",Outpatient Chemotherapy,2,2
586,"G. V. (Sonny) Montgomery VA (Jackson, MS)",Outpatient Dialysis,76,61
586,"G. V. (Sonny) Montgomery VA (Jackson, MS)",Outpatient Infusion (IV Therapy/Infusion),95,77
586,"G. V. (Sonny) Montgomery VA (Jackson, MS)","Outpatient Infusion (IV Therapy/Infusion, Clinic)",2,2
586,"G. V. (Sonny) Montgomery VA (Jackson, MS)",Pain Management,871,755
586,"G. V. (Sonny) Montgomery VA (Jackson, MS)",Pharmacy,2,2
586,"G. V. (Sonny) Montgomery VA (Jackson, MS)",Physical Therapy,1804,1566
586,"G. V. (Sonny) Montgomery VA (Jackson, MS)",Plastic Surgery,54,48
586,"G. V. (Sonny) Montgomery VA (Jackson, MS)",Podiatry,239,213
586,"G. V. (Sonny) Montgomery VA (Jackson, MS)",Primary Care,626,556
586,"G. V. (Sonny) Montgomery VA (Jackson, MS)",Pulmonary,72,65
586,"G. V. (Sonny) Montgomery VA (Jackson, MS)",Pulmonary (Pulmonary Rehab),2,2
586,"G. V. (Sonny) Montgomery VA (Jackson, MS)",Radiation Therapy,52,38
586,"G. V. (Sonny) Montgomery VA (Jackson, MS)",Rehabilitation Medicine,2,2
586,"G. V. (Sonny) Montgomery VA (Jackson, MS)",Respiratory Therapy,2,2
586,"G. V. (Sonny) Montgomery VA (Jackson, MS)",Respite Care,90,70
586,"G. V. (Sonny) Montgomery VA (Jackson, MS)",Rheumatology,10,9
586,"G. V. (Sonny) Montgomery VA (Jackson, MS)",Skilled Nursing,652,464
586,"G. V. (Sonny) Montgomery VA (Jackson, MS)",Skilled Nursing Home Care,384,328
586,"G. V. (Sonny) Montgomery VA (Jackson, MS)",Sleep Study,535,435
586,"G. V. (Sonny) Montgomery VA (Jackson, MS)",Urgent/Emergent,3351,2177
586,"G. V. (Sonny) Montgomery VA (Jackson, MS)",Urology,498,404
586,"G. V. (Sonny) Montgomery VA (Jackson, MS)",Vascular Surgery,190,157
586,"G. V. (Sonny) Montgomery VA (Jackson, MS)",Wound Care,49,40
589,"Kansas City, MO VA",Referrals unmatched to a service category,623,598
589,"Kansas City, MO VA",Acupuncture,65,60
589,"Kansas City, MO VA",Acute Inpatient Hospital,1090,858
589,"Kansas City, MO VA",Allergy and Immunology,21,21
589,"Kansas City, MO VA",Audiology,34,33
589,"Kansas City, MO VA",Bowel and Bladder Treatment & Rehabilitation,41,33
589,"Kansas City, MO VA",Cardiac Catheterization Services,4,4
589,"Kansas City, MO VA",Cardiac Rehab,172,166
589,"Kansas City, MO VA",Cardiology,381,295
589,"Kansas City, MO VA",Cardiology Imaging,2,2
589,"Kansas City, MO VA",Cardiology Stress Test,5,5
589,"Kansas City, MO VA",Chiropractic,138,129
589,"Kansas City, MO VA",Compensation & Pension Audio,167,166
589,"Kansas City, MO VA",Compensation & Pension Medical,43,43
589,"Kansas City, MO VA",Compensation & Pension Specialty,12,12
589,"Kansas City, MO VA",Dental,694,630
589,"Kansas City, MO VA",Dermatology,830,803
589,"Kansas City, MO VA",Diagnostic Radiology,133,113
589,"Kansas City, MO VA",Diagnostic Radiology CT,44,40
589,"Kansas City, MO VA",Diagnostic Radiology Dexa Scan,2,2
589,"Kansas City, MO VA",Diagnostic Radiology MRI/MRA,375,333
589,"Kansas City, MO VA",Diagnostic Radiology PET,8,8
589,"Kansas City, MO VA",Diagnostic Radiology Ultrasound,354,347
589,"Kansas City, MO VA",ENT,61,56
589,"Kansas City, MO VA",Endocrinology,12,12
589,"Kansas City, MO VA",GYN,30,26
589,"Kansas City, MO VA",Gastroenterology,80,77
589,"Kansas City, MO VA",Gastroenterology Colonoscopy,98,96
589,"Kansas City, MO VA",General Surgery,289,276
589,"Kansas City, MO VA",Home Health Homemaker/Health Aid,22,22
589,"Kansas City, MO VA",Hospice,113,106
589,"Kansas City, MO VA",Hyperbaric Therapy,8,6
589,"Kansas City, MO VA",Infectious Disease,31,31
589,"Kansas City, MO VA",Internal Medicine,17,17
589,"Kansas City, MO VA",Laboratory,48,45
589,"Kansas City, MO VA",Mammorgraphy,1014,863
589,"Kansas City, MO VA",Mental Health,143,129
589,"Kansas City, MO VA",Nephrology,9,9
589,"Kansas City, MO VA",Neurology,454,423
589,"Kansas City, MO VA",Neurosurgery,3,3
589,"Kansas City, MO VA",Newborn Care,2,2
589,"Kansas City, MO VA",Nuclear Medicine,16,16
589,"Kansas City, MO VA",OB,54,47
589,"Kansas City, MO VA",Oncology,35,28
589,"Kansas City, MO VA",Opthalmology,866,776
589,"Kansas City, MO VA",Optometry,40,39
589,"Kansas City, MO VA",Orthopedics,210,189
589,"Kansas City, MO VA",Outpatient Dialysis,124,75
589,"Kansas City, MO VA",Outpatient Infusion (IV Therapy/Infusion),1,1
589,"Kansas City, MO VA","Outpatient Infusion (IV Therapy/Infusion, Clinic)",48,44
589,"Kansas City, MO VA",Pain Management,752,666
589,"Kansas City, MO VA",Pharmacy,1,1
589,"Kansas City, MO VA",Physical Therapy,805,708
589,"Kansas City, MO VA",Plastic Surgery,21,19
589,"Kansas City, MO VA",Podiatry,24,24
589,"Kansas City, MO VA",Primary Care,163,147
589,"Kansas City, MO VA",Pulmonary,83,78
589,"Kansas City, MO VA",Pulmonary (Pulmonary Rehab),80,76
589,"Kansas City, MO VA",Radiation Therapy,32,32
589,"Kansas City, MO VA",Rehabilitation Medicine,177,167
589,"Kansas City, MO VA",Respite Care,7,7
589,"Kansas City, MO VA",Rheumatology,4,3
589,"Kansas City, MO VA",Skilled Nursing,519,425
589,"Kansas City, MO VA",Skilled Nursing Home Care,66,61
589,"Kansas City, MO VA",Sleep Study,677,657
589,"Kansas City, MO VA",Urgent/Emergent,4281,1870
589,"Kansas City, MO VA",Urology,71,66
589,"Kansas City, MO VA",Vascular Surgery,70,61
589,"Kansas City, MO VA",Wound Care,8,8
590,"Hampton, Virginia VA",Referrals unmatched to a service category,35,34
590,"Hampton, Virginia VA",Acupuncture,6,5
590,"Hampton, Virginia VA",Acute Inpatient Hospital,1380,1157
590,"Hampton, Virginia VA",Adult Day Care,43,32
590,"Hampton, Virginia VA",Allergy and Immunology,178,157
590,"Hampton, Virginia VA",Audiology,34,31
590,"Hampton, Virginia VA",Bowel and Bladder Treatment & Rehabilitation,34,32
590,"Hampton, Virginia VA",Cardiac Catheterization Services,14,14
590,"Hampton, Virginia VA",Cardiac Rehab,22,21
590,"Hampton, Virginia VA",Cardiology,209,186
590,"Hampton, Virginia VA",Cardiology Imaging,1,1
590,"Hampton, Virginia VA",Cardiology Stress Test,16,16
590,"Hampton, Virginia VA",Chiropractic,236,204
590,"Hampton, Virginia VA",Compensation & Pension Audio,109,105
590,"Hampton, Virginia VA",Compensation & Pension Medical,672,638
590,"Hampton, Virginia VA",Dental,889,763
590,"Hampton, Virginia VA",Dermatology,251,209
590,"Hampton, Virginia VA",Diagnostic Radiology,286,261
590,"Hampton, Virginia VA",Diagnostic Radiology CT,79,71
590,"Hampton, Virginia VA",Diagnostic Radiology MRI/MRA,681,585
590,"Hampton, Virginia VA",Diagnostic Radiology PET,84,74
590,"Hampton, Virginia VA",Diagnostic Radiology Ultrasound,101,97
590,"Hampton, Virginia VA",ENT,126,109
590,"Hampton, Virginia VA",Endocrinology,8,8
590,"Hampton, Virginia VA",GYN,127,114
590,"Hampton, Virginia VA",Gastroenterology,349,324
590,"Hampton, Virginia VA",Gastroenterology Colonoscopy,587,561
590,"Hampton, Virginia VA",General Surgery,1598,1386
590,"Hampton, Virginia VA",Genetic Testing/Counseling,1,1
590,"Hampton, Virginia VA",Home Health Homemaker/Health Aid,744,490
590,"Hampton, Virginia VA",Hospice,44,41
590,"Hampton, Virginia VA",Hyperbaric Therapy,3,3
590,"Hampton, Virginia VA",Infectious Disease,12,11
590,"Hampton, Virginia VA",Internal Medicine,11,10
590,"Hampton, Virginia VA",Laboratory,7,7
590,"Hampton, Virginia VA",Long Term Care,1,1
590,"Hampton, Virginia VA",Mammorgraphy,53,46
590,"Hampton, Virginia VA",Mental Health,33,27
590,"Hampton, Virginia VA",Nephrology,21,20
590,"Hampton, Virginia VA",Neurology,229,201
590,"Hampton, Virginia VA",Nuclear Medicine,383,369
590,"Hampton, Virginia VA",Nutrition/Dietitics,2,2
590,"Hampton, Virginia VA",OB,146,135
590,"Hampton, Virginia VA",Oncology,393,345
590,"Hampton, Virginia VA",Opthalmology,385,314
590,"Hampton, Virginia VA",Optometry,61,58
590,"Hampton, Virginia VA",Orthopedics,1621,1377
590,"Hampton, Virginia VA",Outpatient Chemotherapy,2,1
590,"Hampton, Virginia VA",Outpatient Dialysis,261,111
590,"Hampton, Virginia VA",Outpatient Infusion (IV Therapy/Infusion),177,95
590,"Hampton, Virginia VA",Pain Management,141,128
590,"Hampton, Virginia VA",Physical Therapy,822,704
590,"Hampton, Virginia VA",Plastic Surgery,4,4
590,"Hampton, Virginia VA",Podiatry,283,252
590,"Hampton, Virginia VA",Primary Care,458,401
590,"Hampton, Virginia VA",Pulmonary,25,24
590,"Hampton, Virginia VA",Radiation Therapy,191,168
590,"Hampton, Virginia VA",Rehabilitation Medicine,5,5
590,"Hampton, Virginia VA",Respiratory Therapy,2,2
590,"Hampton, Virginia VA",Respite Care,18,14
590,"Hampton, Virginia VA",Rheumatology,146,137
590,"Hampton, Virginia VA",Skilled Nursing,1624,1012
590,"Hampton, Virginia VA",Skilled Nursing Home Care,1112,670
590,"Hampton, Virginia VA",Sleep Study,938,914
590,"Hampton, Virginia VA",Urgent/Emergent,10663,2677
590,"Hampton, Virginia VA",Urology,1177,1065
590,"Hampton, Virginia VA",Vascular Surgery,16,11
593,"Southern Nevada VA-North Las Vegas, NV",Referrals unmatched to a service category,449,440
593,"Southern Nevada VA-North Las Vegas, NV",Acupuncture,53,45
593,"Southern Nevada VA-North Las Vegas, NV",Acute Inpatient Hospital,2798,2032
593,"Southern Nevada VA-North Las Vegas, NV",Allergy and Immunology,98,80
593,"Southern Nevada VA-North Las Vegas, NV",Audiology,49,48
593,"Southern Nevada VA-North Las Vegas, NV",Biofeedback,2,1
593,"Southern Nevada VA-North Las Vegas, NV",Bowel and Bladder Treatment & Rehabilitation,16,16
593,"Southern Nevada VA-North Las Vegas, NV",Cardiac Catheterization Services,102,95
593,"Southern Nevada VA-North Las Vegas, NV",Cardiac Rehab,2,2
593,"Southern Nevada VA-North Las Vegas, NV",Cardiology,87,70
593,"Southern Nevada VA-North Las Vegas, NV",Cardiology Stress Test,5,4
593,"Southern Nevada VA-North Las Vegas, NV",Chiropractic,89,84
593,"Southern Nevada VA-North Las Vegas, NV",Compensation & Pension Audio,1102,1083
593,"Southern Nevada VA-North Las Vegas, NV",Compensation & Pension Medical,3926,3641
593,"Southern Nevada VA-North Las Vegas, NV",Compensation & Pension Specialty,99,96
593,"Southern Nevada VA-North Las Vegas, NV",Dental,2446,1855
593,"Southern Nevada VA-North Las Vegas, NV",Dermatology,154,129
593,"Southern Nevada VA-North Las Vegas, NV",Diagnostic Radiology,637,532
593,"Southern Nevada VA-North Las Vegas, NV",Diagnostic Radiology CT,429,407
593,"Southern Nevada VA-North Las Vegas, NV",Diagnostic Radiology Dexa Scan,2,2
593,"Southern Nevada VA-North Las Vegas, NV",Diagnostic Radiology MRI/MRA,1124,1026
593,"Southern Nevada VA-North Las Vegas, NV",Diagnostic Radiology PET,12,9
593,"Southern Nevada VA-North Las Vegas, NV",Diagnostic Radiology Ultrasound,236,222
593,"Southern Nevada VA-North Las Vegas, NV",ENT,135,129
593,"Southern Nevada VA-North Las Vegas, NV",Endocrinology,94,92
593,"Southern Nevada VA-North Las Vegas, NV",GYN,121,106
593,"Southern Nevada VA-North Las Vegas, NV",Gastroenterology,2576,1690
593,"Southern Nevada VA-North Las Vegas, NV",Gastroenterology Colonoscopy,171,169
593,"Southern Nevada VA-North Las Vegas, NV",General Surgery,345,285
593,"Southern Nevada VA-North Las Vegas, NV",Home Health Homemaker,4,3
593,"Southern Nevada VA-North Las Vegas, NV",Home Health Homemaker/Health Aid,1073,852
593,"Southern Nevada VA-North Las Vegas, NV",Hospice,354,213
593,"Southern Nevada VA-North Las Vegas, NV",Hyperbaric Therapy,6,6
593,"Southern Nevada VA-North Las Vegas, NV",Internal Medicine,33,28
593,"Southern Nevada VA-North Las Vegas, NV",Laboratory,126,119
593,"Southern Nevada VA-North Las Vegas, NV",Mammorgraphy,118,103
593,"Southern Nevada VA-North Las Vegas, NV",Mental Health,97,96
593,"Southern Nevada VA-North Las Vegas, NV",Nephrology,221,146
593,"Southern Nevada VA-North Las Vegas, NV",Neurology,1098,887
593,"Southern Nevada VA-North Las Vegas, NV",Neurosurgery,1,1
593,"Southern Nevada VA-North Las Vegas, NV",Newborn Care,2,2
593,"Southern Nevada VA-North Las Vegas, NV",Nuclear Medicine,11,9
593,"Southern Nevada VA-North Las Vegas, NV",Nutrition/Dietitics,2,2
593,"Southern Nevada VA-North Las Vegas, NV",OB,161,70
593,"Southern Nevada VA-North Las Vegas, NV",Oncology,29,23
593,"Southern Nevada VA-North Las Vegas, NV",Opthalmology,2311,1504
593,"Southern Nevada VA-North Las Vegas, NV",Optometry,475,453
593,"Southern Nevada VA-North Las Vegas, NV",Orthopedics,733,583
593,"Southern Nevada VA-North Las Vegas, NV",Outpatient Chemotherapy,1,1
593,"Southern Nevada VA-North Las Vegas, NV",Outpatient Dialysis,267,175
593,"Southern Nevada VA-North Las Vegas, NV",Outpatient Infusion (IV Therapy/Infusion),203,170
593,"Southern Nevada VA-North Las Vegas, NV","Outpatient Infusion (IV Therapy/Infusion, Clinic)",1,1
593,"Southern Nevada VA-North Las Vegas, NV",Pain Management,126,111
593,"Southern Nevada VA-North Las Vegas, NV",Physical Therapy,1320,1162
593,"Southern Nevada VA-North Las Vegas, NV",Plastic Surgery,28,28
593,"Southern Nevada VA-North Las Vegas, NV",Podiatry,165,151
593,"Southern Nevada VA-North Las Vegas, NV",Primary Care,145,139
593,"Southern Nevada VA-North Las Vegas, NV",Pulmonary,157,157
593,"Southern Nevada VA-North Las Vegas, NV",Pulmonary (Pulmonary Rehab),4,4
593,"Southern Nevada VA-North Las Vegas, NV",Radiation Therapy,463,362
593,"Southern Nevada VA-North Las Vegas, NV",Rehabilitation Medicine,20,20
593,"Southern Nevada VA-North Las Vegas, NV",Respiratory Therapy,1,1
593,"Southern Nevada VA-North Las Vegas, NV",Respite Care,193,101
593,"Southern Nevada VA-North Las Vegas, NV",Rheumatology,17,16
593,"Southern Nevada VA-North Las Vegas, NV",Skilled Nursing,1868,1491
593,"Southern Nevada VA-North Las Vegas, NV",Skilled Nursing Home Care,317,259
593,"Southern Nevada VA-North Las Vegas, NV",Sleep Study,1485,1449
593,"Southern Nevada VA-North Las Vegas, NV",Spinal Cord Rehabilitation,1,1
593,"Southern Nevada VA-North Las Vegas, NV",Urgent/Emergent,17687,4837
593,"Southern Nevada VA-North Las Vegas, NV",Urology,34,23
593,"Southern Nevada VA-North Las Vegas, NV",Vascular Surgery,28,24
595,"Lebanon, PA VA",Referrals unmatched to a service category,218,215
595,"Lebanon, PA VA",Acupuncture,93,81
595,"Lebanon, PA VA",Acute Inpatient Hospital,1401,936
595,"Lebanon, PA VA",Adult Day Care,124,64
595,"Lebanon, PA VA",Allergy and Immunology,122,112
595,"Lebanon, PA VA",Anesthesia,1,1
595,"Lebanon, PA VA",Audiology,22,20
595,"Lebanon, PA VA",Bowel and Bladder Treatment & Rehabilitation,16,6
595,"Lebanon, PA VA",Cardiac Catheterization Services,34,34
595,"Lebanon, PA VA",Cardiac Rehab,44,43
595,"Lebanon, PA VA",Cardiology,88,78
595,"Lebanon, PA VA",Cardiology Imaging,2,2
595,"Lebanon, PA VA",Cardiology Stress Test,6,5
595,"Lebanon, PA VA",Chiropractic,137,117
595,"Lebanon, PA VA",Dental,112,97
595,"Lebanon, PA VA",Dermatology,414,397
595,"Lebanon, PA VA",Diagnostic Radiology,102,93
595,"Lebanon, PA VA",Diagnostic Radiology CT,24,21
595,"Lebanon, PA VA",Diagnostic Radiology Dexa Scan,1,1
595,"Lebanon, PA VA",Diagnostic Radiology MRI/MRA,362,318
595,"Lebanon, PA VA",Diagnostic Radiology PET,20,19
595,"Lebanon, PA VA",Diagnostic Radiology Ultrasound,20,20
595,"Lebanon, PA VA",ENT,184,172
595,"Lebanon, PA VA",Endocrinology,33,33
595,"Lebanon, PA VA",GYN,55,50
595,"Lebanon, PA VA",Gastroenterology,204,176
595,"Lebanon, PA VA",Gastroenterology Colonoscopy,55,55
595,"Lebanon, PA VA",General Surgery,67,62
595,"Lebanon, PA VA",Genetic Testing/Counseling,6,6
595,"Lebanon, PA VA",Home Health Homemaker/Health Aid,882,446
595,"Lebanon, PA VA",Hospice,13,11
595,"Lebanon, PA VA",Hyperbaric Therapy,1,1
595,"Lebanon, PA VA",Infectious Disease,80,74
595,"Lebanon, PA VA",Internal Medicine,5,5
595,"Lebanon, PA VA",Laboratory,27,19
595,"Lebanon, PA VA",Mammorgraphy,704,617
595,"Lebanon, PA VA",Mental Health,99,83
595,"Lebanon, PA VA",Nephrology,115,67
595,"Lebanon, PA VA",Neurology,123,111
595,"Lebanon, PA VA",Nuclear Medicine,29,29
595,"Lebanon, PA VA",Nutrition/Dietitics,1,1
595,"Lebanon, PA VA",OB,28,26
595,"Lebanon, PA VA",Oncology,69,61
595,"Lebanon, PA VA",Opthalmology,328,278
595,"Lebanon, PA VA",Optometry,13,13
595,"Lebanon, PA VA",Orthopedics,242,230
595,"Lebanon, PA VA",Outpatient Chemotherapy,4,3
595,"Lebanon, PA VA",Outpatient Dialysis,34,21
595,"Lebanon, PA VA",Outpatient Infusion (IV Therapy/Infusion),72,51
595,"Lebanon, PA VA",Pain Management,108,102
595,"Lebanon, PA VA",Pharmacy,1,1
595,"Lebanon, PA VA",Physical Therapy,741,655
595,"Lebanon, PA VA",Plastic Surgery,25,22
595,"Lebanon, PA VA",Podiatry,23,23
595,"Lebanon, PA VA",Primary Care,46,43
595,"Lebanon, PA VA",Pulmonary,34,32
595,"Lebanon, PA VA",Pulmonary (Pulmonary Rehab),6,5
595,"Lebanon, PA VA",Radiation Therapy,93,86
595,"Lebanon, PA VA",Rehabilitation Medicine,3,3
595,"Lebanon, PA VA",Respiratory Therapy,1,1
595,"Lebanon, PA VA",Respite Care,223,197
595,"Lebanon, PA VA",Rheumatology,1,1
595,"Lebanon, PA VA",Skilled Nursing,145,127
595,"Lebanon, PA VA",Skilled Nursing Home Care,21,19
595,"Lebanon, PA VA",Sleep Study,641,571
595,"Lebanon, PA VA",Urgent/Emergent,3841,1572
595,"Lebanon, PA VA",Urology,136,118
595,"Lebanon, PA VA",Vascular Surgery,103,74
595,"Lebanon, PA VA",Wound Care,15,12
596,"Lexington, KY VA-Leestown",Referrals unmatched to a service category,128,127
596,"Lexington, KY VA-Leestown",Acupuncture,280,224
596,"Lexington, KY VA-Leestown",Acute Inpatient Hospital,322,257
596,"Lexington, KY VA-Leestown",Allergy and Immunology,48,47
596,"Lexington, KY VA-Leestown",Audiology,14,13
596,"Lexington, KY VA-Leestown",Bowel and Bladder Treatment & Rehabilitation,5,5
596,"Lexington, KY VA-Leestown",Cardiac Catheterization Services,2,2
596,"Lexington, KY VA-Leestown",Cardiac Rehab,131,129
596,"Lexington, KY VA-Leestown",Cardiology,68,64
596,"Lexington, KY VA-Leestown",Cardiology Stress Test,36,36
596,"Lexington, KY VA-Leestown",Chiropractic,306,279
596,"Lexington, KY VA-Leestown",Compensation & Pension Medical,1,1
596,"Lexington, KY VA-Leestown",Dental,1,1
596,"Lexington, KY VA-Leestown",Dermatology,57,55
596,"Lexington, KY VA-Leestown",Diagnostic Radiology,84,80
596,"Lexington, KY VA-Leestown",Diagnostic Radiology CT,17,16
596,"Lexington, KY VA-Leestown",Diagnostic Radiology MRI/MRA,190,172
596,"Lexington, KY VA-Leestown",Diagnostic Radiology PET,9,9
596,"Lexington, KY VA-Leestown",Diagnostic Radiology Ultrasound,76,73
596,"Lexington, KY VA-Leestown",ENT,18,17
596,"Lexington, KY VA-Leestown",Endocrinology,11,10
596,"Lexington, KY VA-Leestown",GYN,77,68
596,"Lexington, KY VA-Leestown",Gastroenterology,257,237
596,"Lexington, KY VA-Leestown",Gastroenterology Colonoscopy,216,214
596,"Lexington, KY VA-Leestown",General Surgery,37,33
596,"Lexington, KY VA-Leestown",Home Health Homemaker,1,1
596,"Lexington, KY VA-Leestown",Home Health Homemaker/Health Aid,435,380
596,"Lexington, KY VA-Leestown",Hospice,27,27
596,"Lexington, KY VA-Leestown",Hyperbaric Therapy,1,1
596,"Lexington, KY VA-Leestown",Infectious Disease,2,2
596,"Lexington, KY VA-Leestown",Internal Medicine,46,45
596,"Lexington, KY VA-Leestown",Laboratory,36,34
596,"Lexington, KY VA-Leestown",Mammorgraphy,766,705
596,"Lexington, KY VA-Leestown",Mental Health,72,64
596,"Lexington, KY VA-Leestown",Nephrology,5,5
596,"Lexington, KY VA-Leestown",Neurology,70,61
596,"Lexington, KY VA-Leestown",Neurosurgery,1,1
596,"Lexington, KY VA-Leestown",OB,28,25
596,"Lexington, KY VA-Leestown",Oncology,14,10
596,"Lexington, KY VA-Leestown",Opthalmology,74,60
596,"Lexington, KY VA-Leestown",Optometry,38,37
596,"Lexington, KY VA-Leestown",Orthopedics,76,70
596,"Lexington, KY VA-Leestown",Outpatient Dialysis,37,26
596,"Lexington, KY VA-Leestown",Outpatient Infusion,1,1
596,"Lexington, KY VA-Leestown",Outpatient Infusion (IV Therapy/Infusion),68,61
596,"Lexington, KY VA-Leestown","Outpatient Infusion (IV Therapy/Infusion, Clinic)",36,31
596,"Lexington, KY VA-Leestown",Pain Management,25,18
596,"Lexington, KY VA-Leestown",Physical Therapy,1907,1691
596,"Lexington, KY VA-Leestown",Plastic Surgery,2,2
596,"Lexington, KY VA-Leestown",Podiatry,18,18
596,"Lexington, KY VA-Leestown",Primary Care,399,352
596,"Lexington, KY VA-Leestown",Psychology,1,1
596,"Lexington, KY VA-Leestown",Pulmonary,18,15
596,"Lexington, KY VA-Leestown",Pulmonary (Pulmonary Rehab),45,44
596,"Lexington, KY VA-Leestown",Radiation Therapy,272,228
596,"Lexington, KY VA-Leestown",Rehabilitation Medicine,5,5
596,"Lexington, KY VA-Leestown",Respite Care,183,170
596,"Lexington, KY VA-Leestown",Rheumatology,9,9
596,"Lexington, KY VA-Leestown",Skilled Nursing,145,117
596,"Lexington, KY VA-Leestown",Skilled Nursing Home Care,58,44
596,"Lexington, KY VA-Leestown",Sleep Study,13,11
596,"Lexington, KY VA-Leestown",Urgent/Emergent,4073,1258
596,"Lexington, KY VA-Leestown",Urology,65,59
596,"Lexington, KY VA-Leestown",Vascular Surgery,87,81
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Referrals unmatched to a service category,10,10
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Acupuncture,2,2
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Acute Inpatient Hospital,925,762
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Allergy and Immunology,36,31
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Audiology,32,30
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Bowel and Bladder Treatment & Rehabilitation,48,45
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Cardiac Catheterization Services,1,1
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Cardiac Rehab,7,7
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Cardiac Surgery,1,1
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Cardiology,140,125
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Cardiology Imaging,1,1
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Chiropractic,27,23
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Compensation & Pension Medical,160,155
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Dental,12,12
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Dermatology,238,200
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Diagnostic Radiology,29,29
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Diagnostic Radiology CT,21,21
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Diagnostic Radiology Dexa Scan,1,1
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Diagnostic Radiology MRI/MRA,57,55
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Diagnostic Radiology PET,140,126
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Diagnostic Radiology Ultrasound,34,33
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",ENT,23,21
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Endocrinology,9,9
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",GYN,340,298
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Gastroenterology,88,81
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Gastroenterology Colonoscopy,54,52
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",General Surgery,213,192
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Genetic Testing/Counseling,2,2
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Home Health Homemaker,25,18
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Home Health Homemaker/Health Aid,1356,929
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Home Health RN,1,1
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Hospice,367,273
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Hyperbaric Therapy,5,3
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Infectious Disease,10,9
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Internal Medicine,41,36
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Laboratory,21,17
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Mammorgraphy,53,52
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Mental Health,50,38
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Nephrology,2,2
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Neurology,51,45
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Neurosurgery,1,1
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Newborn Care,22,22
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Nuclear Medicine,1,1
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",OB,65,56
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Oncology,13,10
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Opthalmology,213,168
598,"Central Arkansas VA-John L. McClellan (Little Rock, AR)",Optometry,108,104
