CO/VISN,Office/Facility,Station,Occupation,NbrEmps,ID
15,"VAMC Kansas City, MO",589,631,1,589ka
15,"VAMC Kansas City, MO",589,640,3,589ka
15,"VAMC Kansas City, MO",589,647,2,589ka
15,"VAMC Kansas City, MO",589,649,2,589ka
15,"VAMC Kansas City, MO",589,660,4,589ka
15,"VAMC Kansas City, MO",589,661,1,589ka
15,"VAMC Kansas City, MO",589,662,1,589ka
15,"VAMC Kansas City, MO",589,665,2,589ka
15,"VAMC Kansas City, MO",589,679,20,589ka
15,"VAMC Kansas City, MO",589,1008,3,589ka
15,"VAMC Kansas City, MO",589,1715,2,589ka
15,"VAMC Kansas City, MO",589,5703,2,589ka
15,"VAMC Marion, IL",657 MA,180,2,657ma
15,"VAMC Marion, IL",657 MA,602,22,657ma
15,"VAMC Marion, IL",657 MA,610,2,657ma
15,"VAMC Marion, IL",657 MA,662,2,657ma
15,"VAMC Marion, IL",657 MA,679,2,657ma
15,"VAMC Marion, IL",657 MA,680,1,657ma
15,"VAMC Poplar Bluff, MO",657 PA,180,2,657po
15,"VAMC Poplar Bluff, MO",657 PA,201,1,657po
15,"VAMC Poplar Bluff, MO",657 PA,602,9,657po
15,"VAMC Poplar Bluff, MO",657 PA,610,2,657po
15,"VAMC Poplar Bluff, MO",657 PA,620,4,657po
15,"VAMC Poplar Bluff, MO",657 PA,631,1,657po
15,"VAMC Poplar Bluff, MO",657 PA,660,3,657po
15,"VAMC Poplar Bluff, MO",657 PA,661,2,657po
15,"VAMC Poplar Bluff, MO",657 PA,679,2,657po
15,"VAMC Wichita, KS",589 WA,180,2,589wi
15,"VAMC Wichita, KS",589 WA,185,4,589wi
15,"VAMC Wichita, KS",589 WA,303,4,589wi
15,"VAMC Wichita, KS",589 WA,602,13,589wi
15,"VAMC Wichita, KS",589 WA,603,2,589wi
15,"VAMC Wichita, KS",589 WA,605,1,589wi
15,"VAMC Wichita, KS",589 WA,610,14,589wi
15,"VAMC Wichita, KS",589 WA,633,1,589wi
15,"VAMC Wichita, KS",589 WA,640,3,589wi
15,"VAMC Wichita, KS",589 WA,644,3,589wi
15,"VAMC Wichita, KS",589 WA,647,1,589wi
15,"VAMC Wichita, KS",589 WA,679,9,589wi
15,"VAMC Wichita, KS",589 WA,680,1,589wi
16,HCS Central Arkansas (Little Rock),598,180,1,
16,HCS Central Arkansas (Little Rock),598,185,2,
16,HCS Central Arkansas (Little Rock),598,301,3,
16,HCS Central Arkansas (Little Rock),598,303,6,
16,HCS Central Arkansas (Little Rock),598,544,2,
16,HCS Central Arkansas (Little Rock),598,601,1,
16,HCS Central Arkansas (Little Rock),598,602,5,
16,HCS Central Arkansas (Little Rock),598,605,3,
16,HCS Central Arkansas (Little Rock),598,610,25,
16,HCS Central Arkansas (Little Rock),598,620,6,
16,HCS Central Arkansas (Little Rock),598,621,1,
16,HCS Central Arkansas (Little Rock),598,630,1,
16,HCS Central Arkansas (Little Rock),598,633,2,
16,HCS Central Arkansas (Little Rock),598,640,7,
16,HCS Central Arkansas (Little Rock),598,647,2,
16,HCS Central Arkansas (Little Rock),598,649,1,
16,HCS Central Arkansas (Little Rock),598,661,1,
16,HCS Central Arkansas (Little Rock),598,662,3,
16,HCS Central Arkansas (Little Rock),598,679,24,
16,"HCS Gulf Coast Veterans (Biloxi, MS)",520,180,4,
16,"HCS Gulf Coast Veterans (Biloxi, MS)",520,185,15,
16,"HCS Gulf Coast Veterans (Biloxi, MS)",520,303,1,
16,"HCS Gulf Coast Veterans (Biloxi, MS)",520,601,1,
16,"HCS Gulf Coast Veterans (Biloxi, MS)",520,602,14,
16,"HCS Gulf Coast Veterans (Biloxi, MS)",520,603,1,
16,"HCS Gulf Coast Veterans (Biloxi, MS)",520,610,15,
16,"HCS Gulf Coast Veterans (Biloxi, MS)",520,620,3,
16,"HCS Gulf Coast Veterans (Biloxi, MS)",520,640,2,
16,"HCS Gulf Coast Veterans (Biloxi, MS)",520,647,1,
16,"HCS Gulf Coast Veterans (Biloxi, MS)",520,649,2,
16,"HCS Gulf Coast Veterans (Biloxi, MS)",520,660,5,
16,"HCS Gulf Coast Veterans (Biloxi, MS)",520,661,1,
16,"HCS Gulf Coast Veterans (Biloxi, MS)",520,665,6,
16,"HCS Gulf Coast Veterans (Biloxi, MS)",520,668,2,
16,"HCS Gulf Coast Veterans (Biloxi, MS)",520,679,11,
16,"HCS of the Ozarks, Fayetteville, AR",564,180,2,
16,"HCS of the Ozarks, Fayetteville, AR",564,185,4,
16,"HCS of the Ozarks, Fayetteville, AR",564,601,2,
16,"HCS of the Ozarks, Fayetteville, AR",564,602,8,
16,"HCS of the Ozarks, Fayetteville, AR",564,610,11,
16,"HCS of the Ozarks, Fayetteville, AR",564,620,2,
16,"HCS of the Ozarks, Fayetteville, AR",564,633,1,
16,"HCS of the Ozarks, Fayetteville, AR",564,636,1,
16,"HCS of the Ozarks, Fayetteville, AR",564,640,3,
16,"HCS of the Ozarks, Fayetteville, AR",564,644,1,
16,"HCS of the Ozarks, Fayetteville, AR",564,645,4,
16,"HCS of the Ozarks, Fayetteville, AR",564,647,2,
16,"HCS of the Ozarks, Fayetteville, AR",564,649,4,
16,"HCS of the Ozarks, Fayetteville, AR",564,679,7,
16,"HCS of the Ozarks, Fayetteville, AR",564,4805,1,
16,HCS Southeast LA (New Orleans),629,180,8,
16,HCS Southeast LA (New Orleans),629,185,8,
16,HCS Southeast LA (New Orleans),629,301,5,
16,HCS Southeast LA (New Orleans),629,303,10,
16,HCS Southeast LA (New Orleans),629,602,18,
16,HCS Southeast LA (New Orleans),629,610,19,
16,HCS Southeast LA (New Orleans),629,620,14,
16,HCS Southeast LA (New Orleans),629,631,1,
16,HCS Southeast LA (New Orleans),629,633,3,
16,HCS Southeast LA (New Orleans),629,640,1,
16,HCS Southeast LA (New Orleans),629,647,1,
16,HCS Southeast LA (New Orleans),629,660,2,
16,HCS Southeast LA (New Orleans),629,679,30,
16,HCS Southeast LA (New Orleans),629,683,1,
16,HCS Southeast LA (New Orleans),629,1105,2,
16,HCS Southeast LA (New Orleans),629,1715,3,
16,HCS Southeast LA (New Orleans),629,2005,2,
16,"VAMC Alexandria, LA",502,180,3,
16,"VAMC Alexandria, LA",502,185,5,
16,"VAMC Alexandria, LA",502,301,2,
16,"VAMC Alexandria, LA",502,601,1,
16,"VAMC Alexandria, LA",502,602,11,
16,"VAMC Alexandria, LA",502,610,4,
16,"VAMC Alexandria, LA",502,620,1,
16,"VAMC Alexandria, LA",502,621,3,
16,"VAMC Alexandria, LA",502,640,4,
16,"VAMC Alexandria, LA",502,644,1,
16,"VAMC Alexandria, LA",502,645,1,
16,"VAMC Alexandria, LA",502,647,1,
16,"VAMC Alexandria, LA",502,660,2,
16,"VAMC Alexandria, LA",502,662,1,
16,"VAMC Alexandria, LA",502,679,6,
16,"VAMC Alexandria, LA",502,680,1,
16,"VAMC Houston, TX",580,60,2,
16,"VAMC Houston, TX",580,101,2,
16,"VAMC Houston, TX",580,180,12,
16,"VAMC Houston, TX",580,185,24,
16,"VAMC Houston, TX",580,203,2,
16,"VAMC Houston, TX",580,303,5,
16,"VAMC Houston, TX",580,440,1,
16,"VAMC Houston, TX",580,601,5,
16,"VAMC Houston, TX",580,602,37,
16,"VAMC Houston, TX",580,603,13,
16,"VAMC Houston, TX",580,605,2,
16,"VAMC Houston, TX",580,610,20,
16,"VAMC Houston, TX",580,620,23,
16,"VAMC Houston, TX",580,621,1,
16,"VAMC Houston, TX",580,645,2,
16,"VAMC Houston, TX",580,649,5,
16,"VAMC Houston, TX",580,660,3,
16,"VAMC Houston, TX",580,662,1,
16,"VAMC Houston, TX",580,679,27,
16,"VAMC Jackson, MS",586,102,1,
16,"VAMC Jackson, MS",586,185,8,
16,"VAMC Jackson, MS",586,305,2,
16,"VAMC Jackson, MS",586,602,13,
16,"VAMC Jackson, MS",586,605,2,
16,"VAMC Jackson, MS",586,610,20,
16,"VAMC Jackson, MS",586,620,1,
16,"VAMC Jackson, MS",586,621,9,
16,"VAMC Jackson, MS",586,630,1,
16,"VAMC Jackson, MS",586,640,7,
16,"VAMC Jackson, MS",586,647,1,
16,"VAMC Jackson, MS",586,660,4,
16,"VAMC Jackson, MS",586,668,1,
16,"VAMC Jackson, MS",586,679,23,
16,"VAMC Jackson, MS",586,2005,2,
16,"VAMC Shreveport, LA",667,101,1,
16,"VAMC Shreveport, LA",667,180,2,
16,"VAMC Shreveport, LA",667,185,6,
16,"VAMC Shreveport, LA",667,303,2,
16,"VAMC Shreveport, LA",667,343,1,
16,"VAMC Shreveport, LA",667,601,1,
16,"VAMC Shreveport, LA",667,602,10,
16,"VAMC Shreveport, LA",667,603,3,
16,"VAMC Shreveport, LA",667,610,17,
16,"VAMC Shreveport, LA",667,620,5,
16,"VAMC Shreveport, LA",667,640,2,
16,"VAMC Shreveport, LA",667,648,1,
16,"VAMC Shreveport, LA",667,660,2,
16,"VAMC Shreveport, LA",667,661,1,
16,"VAMC Shreveport, LA",667,668,1,
16,"VAMC Shreveport, LA",667,671,2,
16,"VAMC Shreveport, LA",667,675,1,
16,"VAMC Shreveport, LA",667,679,4,
16,"VAMC Shreveport, LA",667,680,1,
16,"VAMC Shreveport, LA",667,1715,1,
17,"HCS Amarillo, TX",504,180,1,
17,"HCS Amarillo, TX",504,602,4,
17,"HCS Amarillo, TX",504,610,35,
17,"HCS Amarillo, TX",504,620,9,
17,"HCS Amarillo, TX",504,621,1,
17,"HCS Amarillo, TX",504,633,1,
17,"HCS Amarillo, TX",504,660,2,
17,"HCS Amarillo, TX",504,665,1,
17,"HCS Amarillo, TX",504,668,1,
17,"HCS Amarillo, TX",504,679,4,
17,"HCS Amarillo, TX",504,680,1,
17,HCS Central Texas (Temple),674,101,8,
17,HCS Central Texas (Temple),674,303,1,
17,HCS Central Texas (Temple),674,318,1,
17,HCS Central Texas (Temple),674,601,1,
17,HCS Central Texas (Temple),674,602,23,
17,HCS Central Texas (Temple),674,603,2,
17,HCS Central Texas (Temple),674,605,1,
17,HCS Central Texas (Temple),674,610,12,
17,HCS Central Texas (Temple),674,620,9,
17,HCS Central Texas (Temple),674,640,1,
17,HCS Central Texas (Temple),674,645,2,
17,HCS Central Texas (Temple),674,647,1,
17,HCS Central Texas (Temple),674,649,1,
17,HCS Central Texas (Temple),674,660,3,
17,HCS Central Texas (Temple),674,668,1,
17,HCS Central Texas (Temple),674,679,34,
17,"HCS El Paso, TX",756,185,4,
17,"HCS El Paso, TX",756,303,2,
17,"HCS El Paso, TX",756,602,11,
17,"HCS El Paso, TX",756,610,19,
17,"HCS El Paso, TX",756,620,4,
17,"HCS El Paso, TX",756,631,1,
17,"HCS El Paso, TX",756,633,1,
17,"HCS El Paso, TX",756,644,2,
17,"HCS El Paso, TX",756,645,2,
17,"HCS El Paso, TX",756,647,3,
17,"HCS El Paso, TX",756,661,2,
17,"HCS El Paso, TX",756,662,1,
17,"HCS El Paso, TX",756,679,14,
17,"HCS El Paso, TX",756,681,1,
17,HCS North Texas (Dallas),549,180,9,
17,HCS North Texas (Dallas),549,181,1,
17,HCS North Texas (Dallas),549,185,28,
17,HCS North Texas (Dallas),549,303,5,
17,HCS North Texas (Dallas),549,601,4,
17,HCS North Texas (Dallas),549,602,6,
17,HCS North Texas (Dallas),549,605,4,
17,HCS North Texas (Dallas),549,610,99,
17,HCS North Texas (Dallas),549,620,14,
17,HCS North Texas (Dallas),549,621,37,
17,HCS North Texas (Dallas),549,622,3,
17,HCS North Texas (Dallas),549,630,2,
17,HCS North Texas (Dallas),549,631,4,
17,HCS North Texas (Dallas),549,633,7,
17,HCS North Texas (Dallas),549,635,3,
17,HCS North Texas (Dallas),549,636,2,
17,HCS North Texas (Dallas),549,640,6,
17,HCS North Texas (Dallas),549,646,1,
17,HCS North Texas (Dallas),549,647,5,
17,HCS North Texas (Dallas),549,649,2,
17,HCS North Texas (Dallas),549,660,10,
17,HCS North Texas (Dallas),549,662,1,
17,HCS North Texas (Dallas),549,665,1,
17,HCS North Texas (Dallas),549,672,2,
17,HCS North Texas (Dallas),549,679,41,
17,HCS North Texas (Dallas),549,2005,1,
17,HCS South Texas (San Antonio),671,101,3,
17,HCS South Texas (San Antonio),671,180,4,
17,HCS South Texas (San Antonio),671,303,1,
17,HCS South Texas (San Antonio),671,344,1,
17,HCS South Texas (San Antonio),671,602,20,
17,HCS South Texas (San Antonio),671,610,22,
17,HCS South Texas (San Antonio),671,620,8,
17,HCS South Texas (San Antonio),671,660,2,
17,HCS South Texas (San Antonio),671,668,1,
17,HCS South Texas (San Antonio),671,675,2,
17,HCS South Texas (San Antonio),671,679,7,
17,HCS South Texas (San Antonio),671,1715,5,
17,HCS Texas Valley Coastal Bend (Harlingen),740,101,1,
17,HCS Texas Valley Coastal Bend (Harlingen),740,180,4,
17,HCS Texas Valley Coastal Bend (Harlingen),740,181,6,
17,HCS Texas Valley Coastal Bend (Harlingen),740,601,1,
17,HCS Texas Valley Coastal Bend (Harlingen),740,602,4,
17,HCS Texas Valley Coastal Bend (Harlingen),740,603,1,
17,HCS Texas Valley Coastal Bend (Harlingen),740,610,5,
17,HCS Texas Valley Coastal Bend (Harlingen),740,620,1,
17,HCS Texas Valley Coastal Bend (Harlingen),740,640,2,
17,HCS Texas Valley Coastal Bend (Harlingen),740,660,2,
17,HCS Texas Valley Coastal Bend (Harlingen),740,662,1,
17,HCS Texas Valley Coastal Bend (Harlingen),740,679,7,
17,HCS Texas Valley Coastal Bend (Harlingen),740,680,1,
17,HCS West Texas HCS (Big Spring),519,83,2,
17,HCS West Texas HCS (Big Spring),519,101,1,
17,HCS West Texas HCS (Big Spring),519,180,1,
17,HCS West Texas HCS (Big Spring),519,185,14,
17,HCS West Texas HCS (Big Spring),519,602,7,
17,HCS West Texas HCS (Big Spring),519,610,36,
17,HCS West Texas HCS (Big Spring),519,620,9,
17,HCS West Texas HCS (Big Spring),519,621,1,
17,HCS West Texas HCS (Big Spring),519,631,1,
17,HCS West Texas HCS (Big Spring),519,633,1,
17,HCS West Texas HCS (Big Spring),519,640,4,
17,HCS West Texas HCS (Big Spring),519,647,1,
17,HCS West Texas HCS (Big Spring),519,660,1,
17,HCS West Texas HCS (Big Spring),519,661,1,
17,HCS West Texas HCS (Big Spring),519,665,4,
17,HCS West Texas HCS (Big Spring),519,679,17,
17,HCS West Texas HCS (Big Spring),519,680,3,
17,HCS West Texas HCS (Big Spring),519,681,1,
18,HCS New Mexico (Albuquerque),501,180,1,
18,HCS New Mexico (Albuquerque),501,185,3,
18,HCS New Mexico (Albuquerque),501,303,1,
18,HCS New Mexico (Albuquerque),501,602,24,
18,HCS New Mexico (Albuquerque),501,603,3,
18,HCS New Mexico (Albuquerque),501,605,2,
18,HCS New Mexico (Albuquerque),501,610,41,
18,HCS New Mexico (Albuquerque),501,620,5,
18,HCS New Mexico (Albuquerque),501,621,4,
18,HCS New Mexico (Albuquerque),501,633,2,
18,HCS New Mexico (Albuquerque),501,640,5,
18,HCS New Mexico (Albuquerque),501,644,3,
18,HCS New Mexico (Albuquerque),501,661,6,
18,HCS New Mexico (Albuquerque),501,662,1,
18,HCS New Mexico (Albuquerque),501,665,2,
18,HCS New Mexico (Albuquerque),501,679,2,
18,HCS New Mexico (Albuquerque),501,680,1,
18,HCS New Mexico (Albuquerque),501,3566,1,
18,HCS Northern AZ (Prescott),649,180,4,
18,HCS Northern AZ (Prescott),649,185,4,
18,HCS Northern AZ (Prescott),649,303,1,
18,HCS Northern AZ (Prescott),649,602,3,
18,HCS Northern AZ (Prescott),649,603,1,
18,HCS Northern AZ (Prescott),649,610,19,
18,HCS Northern AZ (Prescott),649,620,2,
18,HCS Northern AZ (Prescott),649,647,1,
18,HCS Northern AZ (Prescott),649,662,2,
18,HCS Northern AZ (Prescott),649,668,1,
18,HCS Northern AZ (Prescott),649,679,6,
18,HCS Northern AZ (Prescott),649,682,2,
18,"HCS Phoenix, AZ",644,83,1,
18,"HCS Phoenix, AZ",644,180,13,
18,"HCS Phoenix, AZ",644,185,4,
18,"HCS Phoenix, AZ",644,301,6,
18,"HCS Phoenix, AZ",644,303,2,
18,"HCS Phoenix, AZ",644,318,1,
18,"HCS Phoenix, AZ",644,540,1,
18,"HCS Phoenix, AZ",644,601,4,
18,"HCS Phoenix, AZ",644,602,31,
18,"HCS Phoenix, AZ",644,603,6,
18,"HCS Phoenix, AZ",644,605,1,
18,"HCS Phoenix, AZ",644,610,56,
18,"HCS Phoenix, AZ",644,620,13,
18,"HCS Phoenix, AZ",644,621,1,
18,"HCS Phoenix, AZ",644,631,1,
18,"HCS Phoenix, AZ",644,633,1,
18,"HCS Phoenix, AZ",644,640,1,
18,"HCS Phoenix, AZ",644,644,1,
18,"HCS Phoenix, AZ",644,647,4,
18,"HCS Phoenix, AZ",644,660,2,
18,"HCS Phoenix, AZ",644,661,1,
18,"HCS Phoenix, AZ",644,668,1,
18,"HCS Phoenix, AZ",644,679,25,
18,"HCS Phoenix, AZ",644,681,1,
18,HCS Southern AZ (Tucson),678,180,1,
18,HCS Southern AZ (Tucson),678,185,14,
18,HCS Southern AZ (Tucson),678,303,7,
18,HCS Southern AZ (Tucson),678,601,4,
18,HCS Southern AZ (Tucson),678,602,23,
18,HCS Southern AZ (Tucson),678,603,1,
18,HCS Southern AZ (Tucson),678,610,45,
18,HCS Southern AZ (Tucson),678,620,7,
18,HCS Southern AZ (Tucson),678,631,2,
18,HCS Southern AZ (Tucson),678,636,1,
18,HCS Southern AZ (Tucson),678,640,3,
18,HCS Southern AZ (Tucson),678,646,1,
18,HCS Southern AZ (Tucson),678,647,3,
18,HCS Southern AZ (Tucson),678,649,2,
18,HCS Southern AZ (Tucson),678,660,3,
18,HCS Southern AZ (Tucson),678,661,1,
18,HCS Southern AZ (Tucson),678,675,1,
18,HCS Southern AZ (Tucson),678,679,30,
19,HCS Eastern CO (Denver),554,102,1,
19,HCS Eastern CO (Denver),554,180,11,
19,HCS Eastern CO (Denver),554,185,10,
19,HCS Eastern CO (Denver),554,301,1,
19,HCS Eastern CO (Denver),554,343,2,
19,HCS Eastern CO (Denver),554,601,1,
19,HCS Eastern CO (Denver),554,602,12,
19,HCS Eastern CO (Denver),554,610,35,
19,HCS Eastern CO (Denver),554,620,7,
19,HCS Eastern CO (Denver),554,630,1,
19,HCS Eastern CO (Denver),554,633,6,
19,HCS Eastern CO (Denver),554,636,1,
19,HCS Eastern CO (Denver),554,638,1,
19,HCS Eastern CO (Denver),554,640,4,
19,HCS Eastern CO (Denver),554,660,3,
19,HCS Eastern CO (Denver),554,661,4,
19,HCS Eastern CO (Denver),554,665,4,
19,HCS Eastern CO (Denver),554,668,1,
19,HCS Eastern CO (Denver),554,675,2,
19,HCS Eastern CO (Denver),554,679,64,
19,HCS Eastern CO (Denver),554,680,1,
19,HCS Eastern CO (Denver),554,681,1,
19,HCS Eastern CO (Denver),554,3566,2,
19,HCS Montana (Ft Harrison),436,180,3,
19,HCS Montana (Ft Harrison),436,185,3,
19,HCS Montana (Ft Harrison),436,601,1,
19,HCS Montana (Ft Harrison),436,602,3,
19,HCS Montana (Ft Harrison),436,610,9,
19,HCS Montana (Ft Harrison),436,621,2,
19,HCS Montana (Ft Harrison),436,630,7,
19,HCS Montana (Ft Harrison),436,633,1,
19,HCS Montana (Ft Harrison),436,660,1,
19,HCS Montana (Ft Harrison),436,661,1,
19,HCS Montana (Ft Harrison),436,679,7,
19,HCS Montana (Ft Harrison),436,1702,4,
19,"HCS Oklahoma City, OK",635,60,1,
19,"HCS Oklahoma City, OK",635,180,2,
19,"HCS Oklahoma City, OK",635,185,13,
19,"HCS Oklahoma City, OK",635,303,1,
19,"HCS Oklahoma City, OK",635,318,1,
19,"HCS Oklahoma City, OK",635,341,2,
19,"HCS Oklahoma City, OK",635,343,1,
19,"HCS Oklahoma City, OK",635,602,24,
19,"HCS Oklahoma City, OK",635,603,2,
19,"HCS Oklahoma City, OK",635,610,37,
19,"HCS Oklahoma City, OK",635,620,15,
19,"HCS Oklahoma City, OK",635,621,6,
19,"HCS Oklahoma City, OK",635,622,4,
19,"HCS Oklahoma City, OK",635,631,1,
19,"HCS Oklahoma City, OK",635,633,1,
19,"HCS Oklahoma City, OK",635,636,2,
19,"HCS Oklahoma City, OK",635,640,3,
19,"HCS Oklahoma City, OK",635,660,6,
19,"HCS Oklahoma City, OK",635,665,1,
19,"HCS Oklahoma City, OK",635,679,10,
19,"HCS Salt Lake City, UT",660,180,3,
19,"HCS Salt Lake City, UT",660,185,6,
19,"HCS Salt Lake City, UT",660,301,2,
19,"HCS Salt Lake City, UT",660,303,1,
19,"HCS Salt Lake City, UT",660,601,1,
19,"HCS Salt Lake City, UT",660,602,12,
19,"HCS Salt Lake City, UT",660,603,4,
19,"HCS Salt Lake City, UT",660,605,1,
19,"HCS Salt Lake City, UT",660,610,14,
19,"HCS Salt Lake City, UT",660,620,3,
19,"HCS Salt Lake City, UT",660,630,6,
19,"HCS Salt Lake City, UT",660,633,2,
19,"HCS Salt Lake City, UT",660,640,1,
19,"HCS Salt Lake City, UT",660,649,1,
19,"HCS Salt Lake City, UT",660,660,2,
19,"HCS Salt Lake City, UT",660,679,13,
19,"VAMC Cheyenne, WY",442,101,2,
19,"VAMC Cheyenne, WY",442,102,3,
19,"VAMC Cheyenne, WY",442,180,1,
19,"VAMC Cheyenne, WY",442,185,7,
19,"VAMC Cheyenne, WY",442,303,1,
19,"VAMC Cheyenne, WY",442,344,1,
19,"VAMC Cheyenne, WY",442,602,6,
19,"VAMC Cheyenne, WY",442,610,16,
19,"VAMC Cheyenne, WY",442,620,3,
19,"VAMC Cheyenne, WY",442,621,17,
19,"VAMC Cheyenne, WY",442,622,3,
19,"VAMC Cheyenne, WY",442,633,1,
19,"VAMC Cheyenne, WY",442,640,6,
19,"VAMC Cheyenne, WY",442,644,3,
19,"VAMC Cheyenne, WY",442,645,1,
19,"VAMC Cheyenne, WY",442,647,4,
19,"VAMC Cheyenne, WY",442,649,2,
19,"VAMC Cheyenne, WY",442,660,5,
19,"VAMC Cheyenne, WY",442,661,2,
19,"VAMC Cheyenne, WY",442,662,1,
19,"VAMC Cheyenne, WY",442,668,1,
19,"VAMC Cheyenne, WY",442,679,23,
19,"VAMC Cheyenne, WY",442,1105,5,
19,"VAMC Cheyenne, WY",442,2005,2,
19,"VAMC Cheyenne, WY",442,3566,4,
19,"VAMC Grand Junction, CO",575,180,1,
19,"VAMC Grand Junction, CO",575,301,1,
19,"VAMC Grand Junction, CO",575,303,1,
19,"VAMC Grand Junction, CO",575,601,1,
19,"VAMC Grand Junction, CO",575,602,5,
19,"VAMC Grand Junction, CO",575,610,10,
19,"VAMC Grand Junction, CO",575,620,1,
19,"VAMC Grand Junction, CO",575,660,1,
19,"VAMC Grand Junction, CO",575,679,2,
19,"VAMC Muskogee, OK",623,83,1,
19,"VAMC Muskogee, OK",623,180,3,
19,"VAMC Muskogee, OK",623,185,5,
19,"VAMC Muskogee, OK",623,303,2,
19,"VAMC Muskogee, OK",623,602,12,
19,"VAMC Muskogee, OK",623,603,3,
19,"VAMC Muskogee, OK",623,610,10,
19,"VAMC Muskogee, OK",623,620,5,
19,"VAMC Muskogee, OK",623,621,1,
19,"VAMC Muskogee, OK",623,631,1,
19,"VAMC Muskogee, OK",623,633,1,
19,"VAMC Muskogee, OK",623,645,1,
19,"VAMC Muskogee, OK",623,679,6,
19,"VAMC Muskogee, OK",623,680,3,
19,"VAMC Muskogee, OK",623,681,6,
19,"VAMC Sheridan, WY",666,203,2,
19,"VAMC Sheridan, WY",666,679,8,
20,HCS Alaska (Anchorage),463,101,1,
20,HCS Alaska (Anchorage),463,102,1,
20,HCS Alaska (Anchorage),463,180,2,
20,HCS Alaska (Anchorage),463,185,1,
20,HCS Alaska (Anchorage),463,561,2,
20,HCS Alaska (Anchorage),463,602,2,
20,HCS Alaska (Anchorage),463,610,6,
20,HCS Alaska (Anchorage),463,620,2,
20,"HCS Portland, OR",648,180,6,
20,"HCS Portland, OR",648,185,5,
20,"HCS Portland, OR",648,201,1,
20,"HCS Portland, OR",648,301,2,
20,"HCS Portland, OR",648,601,4,
20,"HCS Portland, OR",648,602,19,
20,"HCS Portland, OR",648,605,3,
20,"HCS Portland, OR",648,610,30,
20,"HCS Portland, OR",648,620,7,
20,"HCS Portland, OR",648,633,1,
20,"HCS Portland, OR",648,640,9,
20,"HCS Portland, OR",648,649,1,
20,"HCS Portland, OR",648,660,5,
20,"HCS Portland, OR",648,662,2,
20,"HCS Portland, OR",648,665,2,
20,"HCS Portland, OR",648,679,29,
20,"HCS Portland, OR",648,680,1,
20,"HCS Portland, OR",648,681,1,
20,"HCS Portland, OR",648,7404,2,
20,"HCS Puget Sound, WA",663,180,14,
20,"HCS Puget Sound, WA",663,185,2,
20,"HCS Puget Sound, WA",663,301,4,
20,"HCS Puget Sound, WA",663,303,3,
20,"HCS Puget Sound, WA",663,602,30,
20,"HCS Puget Sound, WA",663,603,1,
20,"HCS Puget Sound, WA",663,605,1,
20,"HCS Puget Sound, WA",663,610,47,
20,"HCS Puget Sound, WA",663,620,22,
20,"HCS Puget Sound, WA",663,621,3,
20,"HCS Puget Sound, WA",663,622,1,
20,"HCS Puget Sound, WA",663,631,1,
20,"HCS Puget Sound, WA",663,633,4,
20,"HCS Puget Sound, WA",663,640,6,
20,"HCS Puget Sound, WA",663,662,5,
20,"HCS Puget Sound, WA",663,668,3,
20,"HCS Puget Sound, WA",663,679,44,
20,"HCS Puget Sound, WA",663,1715,1,
20,"HCS Roseburg, OR",653,102,1,
20,"HCS Roseburg, OR",653,180,4,
20,"HCS Roseburg, OR",653,185,12,
20,"HCS Roseburg, OR",653,303,1,
20,"HCS Roseburg, OR",653,341,1,
20,"HCS Roseburg, OR",653,602,7,
20,"HCS Roseburg, OR",653,610,16,
20,"HCS Roseburg, OR",653,620,5,
20,"HCS Roseburg, OR",653,621,2,
20,"HCS Roseburg, OR",653,631,2,
20,"HCS Roseburg, OR",653,679,12,
20,"HCS Roseburg, OR",653,2005,2,
20,"SORCC White City, OR",692,101,1,
20,"SORCC White City, OR",692,180,3,
20,"SORCC White City, OR",692,185,7,
20,"SORCC White City, OR",692,540,2,
20,"SORCC White City, OR",692,602,1,
20,"SORCC White City, OR",692,610,2,
20,"SORCC White City, OR",692,620,3,
20,"SORCC White City, OR",692,621,3,
20,"SORCC White City, OR",692,636,2,
20,"SORCC White City, OR",692,640,4,
20,"SORCC White City, OR",692,649,1,
20,"SORCC White City, OR",692,660,2,
20,"SORCC White City, OR",692,661,1,
20,"SORCC White City, OR",692,665,1,
20,"SORCC White City, OR",692,675,1,
20,"SORCC White City, OR",692,679,7,
20,"VAMC Boise,ID",531,180,4,
20,"VAMC Boise,ID",531,185,2,
20,"VAMC Boise,ID",531,601,2,
20,"VAMC Boise,ID",531,602,13,
20,"VAMC Boise,ID",531,603,1,
20,"VAMC Boise,ID",531,610,13,
20,"VAMC Boise,ID",531,620,6,
20,"VAMC Boise,ID",531,633,2,
20,"VAMC Boise,ID",531,640,1,
20,"VAMC Boise,ID",531,645,1,
20,"VAMC Boise,ID",531,647,2,
20,"VAMC Boise,ID",531,649,1,
20,"VAMC Boise,ID",531,660,2,
20,"VAMC Boise,ID",531,661,1,
20,"VAMC Boise,ID",531,662,2,
20,"VAMC Boise,ID",531,679,19,
20,"VAMC Boise,ID",531,682,1,
20,"VAMC Boise,ID",531,2005,1,
20,"VAMC Spokane, WA",668,101,2,
20,"VAMC Spokane, WA",668,102,2,
20,"VAMC Spokane, WA",668,180,2,
20,"VAMC Spokane, WA",668,185,2,
20,"VAMC Spokane, WA",668,301,3,
20,"VAMC Spokane, WA",668,601,2,
20,"VAMC Spokane, WA",668,602,4,
