Appts_Pending_1412,%_Appts_Over_30_Pending_1412,PC_Wait_Pending_1412,SC_Wait_Pending_1412,MH_Wait_Pending_1412,ID,ORGANIZATION,MAY-FY11,MAY-FY12,MAY-FY13,MAY-FY14,MAY-FY15,MAY-FY16,Appts_Pending_1610,%_Appts_Over_30_Pending_1610,PC_Wait_Pending_1610,SC_Wait_Pending_1610,MH_Wait_Pending_1610,Appts_Complete_1608,%_Appts_Over_30_Complete_1608,PC_Wait_Complete_1608,SC_Wait_Complete_1608,MH_Wait_Complete_1608,Station,Location,for_dups,Choice_Hires,Interim,Vacancy,%_Appts_Over_30_Complete_1409,Appts_Complete_1409,MH_Wait_Complete_1409,PC_Wait_Complete_1409,SC_Wait_Complete_1409,Physician_Turnover_FY11,Physician_Turnover_FY12,Physician_Turnover_FY13,Physician_Turnover_FY14,Physician_Turnover_FY15,Pending_Increase,Pending_Increase_%,Complete_Increase,Complete_Increase_%,Missing_Leadership,Staff_11_To_12_Increase,Staff_11_To_12_Increase_%,Staff_12_To_13_Increase,Staff_12_To_13_Increase_%,Staff_13_To_14_Increase,Staff_13_To_14_Increase_%,Staff_14_To_15_Increase,Staff_14_To_15_Increase_%,Staff_15_To_16_Increase,Staff_15_To_16_Increase_%,Staff_14_To_16_Increase,Staff_14_To_16_Increase_%,Choice_Increase_%,Choice_Staff_Dif,PC_Wait_Pending_Increase,PC_Wait_Pending_Increase_%,PC_Wait_Complete_Increase,PC_Wait_Complete_Increase_%,SC_Wait_Pending_Increase,SC_Wait_Pending_Increase_%,SC_Wait_Complete_Increase,SC_Wait_Complete_Increase_%,MH_Wait_Pending_Increase,MH_Wait_Pending_Increase_%,MH_Wait_Complete_Increase,MH_Wait_Complete_Increase_%,Staff_To_Appts_Pending_14,Staff_To_Appts_Pending_16,Staff_To_Appts_Complete_14,Staff_To_Appts_Complete_16
23145,2.77%,0.81,4.23,2.25,552da,(V10) (552) MC DAYTON OH,2020.0,1978.0,2085.0,2072.0,2162.0,2230.0,28155,5.89%,2.27,9.11,3.48,30436,0.027,1.51,6.84,2.82,552,"(V10) (552) Dayton, OH",552,60.0,2.0,0.0,0.0175,27992,1.3,0.8,3.56,0.0814,0.1199,0.1518,0.098,0.1177,5010,0.216461438756,2444,0.0873106601886,2.0,-42.0,-0.0212335692619,107.0,0.0513189448441,-13.0,-0.00627413127413,90.0,0.0416281221092,68.0,0.0304932735426,158.0,0.0708520179372,0.0289575289575,98.0,1.46,1.8024691358,0.71,0.8875,4.88,6.02469135802,3.28,0.921348314607,1.23,1.51851851852,1.52,1.16923076923,0.0895225750702,0.0792044041911,0.0740211488997,0.0732684978315
36642,8.88%,9.79,8.98,2.3,757co,(V10) (757) ACC COLUMBUS OH,886.0,924.0,944.0,1031.0,1093.0,1160.0,49569,12.23%,7.7,12.82,5.29,35347,0.0697,4.28,10.63,2.41,757,"(V10) (757) Columbus, OH",757,67.0,0.0,0.0,0.0382,32064,1.94,5.49,5.81,0.1461,0.1229,0.0996,0.0895,0.081,12927,0.352791878173,3283,0.102388972056,0.0,38.0,0.0411255411255,20.0,0.021186440678,87.0,0.0843840931135,62.0,0.0567246111619,67.0,0.0577586206897,129.0,0.111206896552,0.0649854510184,62.0,-2.09,-0.213483146067,-1.21,-0.220400728597,3.84,0.392236976507,4.82,0.829604130809,2.99,0.305413687436,0.47,0.242268041237,0.0281371104197,0.023401722851,0.0321544411178,0.0328174951198
50032,6.00%,5.2,6.25,2.83,506an,(V11) (506) HCS ANN ARBOR MI,2057.0,2190.0,2346.0,2447.0,2591.0,2626.0,62512,8.83%,5.76,11.8,3.66,41021,0.0636,6.06,9.57,2.6,506,"(V11) (506) Ann Arbor, MI",506,172.0,3.0,0.0,0.0341,38949,1.85,2.73,4.05,0.1267,0.1477,0.1321,0.107,0.1331,12480,0.249440358171,2072,0.0531977714447,3.0,133.0,0.0607305936073,156.0,0.0664961636829,101.0,0.0412750306498,144.0,0.0555769972983,35.0,0.0133282559025,179.0,0.0681645087586,0.0702901512056,7.0,0.56,0.107692307692,3.33,1.21978021978,5.55,1.06730769231,5.52,1.36296296296,0.83,0.159615384615,0.75,0.405405405405,0.048908698433,0.0420079344766,0.062825746489,0.0640159918091
21849,6.98%,3.53,8.86,1.45,515ba,(V11) (515) MC BATTLE CREEK MI,1279.0,1348.0,1381.0,1460.0,1538.0,1620.0,27859,4.80%,3.54,7.12,4.71,26457,0.0135,2.2,4.96,2.7,515,"(V11) (515) Battle Creek, MI",515,46.0,0.0,0.0,0.0271,26751,1.12,1.33,5.21,0.1134,0.1431,0.1064,0.1068,0.0871,6010,0.275069797245,-294,-0.0109902433554,0.0,69.0,0.0511869436202,33.0,0.0238957277335,79.0,0.0541095890411,78.0,0.0507152145644,82.0,0.0506172839506,160.0,0.0987654320988,0.0315068493151,114.0,0.01,0.0028328611898,0.87,0.654135338346,-1.74,-0.492917847025,-0.25,-0.0479846449136,3.26,0.923512747875,1.58,1.41071428571,0.0668222801959,0.0581499694892,0.0545773989757,0.0612314321352
16276,4.36%,4.69,3.22,3.86,550da,(V11) (550) MC DANVILLE IL,1420.0,1493.0,1541.0,1485.0,1508.0,1530.0,30362,5.29%,3.32,6.36,5.94,21689,0.0376,3.91,6.33,3.34,550,"(V11) (550) Danville, IL",550,27.0,0.0,1.0,0.0176,20654,1.71,1.74,3.03,0.0907,0.139,0.1081,0.1457,0.1008,14086,0.865446055542,1035,0.0501113585746,1.0,73.0,0.0488948425988,48.0,0.0311486048021,-56.0,-0.0377104377104,23.0,0.0152519893899,22.0,0.0143790849673,45.0,0.0294117647059,0.0181818181818,18.0,-1.37,-0.2921108742,2.17,1.24712643678,3.14,0.669509594883,3.3,1.08910891089,2.08,0.443496801706,1.63,0.953216374269,0.0912386335709,0.05039193729,0.071898905781,0.0705426714002
37203,1.96%,0.76,2.34,0.47,553de,(V11) (553) MC DETROIT MI,1782.0,1928.0,1946.0,1934.0,1987.0,1951.0,64268,8.75%,5.3,13.61,2.67,30369,0.0611,5.37,8.94,1.71,553,"(V11) (553) Detroit, MI",553,56.0,1.0,0.0,0.0043,31610,0.31,0.85,1.11,0.0951,0.0857,0.0834,0.1141,0.1274,27065,0.727495094482,-1241,-0.0392597279342,1.0,146.0,0.0757261410788,18.0,0.00924974306269,-12.0,-0.00620475698035,53.0,0.0266733769502,-36.0,-0.0184520758585,17.0,0.00871348026653,0.028955532575,-39.0,4.54,5.97368421053,4.52,5.31764705882,11.27,14.8289473684,7.83,7.05405405405,2.2,2.89473684211,1.4,4.51612903226,0.0519850549687,0.0303572539989,0.0611831698829,0.0642431426784
50167,4.52%,4.59,5.53,2.81,583in,(V11) (583) MC INDIANAPOLIS IN,2358.0,2427.0,2587.0,2653.0,2832.0,2976.0,61289,8.13%,3.84,7.43,8.14,45789,0.0449,2.64,6.22,4.3,583,"(V11) (583) Indianapolis, IN",583,118.0,2.0,0.0,0.0189,45402,2.95,1.73,3.57,0.0706,0.0735,0.0511,0.0733,0.0882,11122,0.221699523591,387,0.00852385357473,2.0,69.0,0.0284301606922,160.0,0.0618477000387,66.0,0.024877497173,179.0,0.0632062146893,144.0,0.0483870967742,323.0,0.108534946237,0.0444779494911,205.0,-0.75,-0.16339869281,0.91,0.526011560694,1.9,0.41394335512,2.65,0.742296918768,5.33,1.16122004357,1.35,0.457627118644,0.0528833695457,0.0485568372791,0.0584335491829,0.0649937757977
29524,6.04%,9.68,6.74,2.23,610no,(V11) (610) HCS MARION IN,1411.0,1422.0,1460.0,1456.0,1527.0,1651.0,37081,11.93%,7.12,16.89,2.48,31599,0.0403,4.77,10.35,1.5,610,"(V11) (610) Northern Indiana HCS, IN",610,57.0,0.0,2.0,0.0173,29900,1.8,3.41,4.07,0.1749,0.0574,0.1619,0.0651,0.1182,7557,0.255961251863,1699,0.0568227424749,2.0,11.0,0.00773558368495,38.0,0.0260273972603,-4.0,-0.00274725274725,71.0,0.0464963981663,124.0,0.0751059963658,195.0,0.11811023622,0.0391483516484,138.0,-2.56,-0.264462809917,1.36,0.398826979472,10.15,1.04855371901,6.28,1.542997543,0.25,0.025826446281,-0.3,-0.166666666667,0.0493158108657,0.0445241498341,0.0486956521739,0.0522484888762
24652,1.49%,0.65,3.1,1.28,655sa,(V11) (655) MC SAGINAW MI,870.0,910.0,976.0,1020.0,1034.0,1083.0,29081,8.07%,3.18,14.82,2.06,24362,0.0245,2.29,6.09,2.25,655,"(V11) (655) Saginaw, MI",655,34.0,1.0,1.0,0.0155,24707,1.41,0.3,3.78,0.1739,0.2025,0.0473,0.2657,0.0853,4429,0.179660879442,-345,-0.0139636540252,2.0,40.0,0.043956043956,66.0,0.0676229508197,44.0,0.043137254902,14.0,0.0135396518375,49.0,0.0452446906741,63.0,0.0581717451524,0.0333333333333,29.0,2.53,3.89230769231,1.99,6.63333333333,11.72,18.0307692308,2.31,0.611111111111,0.78,1.2,0.84,0.595744680851,0.0413759532695,0.037240810151,0.0412838466831,0.0444544782859
43992,6.75%,6.64,7.97,2.89,537je,,,,,,,,49366,6.45%,4.79,9.87,4.25,40641,0.0289,3.58,6.58,1.93,537) JESSE BROWN VAMC (CHICAGO,"(V12) (537) Jesse Brown VAMC (Chicago), IL",537je,,1.0,1.0,0.0361,39352,1.28,4.9,5.11,,,,,,5374,0.122158574286,1289,0.0327556413905,2.0,,,,,,,,,,,,,,,-1.85,-0.278614457831,-1.32,-0.269387755102,1.9,0.286144578313,1.47,0.287671232877,1.36,0.204819277108,0.65,0.5078125,,,,
14204,3.06%,2.66,5.07,4.57,556ca,(V12) (556) FHCC NORTH CHICAGO IL,1956.0,2049.0,2120.0,2125.0,2166.0,2115.0,19261,1.36%,2.46,3.94,2.74,31415,0.0022,2.4,2.23,1.49,556,(V12) (556) Captain James A Lovell FHCC,556,3.0,0.0,0.0,0.0044,29736,1.8,1.16,2.59,0.0794,0.05,0.0345,0.0683,0.0524,5057,0.356026471417,1679,0.0564635458703,0.0,93.0,0.0453879941435,71.0,0.0334905660377,5.0,0.00235294117647,41.0,0.0189289012004,-51.0,-0.0241134751773,-10.0,-0.00472813238771,0.00141176470588,-13.0,-0.2,-0.0751879699248,1.24,1.06896551724,-1.13,-0.424812030075,-0.36,-0.138996138996,-1.83,-0.687969924812,-0.31,-0.172222222222,0.149605744861,0.109807382794,0.0714622006995,0.0673245265001
49762,13.25%,10.14,13.24,8.77,578hi,(V12) (578) MC HINES IL,3242.0,3275.0,3364.0,3451.0,3552.0,3705.0,63048,8.93%,6.91,12.4,4.2,50706,0.0432,4.48,7.12,3.36,578,"(V12) (578) Hines, IL",578,186.0,2.0,1.0,0.0538,45087,4.65,5.29,6.03,0.0656,0.0579,0.0883,0.0812,0.0839,13286,0.266990876572,5619,0.124625723601,3.0,33.0,0.0100763358779,89.0,0.0264565992866,87.0,0.0252100840336,101.0,0.0284346846847,153.0,0.0412955465587,254.0,0.0685560053981,0.0538974210374,68.0,-3.23,-0.318540433925,-0.81,-0.153119092628,-0.84,-0.0828402366864,1.09,0.180762852405,-4.57,-0.450690335306,-1.29,-0.277419354839,0.069350106507,0.0587647506662,0.0765409097966,0.0730682759437
10720,5.68%,4.82,7.46,4.31,585ir,(V12) (585) MC IRON MOUNTAIN MI,604.0,613.0,634.0,655.0,667.0,657.0,12391,3.08%,4.25,6.07,3.22,11740,0.0044,1.96,3.11,1.19,585,"(V12) (585) Iron Mountain, MI",585,29.0,0.0,0.0,0.0255,11450,2.14,3.7,4.45,0.0783,0.1508,0.1247,0.2011,0.127,1671,0.155876865672,290,0.025327510917,0.0,9.0,0.0146818923328,21.0,0.0331230283912,21.0,0.0320610687023,12.0,0.0179910044978,-10.0,-0.0152207001522,2.0,0.00304414003044,0.0442748091603,-27.0,-0.57,-0.118257261411,-1.74,-0.47027027027,-1.39,-0.288381742739,-1.34,-0.301123595506,-1.09,-0.226141078838,-0.95,-0.443925233645,0.0611007462687,0.053022354935,0.0572052401747,0.0559625212947
30149,6.74%,8.1,6.85,2.13,607ma,(V12) (607) MC MADISON WI,1604.0,1675.0,1758.0,1834.0,1882.0,1962.0,33882,6.84%,5.67,9.29,2.06,28799,0.0416,3.91,7.74,1.36,607,"(V12) (607) Madison, WI",607,66.0,2.0,0.0,0.0172,26182,2.12,3.85,2.66,0.0976,0.0877,0.0544,0.1193,0.1195,3733,0.123818368768,2617,0.099954166985,2.0,71.0,0.0423880597015,83.0,0.047212741752,76.0,0.041439476554,48.0,0.0255047821467,80.0,0.0407747196738,128.0,0.0652395514781,0.0359869138495,62.0,-2.43,-0.3,0.06,0.0155844155844,2.44,0.301234567901,5.08,1.90977443609,-0.07,-0.00864197530864,-0.76,-0.358490566038,0.0608312050151,0.0579068531964,0.0700481246658,0.0681273655335
14364,2.12%,1.28,3.89,2.16,676to,(V12) (676) MC TOMAH WI,1016.0,1026.0,1066.0,1095.0,1085.0,1085.0,16480,4.36%,2.97,8.33,3.74,17199,0.0114,1.71,5.58,1.78,676,"(V12) (676) Tomah, WI",676,41.0,2.0,1.0,0.0117,17161,1.47,2.44,2.99,0.1858,0.1159,0.0887,0.0558,0.1735,2116,0.14731272626,38,0.00221432317464,3.0,10.0,0.00974658869396,40.0,0.0375234521576,29.0,0.0264840182648,-10.0,-0.00921658986175,0.0,0.0,-10.0,-0.00921658986175,0.0374429223744,-51.0,1.69,1.3203125,-0.73,-0.299180327869,4.44,3.46875,2.59,0.866220735786,1.58,1.234375,0.31,0.210884353741,0.0762322472849,0.0658373786408,0.0638074704271,0.0630850630851
55515,9.00%,1.25,10.45,4.55,695mi,(V12) (695) MC MILWAUKEE WI,3332.0,3466.0,3627.0,3740.0,3850.0,4029.0,68285,7.09%,9.73,7.83,6.33,59249,0.0387,5.67,6.95,4.08,695,"(V12) (695) Milwaukee, WI",695,96.0,1.0,1.0,0.0258,54663,1.79,0.83,4.6,0.0889,0.1093,0.1039,0.0853,0.0919,12770,0.230027920382,4586,0.0838958710645,2.0,134.0,0.0386612810156,161.0,0.0443893024538,113.0,0.0302139037433,110.0,0.0285714285714,179.0,0.0444278977414,289.0,0.0717299578059,0.0256684491979,193.0,8.48,6.784,4.84,5.8313253012,-2.62,-2.096,2.35,0.510869565217,1.78,1.424,2.29,1.27932960894,0.067369179501,0.0590027092334,0.0684192232406,0.0680011476987
43676,1.09%,1.95,2.84,1.31,589co,(V15) (589) HCS KANSAS CITY MO,5668.0,5513.0,5628.0,5783.0,6093.0,6343.0,44752,5.22%,2.53,9.56,5.03,26827,0.0272,1.84,6.66,2.0,589,"(V15) (589) Columbia, MO",589co,65.0,0.0,1.0,0.0127,24293,1.13,2.1,2.53,,,,,,1076,0.0246359556736,2534,0.104309883506,1.0,-155.0,-0.0281153636858,115.0,0.0204335465529,155.0,0.0268026975618,310.0,0.0508780567865,250.0,0.0394135267224,560.0,0.0882862998581,0.011239840913,495.0,0.58,0.297435897436,-0.26,-0.12380952381,6.72,3.44615384615,4.13,1.63241106719,3.72,1.90769230769,0.87,0.769911504425,0.132406813811,0.141736682159,0.238052113778,0.236440899094
33338,5.05%,5.44,6.33,3.96,589ka,,,,,,,,41042,3.45%,3.66,5.71,4.93,32097,0.0222,2.5,4.74,2.88,589,"(V15) (589) Kansas City, MO",589ka,143.0,2.0,0.0,0.0224,29310,1.25,1.49,3.55,0.0591,0.0822,0.059,0.0758,0.0988,7704,0.231087647729,2787,0.0950870010235,2.0,,,,,,,,,,,,,,,-1.78,-0.327205882353,1.01,0.677852348993,-0.62,-0.113970588235,1.19,0.335211267606,0.97,0.178308823529,1.63,1.304,,,,
34485,2.60%,3.12,4.47,1.01,589ea,,,,,,,,35463,4.92%,6.39,6.86,3.49,32295,0.0244,5.74,4.32,1.23,589,"(V15) (589) Eastern KS HCS, KS",589ea,76.0,0.0,2.0,0.0118,31391,0.71,1.17,2.65,,,,,,978,0.0283601565898,904,0.0287980631391,2.0,,,,,,,,,,,,,,,3.27,1.04807692308,4.57,3.90598290598,2.39,0.766025641026,1.67,0.630188679245,2.48,0.794871794872,0.52,0.732394366197,,,,
17720,5.33%,4.3,9.28,2.67,589wi,,,,,,,,20583,4.53%,2.89,8.89,1.13,19997,0.0179,1.51,5.15,0.99,589,"(V15) (589) Wichita, KS",589wi,58.0,0.0,1.0,0.0149,19135,1.77,2.07,4.01,,,,,,2863,0.161568848758,862,0.0450483407369,1.0,,,,,,,,,,,,,,,-1.41,-0.327906976744,-0.56,-0.270531400966,-0.39,-0.0906976744186,1.14,0.284289276808,-1.54,-0.358139534884,-0.78,-0.440677966102,,,,
21126,8.14%,4.64,11.12,4.17,657ma,,,,,,,,28290,8.70%,15.61,9.38,3.92,26110,0.0533,10.07,7.59,3.2,657,"(V15) (657) Marion, IL",657ma,31.0,1.0,0.0,0.0262,24741,3.47,2.43,5.22,,,,,,7164,0.339108207895,1369,0.0553332524959,1.0,,,,,,,,,,,,,,,10.97,2.36422413793,7.64,3.14403292181,-1.74,-0.375,2.37,0.454022988506,-0.25,-0.0538793103448,-0.27,-0.0778097982709,,,,
11284,7.83%,3.57,11.66,4.69,657po,,,,,,,,11472,3.20%,7.19,8.14,3.58,14244,0.013,2.95,5.64,2.82,657,"(V15) (657) Poplar Bluff, MO",657po,26.0,1.0,0.0,0.027,13346,1.81,2.0,6.58,,,,,,188,0.0166607585962,898,0.0672860782257,1.0,,,,,,,,,,,,,,,3.62,1.01400560224,0.95,0.475,-3.52,-0.985994397759,-0.94,-0.142857142857,-1.11,-0.310924369748,1.01,0.558011049724,,,,
54377,1.63%,3.57,5.52,4.04,657st,(V15) (657) HCS ST LOUIS MO,4436.0,4329.0,4441.0,4825.0,5076.0,5125.0,57175,7.44%,11.69,11.48,4.18,42257,0.0216,6.44,5.62,3.52,657,"(V15) (657) St. Louis, MO",657st,249.0,3.0,0.0,0.0156,41239,3.43,1.31,4.16,0.1197,0.1583,0.1369,0.0962,0.1224,2798,0.0514555786454,1018,0.0246853706443,3.0,-107.0,-0.024717024717,112.0,0.0252195451475,384.0,0.079585492228,251.0,0.0494483845548,49.0,0.00956097560976,300.0,0.0585365853659,0.0516062176166,51.0,8.12,2.27450980392,5.13,3.91603053435,5.96,1.66946778711,1.46,0.350961538462,0.14,0.0392156862745,0.09,0.0262390670554,0.0887323684646,0.089637079143,0.117000897209,0.121281681142
25904,8.46%,4.69,13.7,3.38,502al,(V16) (502) MC ALEXANDRIA LA,1229.0,1251.0,1298.0,1271.0,1297.0,1224.0,32722,7.55%,8.05,13.81,6.44,21473,0.0393,8.09,6.31,3.99,502,"(V16) (502) Alexandria, LA",502,47.0,1.0,0.0,0.0244,21739,2.09,2.15,4.77,0.1049,0.139,0.0936,0.2061,0.1146,6818,0.263202594194,-266,-0.0122360734164,1.0,22.0,0.017585931255,47.0,0.0362095531587,-27.0,-0.021243115657,26.0,0.0200462606014,-73.0,-0.0596405228758,-47.0,-0.0383986928105,0.0369787568843,-94.0,3.36,0.716417910448,5.94,2.76279069767,0.11,0.0234541577825,1.54,0.32285115304,3.06,0.652452025586,1.9,0.909090909091,0.0490657813465,0.0374060265265,0.0584663507981,0.0570018162343
49790,16.61%,14.8,17.25,10.91,520gu,(V16) (520) MC BILOXI MS,1817.0,1924.0,2125.0,2172.0,2289.0,2235.0,47039,8.35%,11.75,7.64,12.39,52969,0.026,5.54,4.92,5.42,520,"(V16) (520) Gulf Coast HCS, MS",520,84.0,1.0,0.0,0.0501,49730,4.37,8.2,6.35,0.0971,0.0873,0.0396,0.0926,0.1239,-2751,-0.0552520586463,3239,0.0651317112407,1.0,107.0,0.0556133056133,201.0,0.0945882352941,47.0,0.0216390423573,117.0,0.0511140235911,-54.0,-0.0241610738255,63.0,0.0281879194631,0.0386740331492,-21.0,-3.05,-0.206081081081,-2.66,-0.324390243902,-9.61,-0.649324324324,-1.43,-0.225196850394,1.48,0.1,1.05,0.240274599542,0.0436232175136,0.0475137651736,0.0436758495878,0.0421944911174
35151,7.72%,2.86,10.02,6.95,564fa,(V16) (564) MC FAYETTEVILLE AR,1252.0,1252.0,1413.0,1482.0,1507.0,1449.0,49205,3.10%,2.47,5.29,2.31,35956,0.0197,2.33,5.16,1.94,564,"(V16) (564) Fayetteville, AR",564,53.0,1.0,0.0,0.0307,32228,3.63,2.26,5.25,0.0829,0.1069,0.0848,0.1097,0.0926,14054,0.399817928366,3728,0.115675809855,1.0,0.0,0.0,161.0,0.113941967445,69.0,0.0465587044534,25.0,0.0165892501659,-58.0,-0.040027605245,-33.0,-0.0227743271222,0.0357624831309,-86.0,-0.39,-0.136363636364,0.07,0.0309734513274,-4.73,-1.65384615385,-0.09,-0.0171428571429,-4.64,-1.62237762238,-1.69,-0.465564738292,0.0421609627038,0.0294482268062,0.0459848578876,0.0402992546446
97792,8.89%,12.43,6.09,5.12,580ho,(V16) (580) MC HOUSTON TX,3779.0,3905.0,4180.0,4547.0,4723.0,4840.0,100308,3.55%,4.73,5.36,2.8,84275,0.0135,3.06,3.58,2.17,580,"(V16) (580) Houston, TX",580,187.0,0.0,1.0,0.0267,75486,1.93,4.02,2.81,0.0559,0.0619,0.0798,0.0771,0.0717,2516,0.0257280759162,8789,0.116432186101,1.0,126.0,0.0322663252241,275.0,0.0657894736842,367.0,0.0807125577304,176.0,0.0372644505611,117.0,0.024173553719,293.0,0.0605371900826,0.0411260171542,106.0,-7.7,-0.619469026549,-0.96,-0.238805970149,-0.73,-0.0587288817377,0.77,0.274021352313,-2.32,-0.186645213194,0.24,0.124352331606,0.0464966459424,0.0482513857319,0.0602363352145,0.0574310293681
37993,3.56%,6.03,3.86,1.09,586ja,(V16) (586) MC JACKSON MS,2013.0,2087.0,2141.0,2173.0,2074.0,1949.0,40552,7.92%,12.71,10.28,0.7,31538,0.0211,4.64,4.46,0.34,586,"(V16) (586) Jackson, MS",586,95.0,2.0,0.0,0.0158,30605,0.94,2.68,3.08,0.1286,0.0284,0.0872,0.0747,0.0454,2559,0.0673545126734,933,0.0304852148342,2.0,74.0,0.0354575946334,54.0,0.0252218589444,32.0,0.0147261849977,-99.0,-0.0477338476374,-125.0,-0.064135454079,-224.0,-0.11493073371,0.0437183617119,-319.0,6.68,1.10779436153,1.96,0.731343283582,6.42,1.06467661692,1.38,0.448051948052,-0.39,-0.0646766169154,-0.6,-0.63829787234,0.0571947464007,0.0480617478793,0.071001470348,0.0617984653434
61736,4.26%,8.37,3.47,7.66,598li,(V16) (598) MC LITTLE ROCK AR,3167.0,3170.0,3343.0,3316.0,3376.0,3461.0,86468,3.82%,5.14,7.71,3.28,49671,0.0354,4.81,7.09,2.28,598,"(V16) (598) Little Rock, AR",598,96.0,1.0,2.0,0.0219,44841,4.4,4.55,2.53,0.1034,0.099,0.0799,0.0926,0.0828,24732,0.400609044966,4830,0.107713922526,3.0,3.0,0.000946372239748,173.0,0.0517499252169,-27.0,-0.00814234016888,60.0,0.0177725118483,85.0,0.0245593759029,145.0,0.041895405952,0.0289505428227,49.0,-3.23,-0.385902031063,0.26,0.0571428571429,4.24,0.506571087216,4.56,1.8023715415,-4.38,-0.523297491039,-2.12,-0.481818181818,0.0537125826098,0.0400263681362,0.0739501795232,0.0696784844275
21717,2.44%,3.41,5.79,2.47,623mu,(V16) (623) MC MUSKOGEE OK,1168.0,1150.0,1206.0,1257.0,1314.0,1318.0,31346,7.37%,6.19,11.74,2.92,24452,0.049,4.21,7.01,5.2,623,"(V16) (623) Muskogee, OK",623,60.0,0.0,0.0,0.0195,24501,2.95,2.62,3.22,0.1107,0.1751,0.0215,0.1683,0.0704,9629,0.443385366303,-49,-0.00199991837068,0.0,-18.0,-0.015652173913,56.0,0.0464344941957,51.0,0.0405727923628,57.0,0.0433789954338,4.0,0.00303490136571,61.0,0.046282245827,0.0477326968974,1.0,2.78,0.815249266862,1.59,0.606870229008,5.95,1.74486803519,3.79,1.17701863354,0.45,0.131964809384,2.25,0.762711864407,0.0578809227794,0.0420468321317,0.051304028407,0.0539015213479
40370,13.02%,11.77,15.29,5.4,629ne,(V16) (629) MC NEW ORLEANS LA,1217.0,1255.0,1311.0,1350.0,1442.0,1668.0,43797,5.82%,6.51,10.34,5.4,39124,0.0287,5.05,6.73,2.32,629,"(V16) (629) New Orleans, LA",629,128.0,0.0,0.0,0.0452,35431,4.11,7.01,7.34,0.133,0.1117,0.1152,0.0762,0.0842,3427,0.0848897696309,3693,0.104230758375,0.0,38.0,0.0302788844622,56.0,0.0427154843631,39.0,0.0288888888889,92.0,0.0638002773925,226.0,0.135491606715,318.0,0.190647482014,0.0948148148148,190.0,-5.26,-0.446898895497,-1.96,-0.279600570613,-4.95,-0.420560747664,-0.61,-0.08310626703,0.0,0.0,-1.79,-0.435523114355,0.0334406737676,0.0380848003288,0.0381022268635,0.0426336775381
33283,4.10%,4.41,6.79,3.01,635ok,(V16) (635) MC OKLAHOMA CITY OK,1878.0,1894.0,1977.0,2095.0,2218.0,2349.0,54169,5.35%,2.43,9.62,2.61,45536,0.0312,2.99,7.75,1.82,635,"(V16) (635) Oklahoma City, OK",635,133.0,0.0,1.0,0.0198,39768,1.05,2.65,4.57,0.1278,0.1176,0.1104,0.1191,0.0985,20886,0.627527566626,5768,0.145041239187,1.0,16.0,0.00844772967265,83.0,0.0419828022256,118.0,0.0563245823389,123.0,0.0554553651939,131.0,0.0557684120903,254.0,0.108131119625,0.0634844868735,121.0,-1.98,-0.448979591837,0.34,0.128301886792,2.83,0.641723356009,3.18,0.695842450766,-0.4,-0.0907029478458,0.77,0.733333333333,0.062945047021,0.0433642858461,0.0526805471736,0.0515855586788
35854,2.38%,4.82,3.71,3.49,667sh,(V16) (667) MC SHREVEPORT LA,1442.0,1439.0,1472.0,1516.0,1539.0,1455.0,46476,5.53%,6.9,7.72,2.47,24103,0.0239,5.27,4.0,2.46,667,"(V16) (667) Shreveport, LA",667,64.0,1.0,0.0,0.0176,25728,2.61,4.66,1.78,0.0568,0.0478,0.1082,0.0695,0.104,10622,0.29625704245,-1625,-0.0631607587065,1.0,-3.0,-0.00208478109798,33.0,0.0224184782609,44.0,0.0290237467018,23.0,0.0149447693307,-84.0,-0.0577319587629,-61.0,-0.0419243986254,0.0422163588391,-125.0,2.08,0.43153526971,0.61,0.130901287554,4.01,0.831950207469,2.22,1.24719101124,-1.02,-0.211618257261,-0.15,-0.0574712643678,0.0422825905059,0.0313064807643,0.0589241293532,0.0603659295523
83453,4.10%,5.28,4.79,3.11,549da,(V17) (549) HCS DALLAS TX,4317.0,4409.0,4654.0,4771.0,4768.0,5236.0,108704,2.71%,7.0,3.81,2.46,84521,0.0146,4.68,3.03,1.34,549,"(V17) (549) Dallas, TX",549,298.0,0.0,2.0,0.02,80600,2.44,3.37,3.17,0.1051,0.088,0.0784,0.0712,0.0487,25251,0.302577498712,3921,0.0486476426799,2.0,92.0,0.0208664096167,245.0,0.0526428878384,117.0,0.0245231607629,-3.0,-0.000629194630872,468.0,0.0893812070283,465.0,0.088808250573,0.0624607000629,167.0,1.72,0.325757575758,1.31,0.388724035608,-0.98,-0.185606060606,-0.14,-0.0441640378549,-0.65,-0.123106060606,-1.1,-0.450819672131,0.0571699040178,0.0481675007359,0.0591935483871,0.0619491014068
