station_id,facility_id,name,visn_id,ref_date,main_facility,tot_appts,appts_under_7,appts_under_14,appts_under_30,appts_under_60,appts_under_90,appts_under_120,appts_over_120,pc_avg_wait,sc_avg_wait,mh_avg_wait
528A7,528GM,donald j mitchell vaopc,02,2016-08-01,0,3716,3019,236,286,154,21,0,0,7.00,7.26,3.94
528A7,528GN,binghamton,02,2016-08-01,0,2092,1811,160,87,32,1,0,1,2.90,5.74,0.91
528A7,528GO,watertown,02,2016-08-01,0,2069,1602,217,158,73,17,1,1,6.50,4.41,7.71
528A7,528GP,oswego,02,2016-08-01,0,641,520,59,59,3,0,0,0,4.30,6.03,2.00
528A7,528MA,watertown des,02,2016-08-01,0,101,101,0,0,0,0,0,0,,0.00,
528A7,528QN,watertown 2,02,2016-08-01,0,36,35,1,0,0,0,0,0,,0.00,1.21
526,99999,"bronx, ny",03,2016-08-01,0,25620,23070,1305,1109,114,20,2,0,4.91,2.91,1.23
526,526,james j. peters vamc,03,2016-08-01,1,24834,22397,1238,1067,110,20,2,0,5.30,2.92,0.99
526,526GA,white plains,03,2016-08-01,0,401,314,48,38,1,0,0,0,4.35,0.00,7.50
526,526GB,yonkers,03,2016-08-01,0,269,258,9,0,2,0,0,0,0.94,0.00,1.04
526,526GD,thomas p. noonanjr. va opc,03,2016-08-01,0,116,101,10,4,1,0,0,0,3.01,0.00,0.00
561,99999,"new jersey hcs, nj",03,2016-08-01,0,43517,39279,1613,1669,826,108,17,5,0.93,4.84,0.88
561,561,east orange vamc,03,2016-08-01,1,22993,20295,993,1081,543,69,7,5,0.96,5.13,1.56
561,561A4,"new jersey hcs, nj -lyons campus",03,2016-08-01,0,8046,7304,227,303,178,25,9,0,0.09,5.13,0.20
561,561BY,newark,03,2016-08-01,0,480,479,0,1,0,0,0,0,,,
561,561BZ,brick,03,2016-08-01,0,6047,5422,310,211,91,13,0,0,2.14,3.78,0.75
561,561GA,hamilton,03,2016-08-01,0,548,539,5,3,1,0,0,0,0.25,2.00,0.93
561,561GB,elizabeth,03,2016-08-01,0,297,294,1,2,0,0,0,0,0.03,5.00,0.37
561,561GD,hackensack,03,2016-08-01,0,2127,2114,7,5,1,0,0,0,0.12,0.58,0.02
561,561GE,jersey city,03,2016-08-01,0,327,323,2,0,2,0,0,0,0.06,9.89,0.30
561,561GF,piscataway,03,2016-08-01,0,640,628,4,7,1,0,0,0,0.57,0.00,0.97
561,561GH,morristown,03,2016-08-01,0,511,467,22,18,3,1,0,0,1.76,0.00,3.48
561,561GI,tinton falls,03,2016-08-01,0,1125,1043,40,36,5,0,1,0,1.81,1.64,1.70
561,561GJ,paterson,03,2016-08-01,0,376,371,2,2,1,0,0,0,0.17,0.00,0.58
620,99999,"va hudson valley hcs, ny",03,2016-08-01,0,25943,23834,1254,807,48,0,0,0,1.73,2.82,1.93
620,620,franklin delanoroosevelt hospital,03,2016-08-01,1,7585,7243,225,117,0,0,0,0,1.27,1.58,1.78
620,620A4,castle point vamc,03,2016-08-01,0,10997,9958,613,418,8,0,0,0,1.76,2.72,0.60
620,620BU,vadom montrose,03,2016-08-01,0,1455,1451,3,1,0,0,0,0,,,
620,620GA,new city,03,2016-08-01,0,1468,1370,64,30,4,0,0,0,1.51,3.00,2.09
620,620GB,carmel,03,2016-08-01,0,673,618,34,21,0,0,0,0,0.65,3.97,1.78
620,620GD,goshen,03,2016-08-01,0,1338,1062,152,98,26,0,0,0,3.07,6.92,6.17
620,620GE,port jervis,03,2016-08-01,0,1087,930,95,56,6,0,0,0,2.66,3.97,4.15
620,620GF,monticello,03,2016-08-01,0,545,490,27,24,4,0,0,0,0.40,4.66,5.77
620,620GG,poughkeepsie,03,2016-08-01,0,507,469,15,23,0,0,0,0,1.04,5.22,1.74
620,620GH,eastern dutchess,03,2016-08-01,0,215,181,18,16,0,0,0,0,2.78,7.59,4.81
620,620MA,ides west point,03,2016-08-01,0,7,7,0,0,0,0,0,0,,0.00,0.00
620,620QA,montrose 1 va mobileclinic,03,2016-08-01,0,12,12,0,0,0,0,0,0,,,
620,620QB,montrose 2 va mobileclinic,03,2016-08-01,0,54,43,8,3,0,0,0,0,,3.07,
630,99999,"new york harbor hcs, ny",03,2016-08-01,0,47991,45336,1203,1129,301,19,3,0,2.06,1.55,1.08
630,630,manhattan vamc,03,2016-08-01,1,22356,20965,530,661,191,9,0,0,2.19,1.89,1.06
630,630A4,new york harborhcs-brooklyn campus,03,2016-08-01,0,21294,20160,602,421,99,9,3,0,2.66,1.25,1.17
630,630A5,st. albans vamc,03,2016-08-01,0,3122,3041,38,33,9,1,0,0,0.46,0.95,0.61
630,630GA,harlem cboc,03,2016-08-01,0,159,158,1,0,0,0,0,0,0.17,,0.00
630,630GB,staten island cboc,03,2016-08-01,0,1060,1012,32,14,2,0,0,0,1.08,1.26,0.92
632,99999,"northport, ny",03,2016-08-01,0,30039,26399,1702,1355,530,50,3,0,5.45,4.08,1.53
632,632,northport vamc,03,2016-08-01,1,25665,22776,1309,1075,456,48,1,0,6.22,3.97,1.07
632,632BU,northport vadom,03,2016-08-01,0,234,234,0,0,0,0,0,0,,,
632,632GA,east meadow,03,2016-08-01,0,1417,1219,119,76,3,0,0,0,3.47,5.67,1.49
632,632HA,valley stream,03,2016-08-01,0,412,339,48,24,1,0,0,0,4.74,0.00,2.90
632,632HB,riverhead,03,2016-08-01,0,783,635,75,61,12,0,0,0,5.22,4.58,3.38
632,632HC,bay shore,03,2016-08-01,0,391,347,19,16,9,0,0,0,5.80,,0.64
632,632HD,patchoque,03,2016-08-01,0,899,700,115,59,23,0,2,0,5.59,5.60,5.30
632,632HE,mt. sinai,03,2016-08-01,0,5,2,0,1,2,0,0,0,17.80,,
632,632QA,northport 1 va mobileclinic,03,2016-08-01,0,184,141,14,19,9,1,0,0,,5.99,
632,632QB,northport 2 va mobileclinic,03,2016-08-01,0,49,6,3,24,15,1,0,0,,24.84,
460,99999,"wilmington, de",04,2016-08-01,0,16633,12592,1468,1755,538,137,107,36,4.84,8.58,10.25
460,460,wilmington vamc,04,2016-08-01,1,11738,8968,959,1218,365,99,97,32,4.27,8.65,10.86
460,460GA,sussex county,04,2016-08-01,0,1196,945,106,99,39,7,0,0,4.49,4.41,11.10
460,460GC,kent county,04,2016-08-01,0,1425,967,185,165,80,17,7,4,6.70,4.76,13.64
460,460GD,cape may uscg,04,2016-08-01,0,364,267,30,40,24,3,0,0,11.42,6.65,2.16
460,460HE,atlantic county,04,2016-08-01,0,1030,834,78,88,16,11,3,0,2.53,16.66,5.66
460,460HG,cumberland county,04,2016-08-01,0,790,545,100,131,14,0,0,0,6.40,9.22,4.04
460,460HK,wilmington va mobileclinic,04,2016-08-01,0,62,62,0,0,0,0,0,0,0.00,,
460,460MA,ides dover afb,04,2016-08-01,0,28,4,10,14,0,0,0,0,,12.13,22.75
503,99999,"altoona, pa",04,2016-08-01,0,14544,12729,891,905,19,0,0,0,4.20,4.48,1.28
503,503,james e. van zandtvamc,04,2016-08-01,1,9239,8126,550,544,19,0,0,0,4.17,4.09,1.50
503,503GA,johnstown,04,2016-08-01,0,1606,1416,83,107,0,0,0,0,4.11,8.23,1.10
503,503GB,dubois (clearfield),04,2016-08-01,0,1682,1440,113,129,0,0,0,0,5.23,5.89,0.92
503,503GC,state college (centrecounty),04,2016-08-01,0,1306,1068,117,121,0,0,0,0,4.52,6.15,1.12
503,503GD,huntingdon county,04,2016-08-01,0,322,312,9,1,0,0,0,0,3.02,1.00,0.58
503,503GE,indiana county,04,2016-08-01,0,389,367,19,3,0,0,0,0,1.98,0.00,0.33
529,99999,"butler, pa",04,2016-08-01,0,10009,9389,306,250,39,16,3,6,2.17,1.59,1.53
529,529,butler vamc,04,2016-08-01,1,7213,6725,265,217,6,0,0,0,0.92,1.73,1.70
529,529GA,michael a. marzanova opc,04,2016-08-01,0,889,878,6,5,0,0,0,0,0.13,0.40,0.84
529,529GB,lawrence county,04,2016-08-01,0,418,413,2,3,0,0,0,0,0.10,0.60,0.03
529,529GC,armstrong county,04,2016-08-01,0,510,453,5,9,21,14,2,6,10.48,1.05,1.11
529,529GD,clarion county,04,2016-08-01,0,337,328,5,3,0,1,0,0,1.06,0.96,0.00
529,529GF,cranberry township,04,2016-08-01,0,642,592,23,13,12,1,1,0,3.16,1.04,0.09
540,99999,"clarksburg, wv",04,2016-08-01,0,17909,14969,1165,1227,455,71,12,10,4.70,5.72,2.57
540,540,louis a johnson vamc,04,2016-08-01,1,14673,12204,928,1033,418,68,12,10,5.20,5.71,2.51
540,540BU,clarksburg vadom,04,2016-08-01,0,1,1,0,0,0,0,0,0,,,
540,540GA,tucker county,04,2016-08-01,0,268,187,43,35,3,0,0,0,6.57,5.75,5.41
540,540GB,wood countyveterans center,04,2016-08-01,0,1278,1145,61,54,17,1,0,0,3.12,2.29,1.63
540,540GC,braxton county,04,2016-08-01,0,632,557,43,25,7,0,0,0,3.05,10.16,0.18
540,540GD,monongalia county,04,2016-08-01,0,1025,861,89,68,5,2,0,0,4.51,0.00,3.66
540,540HK,clarksburg va mobileclinic,04,2016-08-01,0,32,14,1,12,5,0,0,0,14.48,,
542,99999,"coatesville, pa",04,2016-08-01,0,16982,15816,541,487,123,11,1,3,1.23,3.77,3.45
542,542,coatesville vamc,04,2016-08-01,1,14964,13880,496,455,118,11,1,3,1.11,3.79,3.99
542,542BU,vadom coatesville,04,2016-08-01,0,555,552,3,0,0,0,0,0,,,0.02
542,542GA,springfield,04,2016-08-01,0,939,880,29,26,4,0,0,0,1.88,0.00,1.97
542,542GE,spring city,04,2016-08-01,0,524,504,13,6,1,0,0,0,0.87,0.00,1.20
562,99999,"erie, pa",04,2016-08-01,0,16117,14243,731,843,242,42,12,4,5.74,4.65,1.01
562,562,erie vamc,04,2016-08-01,1,12387,11033,497,629,174,39,11,4,6.97,4.51,0.91
562,562GA,crawford county,04,2016-08-01,0,824,653,64,79,26,2,0,0,7.45,10.04,1.15
562,562GB,ashtabula county,04,2016-08-01,0,999,812,71,82,34,0,0,0,6.48,0.08,1.06
562,562GC,mckean county,04,2016-08-01,0,293,258,19,14,2,0,0,0,3.49,0.55,0.29
562,562GD,venango county,04,2016-08-01,0,918,856,38,17,5,1,1,0,1.47,9.56,3.02
562,562GE,warren,04,2016-08-01,0,696,631,42,22,1,0,0,0,3.22,0.10,0.23
595,99999,"lebanon, pa",04,2016-08-01,0,29042,24658,1738,1776,666,157,13,34,3.29,6.09,2.50
595,595,lebanon vamc,04,2016-08-01,1,20351,17256,1134,1263,517,137,10,34,3.07,6.16,1.70
595,595GA,camp hill,04,2016-08-01,0,3164,2622,256,208,63,15,0,0,3.62,6.18,4.73
595,595GC,lancaster,04,2016-08-01,0,1396,1268,64,51,11,0,2,0,2.04,5.58,1.49
595,595GD,berks county,04,2016-08-01,0,1196,1008,93,80,13,2,0,0,3.31,8.50,3.92
595,595GE,york,04,2016-08-01,0,2579,2240,139,138,59,2,1,0,3.55,5.00,1.46
595,595GF,pottsville,04,2016-08-01,0,356,264,52,36,3,1,0,0,6.16,,3.16
642,99999,"philadelphia, pa",04,2016-08-01,0,38817,33953,1893,2116,612,146,67,30,3.74,4.08,2.54
642,642,corporal m. j. crescenzvamc,04,2016-08-01,1,32612,28686,1514,1755,486,97,44,30,3.58,3.72,2.60
642,642GA,burlington county vaclinic,04,2016-08-01,0,1377,1214,65,74,18,5,1,0,4.57,2.48,1.05
642,642GC,victor j. saracini vaopc,04,2016-08-01,0,2245,1780,196,189,59,10,11,0,4.70,9.43,4.22
642,642GD,gloucester county,04,2016-08-01,0,2583,2273,118,98,49,34,11,0,2.86,10.89,1.92
646,99999,"pittsburgh, pa",04,2016-08-01,0,39356,31664,3057,3423,1073,111,27,1,5.06,6.81,1.06
646,646,pittsburgh vamcuniversity dr,04,2016-08-01,1,25020,19280,2073,2617,928,96,25,1,6.84,8.09,0.82
646,646A4,h. john heinz iiivamc,04,2016-08-01,0,7886,6835,506,435,97,11,2,0,5.74,3.28,1.39
646,646GA,belmont county,04,2016-08-01,0,1059,897,69,69,21,3,0,0,4.32,4.67,1.25
646,646GB,westmoreland county,04,2016-08-01,0,1828,1529,173,122,4,0,0,0,3.59,3.08,1.26
646,646GC,beaver county,04,2016-08-01,0,1159,961,114,77,7,0,0,0,4.36,3.50,3.16
646,646GD,washington county,04,2016-08-01,0,1244,1089,68,76,10,1,0,0,4.03,2.45,1.09
646,646GE,fayette county,04,2016-08-01,0,1160,1073,54,27,6,0,0,0,1.40,4.66,0.60
693,99999,"wilkes-barre, pa",04,2016-08-01,0,26602,23513,1233,1317,395,105,21,18,1.86,3.97,6.13
693,693,wilkes-barre vamc,04,2016-08-01,1,19368,17116,875,1023,269,68,9,8,1.45,4.10,4.36
693,693B4,allentown,04,2016-08-01,0,4426,3809,266,211,93,27,10,10,3.32,4.39,10.33
693,693GA,sayre,04,2016-08-01,0,993,927,40,11,14,0,1,0,1.38,1.63,1.10
693,693GB,williamsport,04,2016-08-01,0,1089,974,28,61,15,10,1,0,1.07,0.15,9.22
693,693GC,tobyhanna,04,2016-08-01,0,100,89,8,3,0,0,0,0,2.34,,0.00
693,693GF,columbia county,04,2016-08-01,0,317,306,4,4,3,0,0,0,0.00,,3.64
693,693GG,northampton county,04,2016-08-01,0,309,292,12,4,1,0,0,0,1.78,0.26,6.09
512,99999,"baltimore hcs, md",05,2016-08-01,0,47872,41148,2867,2552,954,262,82,7,3.72,6.35,1.80
512,512,baltimore va medicalcenter,05,2016-08-01,1,29465,24984,1806,1709,724,201,35,6,4.63,6.36,0.60
512,512A5,perry point,05,2016-08-01,0,8030,7531,329,152,12,6,0,0,2.05,2.42,1.34
512,512GA,cambridge,05,2016-08-01,0,2441,2159,105,91,33,6,46,1,1.80,15.16,4.94
512,512GC,glen burnie,05,2016-08-01,0,1951,1407,176,222,120,26,0,0,5.12,16.59,8.94
512,512GD,loch raven,05,2016-08-01,0,3377,2935,184,188,47,22,1,0,3.09,6.03,1.32
512,512GE,pocomoke city,05,2016-08-01,0,589,508,48,29,3,1,0,0,2.58,,8.68
512,512GF,fort howard,05,2016-08-01,0,642,552,46,41,3,0,0,0,4.78,11.38,0.95
512,512GG,fort meade,05,2016-08-01,0,1377,1072,173,120,12,0,0,0,5.08,4.68,4.57
613,99999,"martinsburg, wv",05,2016-08-01,0,35044,29500,2101,2028,1102,197,42,74,4.73,7.51,4.97
613,613,martinsburg va medicalcenter,05,2016-08-01,1,25772,21791,1388,1393,944,152,38,66,4.13,7.90,3.86
613,613BU,vadom martinsburg,05,2016-08-01,0,723,680,30,13,0,0,0,0,,0.02,4.22
613,613GA,cumberland,05,2016-08-01,0,1365,1049,140,125,37,7,2,5,6.45,5.23,9.63
613,613GB,hagerstown,05,2016-08-01,0,1390,1131,131,101,25,1,0,1,5.26,6.00,5.54
613,613GC,stephens city,05,2016-08-01,0,2025,1732,129,120,35,6,2,1,3.82,5.14,8.20
613,613GD,franklin,05,2016-08-01,0,92,85,4,2,1,0,0,0,3.37,,0.62
613,613GE,petersburg,05,2016-08-01,0,405,344,25,34,2,0,0,0,4.96,2.77,0.44
613,613GF,harrisonburg,05,2016-08-01,0,1373,1115,122,104,25,7,0,0,5.86,0.86,6.99
613,613GG,fort detrick,05,2016-08-01,0,1899,1573,132,136,33,24,0,1,4.54,5.35,7.53
688,99999,"washington, dc",05,2016-08-01,0,48333,43751,2066,2125,351,37,3,0,3.08,2.54,2.31
688,688,washington va medicalcenter,05,2016-08-01,1,41762,38048,1644,1763,281,23,3,0,3.41,2.44,1.96
688,688DV,charlotte hall stateveterans home,05,2016-08-01,0,3,2,0,1,0,0,0,0,,,6.00
688,688GA,fort belvoir,05,2016-08-01,0,2575,2091,248,186,37,13,0,0,3.25,6.53,3.84
688,688GB,southeast washington,05,2016-08-01,0,347,337,6,4,0,0,0,0,0.87,0.25,0.48
688,688GD,charlotte hall,05,2016-08-01,0,1436,1168,127,120,21,0,0,0,3.55,3.77,9.28
688,688GE,southern princegeorges county,05,2016-08-01,0,2210,2105,41,51,12,1,0,0,1.54,3.07,0.54
517,99999,"beckley, wv",06,2016-08-01,0,12890,10811,789,985,222,58,23,2,4.24,6.70,2.87
517,517,beckley vamc,06,2016-08-01,1,12210,10279,699,944,207,56,23,2,4.09,6.79,2.87
517,517GB,greenbrier county,06,2016-08-01,0,480,429,37,13,1,0,0,0,2.62,0.19,2.75
517,517QA,princeton,06,2016-08-01,0,200,103,53,28,14,2,0,0,8.73,14.87,
558,99999,"durham, nc",06,2016-08-01,0,51307,39894,3738,4184,2126,1099,210,56,5.90,10.89,3.84
558,558,durham vamc,06,2016-08-01,1,34562,27139,2582,2721,1438,539,106,37,4.74,9.04,2.63
558,558GA,greenville,06,2016-08-01,0,9512,6777,634,900,544,536,102,19,8.34,19.45,4.66
558,558GB,raleigh,06,2016-08-01,0,5549,4547,440,447,101,13,1,0,6.23,5.63,4.66
558,558GC,morehead city,06,2016-08-01,0,1684,1431,82,116,43,11,1,0,4.51,2.11,4.57
565,99999,"fayetteville, nc",06,2016-08-01,0,43304,32925,3040,3341,2414,891,434,259,6.90,17.76,4.69
565,565,fayetteville vamc,06,2016-08-01,1,11609,9672,491,652,369,186,157,82,0.22,16.71,4.13
565,565GA,jacksonville va clinic,06,2016-08-01,0,2505,1962,286,185,66,4,2,0,5.54,10.64,6.26
565,565GC,wilmington,06,2016-08-01,0,7318,5336,581,686,385,222,44,64,7.02,17.05,6.01
565,565GD,hamlet,06,2016-08-01,0,742,583,49,59,46,4,0,1,10.10,35.50,3.48
565,565GE,robeson county,06,2016-08-01,0,1021,937,41,27,13,3,0,0,1.42,30.60,3.05
565,565GF,goldsboro,06,2016-08-01,0,1036,873,57,70,34,2,0,0,6.20,15.17,2.24
565,565GG,lee county,06,2016-08-01,0,740,575,77,78,9,1,0,0,5.22,7.00,3.20
565,565GL,cumberland county,06,2016-08-01,0,17941,12806,1367,1497,1460,468,231,112,7.76,18.90,3.25
565,565MB,ides fort bragg,06,2016-08-01,0,145,71,41,33,0,0,0,0,,8.97,
565,565MD,ides camp lejeune,06,2016-08-01,0,247,110,50,54,32,1,0,0,,6.64,25.54
590,99999,"hampton, va",06,2016-08-01,0,33451,26876,2193,2613,1182,394,123,70,9.27,7.11,5.76
590,590,hampton vamc,06,2016-08-01,1,27945,22715,1763,2103,945,270,81,68,8.60,7.16,4.87
590,590GB,virginia beach,06,2016-08-01,0,2620,1920,260,252,82,65,39,2,12.19,4.78,10.79
590,590GC,albemarle,06,2016-08-01,0,992,858,36,52,46,0,0,0,8.27,0.00,1.67
590,590GD,chesapeake,06,2016-08-01,0,1669,1305,66,127,109,59,3,0,9.95,0.82,3.85
590,590MA,ides portsmouth,06,2016-08-01,0,92,21,14,57,0,0,0,0,,14.61,15.74
590,590MB,ides langley,06,2016-08-01,0,44,21,13,10,0,0,0,0,,8.14,
590,590MC,ides fort eustis,06,2016-08-01,0,89,36,41,12,0,0,0,0,,8.86,8.68
637,99999,"asheville, nc",06,2016-08-01,0,33643,26516,2398,2707,1468,466,72,16,6.29,9.38,3.07
637,637,charles george vamc,06,2016-08-01,1,27471,21392,1905,2349,1279,459,71,16,6.19,9.87,2.88
637,637GA,franklin,06,2016-08-01,0,1510,1340,91,57,21,0,1,0,4.26,1.53,2.63
637,637GB,rutherford county,06,2016-08-01,0,1269,1078,104,63,24,0,0,0,5.01,2.86,3.43
637,637GC,hickory,06,2016-08-01,0,3393,2706,298,238,144,7,0,0,8.43,4.12,3.80
652,99999,"richmond, va",06,2016-08-01,0,49828,41818,3349,3176,980,312,138,55,3.59,6.55,2.83
652,652,hunter holmes mcguirehospital,06,2016-08-01,1,44186,36728,3023,2973,961,308,138,55,4.11,6.59,3.13
652,652GA,fredericksburg,06,2016-08-01,0,2026,1784,159,72,9,2,0,0,2.36,7.16,3.31
652,652GB,fredericksburg 2 vaclinic,06,2016-08-01,0,1167,1038,78,48,2,1,0,0,3.14,2.32,2.33
652,652GE,charlottesville,06,2016-08-01,0,1786,1656,60,67,2,1,0,0,1.61,3.39,0.95
652,652GF,emporia,06,2016-08-01,0,663,612,29,16,6,0,0,0,1.53,9.53,1.52
658,99999,"salem, va",06,2016-08-01,0,33301,27271,2047,2179,1015,467,274,48,4.14,11.11,2.11
658,658,salem vamc,06,2016-08-01,1,27114,21626,1727,1987,989,463,274,48,5.29,11.47,2.25
658,658GA,tazewell,06,2016-08-01,0,232,209,13,8,1,1,0,0,2.87,,0.29
658,658GB,danville,06,2016-08-01,0,1984,1841,101,42,0,0,0,0,1.63,0.00,2.39
658,658GC,lynchburg,06,2016-08-01,0,1646,1388,127,103,25,3,0,0,5.03,0.00,3.89
658,658GD,staunton,06,2016-08-01,0,1101,1024,49,28,0,0,0,0,3.57,0.81,0.01
658,658GE,wytheville,06,2016-08-01,0,1224,1183,30,11,0,0,0,0,1.04,0.81,0.26
659,99999,"salisbury, nc",06,2016-08-01,0,56948,44607,4655,4849,1781,843,152,61,4.96,8.66,4.53
659,659,w.g. (bill) hefnersalisbury vamc,06,2016-08-01,1,29868,23548,2109,2221,1209,578,143,60,4.29,9.34,3.35
659,659BY,kernersville,06,2016-08-01,0,12114,9340,1305,1105,273,85,5,1,4.91,6.87,5.82
659,659BZ,south charlotte,06,2016-08-01,0,12192,9633,883,1223,275,174,4,0,5.36,8.69,4.71
659,659GA,north charlotte,06,2016-08-01,0,2774,2086,358,300,24,6,0,0,5.65,5.32,4.61
508,99999,"atlanta, ga",07,2016-08-01,0,82629,67228,5592,5745,2636,1132,174,122,5.75,10.12,1.62
508,508,atlanta va medicalcenter,07,2016-08-01,1,45636,36619,3294,3194,1554,749,133,93,7.53,10.34,1.62
508,508GA,fort mcpherson,07,2016-08-01,0,6413,5711,323,244,90,44,1,0,3.66,11.82,1.68
508,508GE,oakwood,07,2016-08-01,0,3636,3093,229,206,75,24,7,2,6.40,5.67,1.45
508,508GF,austell,07,2016-08-01,0,2622,2258,158,201,5,0,0,0,3.98,6.39,1.09
508,508GG,stockbridge,07,2016-08-01,0,2549,2270,132,139,8,0,0,0,2.60,5.80,1.03
508,508GH,lawrenceville,07,2016-08-01,0,2892,2557,207,125,3,0,0,0,2.99,3.85,1.82
508,508GI,newnan,07,2016-08-01,0,1964,1656,142,132,32,2,0,0,5.22,5.67,2.24
508,508GJ,blairsville,07,2016-08-01,0,1065,979,44,24,15,2,1,0,2.92,2.31,1.10
508,508GK,trinka davis veteransvillage,07,2016-08-01,0,2832,1996,311,327,131,65,2,0,8.84,11.45,2.83
508,508QF,atlanta va clinic,07,2016-08-01,0,13020,10089,752,1153,723,246,30,27,7.87,10.25,1.59
509,99999,"augusta, ga",07,2016-08-01,0,32329,25844,2225,2398,1473,259,91,39,8.64,8.33,2.28
509,509,charlie norwood vamedical center,07,2016-08-01,1,14832,11509,1148,1207,757,119,69,23,,8.98,3.00
509,509A0,lenwood (uptown),07,2016-08-01,0,13180,10616,834,957,603,132,22,16,9.46,6.11,2.31
509,509GA,athens,07,2016-08-01,0,2346,1940,140,161,97,8,0,0,8.38,8.40,2.02
509,509GB,aiken,07,2016-08-01,0,1971,1779,103,73,16,0,0,0,4.32,1.93,2.24
521,99999,"birmingham, al",07,2016-08-01,0,55964,45427,3438,4016,2161,721,117,84,3.02,11.79,2.53
521,521,birmingham va medicalcenter,07,2016-08-01,1,37852,29677,2348,3167,1840,648,99,73,3.40,12.31,2.44
521,521GA,huntsville al,07,2016-08-01,0,7283,5831,507,592,269,56,17,11,4.39,10.82,3.91
521,521GC,florence al (shoalsarea),07,2016-08-01,0,1794,1529,231,34,0,0,0,0,3.57,0.41,2.59
521,521GD,rainbow city,07,2016-08-01,0,1881,1813,55,13,0,0,0,0,0.28,1.58,1.74
521,521GE,anniston/oxford al,07,2016-08-01,0,1840,1592,156,92,0,0,0,0,2.83,2.48,4.01
521,521GF,jasper al,07,2016-08-01,0,1134,1083,10,16,17,8,0,0,0.29,11.69,0.40
521,521GG,bessemer,07,2016-08-01,0,1149,1045,47,44,7,5,1,0,3.31,3.50,0.72
521,521GH,childersburg,07,2016-08-01,0,1350,1287,30,33,0,0,0,0,1.57,0.30,1.32
521,521GI,guntersville,07,2016-08-01,0,1427,1356,46,8,13,4,0,0,1.15,10.20,1.52
521,521GJ,birmingham va clinic,07,2016-08-01,0,254,214,8,17,15,0,0,0,,15.31,2.41
534,99999,"charleston, sc",07,2016-08-01,0,57170,49046,3181,3202,1225,417,73,26,3.20,8.50,2.16
534,534,ralph h johnsons vamedical center,07,2016-08-01,1,30970,26320,1572,1817,914,270,57,20,3.38,8.26,1.58
534,534BY,savannah,07,2016-08-01,0,6897,5767,532,505,48,28,13,4,4.32,8.83,2.53
534,534GB,myrtle beach,07,2016-08-01,0,7180,5903,549,477,143,107,1,0,3.76,15.06,3.67
534,534GC,beaufort,07,2016-08-01,0,2651,2429,114,93,12,2,1,0,3.34,2.10,1.96
534,534GD,goose creek,07,2016-08-01,0,5603,5006,293,204,88,9,1,2,2.42,6.54,2.68
534,534GE,hinesville,07,2016-08-01,0,3718,3470,121,106,20,1,0,0,0.95,2.54,1.98
534,534QC,charleston,07,2016-08-01,0,151,151,0,0,0,0,0,0,,,
544,99999,"columbia, sc",07,2016-08-01,0,57516,44070,4686,4637,2549,800,358,416,7.85,13.36,3.48
544,544,wm. jennings bryandorn va medical center,07,2016-08-01,1,39172,29853,3390,3181,1495,637,290,326,5.96,13.09,3.32
544,544BZ,greenville sc,07,2016-08-01,0,6851,5019,533,619,471,92,38,79,9.91,15.28,4.84
544,544GB,florence,07,2016-08-01,0,2178,1700,147,213,103,6,5,4,8.96,9.65,0.67
544,544GC,rock hill,07,2016-08-01,0,2846,2585,172,62,20,6,0,1,3.32,,2.32
544,544GD,anderson,07,2016-08-01,0,1701,1150,107,116,252,50,22,4,17.57,15.59,12.51
544,544GE,orangeburg,07,2016-08-01,0,925,758,57,73,34,1,2,0,8.77,,2.47
544,544GF,sumter,07,2016-08-01,0,1888,1480,116,172,115,3,0,2,10.37,,2.45
544,544GG,spartanburg,07,2016-08-01,0,1772,1415,155,180,19,3,0,0,6.13,5.31,3.06
544,544HK,columbia va mobileclinic,07,2016-08-01,0,183,110,9,21,40,2,1,0,,13.40,
557,99999,"dublin, ga",07,2016-08-01,0,28073,22933,1651,1452,1164,678,88,107,7.06,14.30,4.54
557,557,carl vinson va medicalcenter,07,2016-08-01,1,20177,16456,1130,1019,846,556,78,92,6.60,15.24,3.41
557,557GA,macon,07,2016-08-01,0,1976,1632,135,85,96,26,2,0,4.69,0.79,10.98
557,557GB,albany,07,2016-08-01,0,2316,1884,91,133,132,56,7,13,12.93,13.91,1.24
557,557GC,milledgeville,07,2016-08-01,0,648,577,44,23,3,1,0,0,4.56,0.17,2.38
557,557GE,brunswick,07,2016-08-01,0,1786,1540,150,72,19,4,0,1,2.22,5.27,4.80
557,557GF,tift county,07,2016-08-01,0,85,84,1,0,0,0,0,0,1.44,0.00,0.09
557,557HA,perry,07,2016-08-01,0,1085,760,100,120,68,35,1,1,12.80,9.48,7.61
619,99999,"central alabama veterans hcs, al",07,2016-08-01,0,33410,25478,2259,2961,1588,853,207,64,8.54,14.38,5.96
619,619,central alabama vamc -montgomery,07,2016-08-01,1,8080,6086,492,906,384,153,35,24,,12.38,6.63
619,619A4,central alabamavamc - tuskegee,07,2016-08-01,0,11128,9123,582,655,403,239,99,27,6.67,15.25,3.25
619,619GA,columbus,07,2016-08-01,0,1835,1492,79,75,60,123,6,0,16.61,8.35,5.74
619,619GB,dothan 1,07,2016-08-01,0,1855,1251,275,258,47,6,11,7,7.89,,9.85
619,619GD,wiregrass,07,2016-08-01,0,2118,1568,153,178,111,105,1,2,6.40,20.78,0.97
