,Organization,Specialty,FY11,FY12,FY13,FY14,FY15,ID,Station,for_dups
2114,(V11) (550) MC DANVILLE IL,21 GEN INTERNAL MED,4.2,7.92,4.24,18.32,14.34,,550,550
2115,(V11) (550) MC DANVILLE IL,26 PULMONARY DISEASES,0.0,0.0,0.0,100.0,0.0,,550,550
2116,(V11) (550) MC DANVILLE IL,27 NEPHROLOGY,80.0,0.0,0.0,0.0,0.0,,550,550
2117,(V11) (550) MC DANVILLE IL,29 ENDOCRIN AND METAB,100.0,0.0,0.0,0.0,0.0,,550,550
2118,(V11) (550) MC DANVILLE IL,30 NEUROLOGY,75.0,0.0,44.44,0.0,0.0,,550,550
2119,(V11) (550) MC DANVILLE IL,31 PSYCHIATRY,0.0,61.54,0.0,10.26,0.0,,550,550
2120,(V11) (550) MC DANVILLE IL,33 CLINICAL PATHOLOGY,0.0,0.0,100.0,75.0,0.0,,550,550
2121,(V11) (550) MC DANVILLE IL,40 GERIATRICS,0.0,0.0,37.5,0.0,0.0,,550,550
2122,(V11) (550) MC DANVILLE IL,43 PATHOLOGY,0.0,0.0,100.0,0.0,0.0,,550,550
2123,(V11) (550) MC DANVILLE IL,46 NUCLEAR MEDICINE,0.0,0.0,0.0,100.0,0.0,,550,550
2124,(V11) (550) MC DANVILLE IL,49 FAMILY PRACTICE,0.0,26.09,0.0,0.0,34.29,,550,550
2125,(V11) (550) MC DANVILLE IL,51 CHIEF OF STAFF,0.0,57.14,0.0,0.0,0.0,,550,550
2126,(V11) (550) MC DANVILLE IL,53 ASSOC CH/STAFF--EDUC,0.0,0.0,100.0,0.0,0.0,,550,550
2127,(V11) (550) MC DANVILLE IL,59 ASSOC COS AMBUL CARE,0.0,0.0,0.0,100.0,0.0,,550,550
2128,(V11) (550) MC DANVILLE IL,CC PAIN MANAGEMENT,0.0,0.0,0.0,0.0,100.0,,550,550
2129,(V11) (550) MC DANVILLE IL,E6 CARDIOLOGY NON-INTER,48.0,0.0,60.0,0.0,0.0,,550,550
2130,(V11) (550) MC DANVILLE IL,P1 PRIMARY CARE,0.0,31.58,0.0,0.0,0.0,,550,550
2131,(V11) (553) MC DETROIT MI,0602 Physician (All Specialties),9.51,8.57,8.34,11.41,12.74,,553,553
2132,(V11) (553) MC DETROIT MI,01 ANESTHESIOLOGY,52.17,0.0,0.0,33.33,120.0,,553,553
2133,(V11) (553) MC DETROIT MI,02 SURGERY,33.8,42.86,17.14,69.23,0.0,,553,553
2134,(V11) (553) MC DETROIT MI,03 GYNECOLOGY,100.0,0.0,0.0,100.0,0.0,,553,553
2135,(V11) (553) MC DETROIT MI,05 MEDICAL ONCOLOGY,0.0,0.0,0.0,0.0,40.0,,553,553
2136,(V11) (553) MC DETROIT MI,06 OPHTHALMOLOGY,21.82,33.8,20.69,35.82,13.95,,553,553
2137,(V11) (553) MC DETROIT MI,07 ORTHOPEDIC SURGERY,0.0,0.0,45.28,0.0,0.0,,553,553
2138,(V11) (553) MC DETROIT MI,08 OTOLARYNGOLOGY,0.0,42.86,0.0,0.0,0.0,,553,553
2139,(V11) (553) MC DETROIT MI,09 PLASTIC SURGERY,0.0,0.0,75.0,100.0,0.0,,553,553
2140,(V11) (553) MC DETROIT MI,12 UROLOGY,0.0,0.0,0.0,0.0,73.33,,553,553
2141,(V11) (553) MC DETROIT MI,16 EMERGENCY MEDICINE,27.27,20.34,25.53,31.17,28.92,,553,553
2142,(V11) (553) MC DETROIT MI,20 DERMATOLOGY,15.58,0.0,16.9,17.14,0.0,,553,553
2143,(V11) (553) MC DETROIT MI,21 GEN INTERNAL MED,5.02,8.45,4.04,4.18,5.63,,553,553
2144,(V11) (553) MC DETROIT MI,25 GASTROENTEROLOGY,0.0,0.0,21.82,0.0,32.43,,553,553
2145,(V11) (553) MC DETROIT MI,26 PULMONARY DISEASES,0.0,0.0,11.32,12.9,11.54,,553,553
2146,(V11) (553) MC DETROIT MI,29 ENDOCRIN AND METAB,0.0,0.0,63.16,0.0,100.0,,553,553
2147,(V11) (553) MC DETROIT MI,30 NEUROLOGY,0.0,60.0,18.46,0.0,22.22,,553,553
2148,(V11) (553) MC DETROIT MI,31 PSYCHIATRY,5.97,6.32,0.0,15.32,10.26,,553,553
2149,(V11) (553) MC DETROIT MI,38 RADIOLOGY-DIAGNOSTIC,0.0,9.92,10.08,11.88,25.0,,553,553
2150,(V11) (553) MC DETROIT MI,44 PHYS MED & REHAB,0.0,0.0,0.0,57.14,0.0,,553,553
2151,(V11) (553) MC DETROIT MI,E4 CARDIOVAS/THOR SGR,0.0,0.0,0.0,60.0,0.0,,553,553
2152,(V11) (553) MC DETROIT MI,E6 CARDIOLOGY NON-INTER,0.0,0.0,0.0,0.0,24.49,,553,553
2153,(V11) (553) MC DETROIT MI,K6 HOSPITALIST,24.49,0.0,0.0,0.0,15.0,,553,553
2154,(V11) (553) MC DETROIT MI,K9 MOHS SURGERY,0.0,0.0,0.0,0.0,100.0,,553,553
2155,(V11) (553) MC DETROIT MI,P1 PRIMARY CARE,7.1,0.0,0.0,0.0,4.84,,553,553
2156,(V11) (553) MC DETROIT MI,R3 HEMATOLOGY/ONCOLOGY,57.14,0.0,0.0,0.0,0.0,,553,553
2157,(V11) (553) MC DETROIT MI,R4 VASCULAR SURGERY,0.0,0.0,0.0,0.0,100.0,,553,553
2158,(V11) (583) MC INDIANAPOLIS IN,0602 Physician (All Specialties),7.06,7.35,5.11,7.33,8.82,,583,583
2159,(V11) (583) MC INDIANAPOLIS IN,01 ANESTHESIOLOGY,0.0,0.0,0.0,8.28,7.69,,583,583
2160,(V11) (583) MC INDIANAPOLIS IN,02 SURGERY,9.84,11.11,13.79,0.0,0.0,,583,583
2161,(V11) (583) MC INDIANAPOLIS IN,06 OPHTHALMOLOGY,14.29,30.77,0.0,0.0,0.0,,583,583
2162,(V11) (583) MC INDIANAPOLIS IN,08 OTOLARYNGOLOGY,0.0,44.44,0.0,0.0,33.33,,583,583
2163,(V11) (583) MC INDIANAPOLIS IN,09 PLASTIC SURGERY,0.0,0.0,57.14,0.0,0.0,,583,583
2164,(V11) (583) MC INDIANAPOLIS IN,11 THORACIC SURGERY,0.0,0.0,77.78,0.0,0.0,,583,583
2165,(V11) (583) MC INDIANAPOLIS IN,16 EMERGENCY MEDICINE,29.27,29.27,0.0,0.0,0.0,,583,583
2166,(V11) (583) MC INDIANAPOLIS IN,21 GEN INTERNAL MED,10.32,3.32,3.31,9.85,8.82,,583,583
2167,(V11) (583) MC INDIANAPOLIS IN,25 GASTROENTEROLOGY,0.0,17.65,17.91,30.77,0.0,,583,583
2168,(V11) (583) MC INDIANAPOLIS IN,26 PULMONARY DISEASES,24.0,62.07,0.0,18.75,46.75,,583,583
2169,(V11) (583) MC INDIANAPOLIS IN,28 RHEUMATOLOGY,0.0,0.0,0.0,0.0,21.05,,583,583
2170,(V11) (583) MC INDIANAPOLIS IN,30 NEUROLOGY,32.43,0.0,0.0,0.0,26.67,,583,583
2171,(V11) (583) MC INDIANAPOLIS IN,31 PSYCHIATRY,0.0,0.0,14.63,8.89,0.0,,583,583
2172,(V11) (583) MC INDIANAPOLIS IN,38 RADIOLOGY-DIAGNOSTIC,0.0,0.0,0.0,0.0,14.46,,583,583
2173,(V11) (583) MC INDIANAPOLIS IN,40 GERIATRICS,44.44,0.0,0.0,92.31,0.0,,583,583
2174,(V11) (583) MC INDIANAPOLIS IN,43 PATHOLOGY,0.0,70.59,0.0,0.0,57.14,,583,583
2175,(V11) (583) MC INDIANAPOLIS IN,44 PHYS MED & REHAB,0.0,0.0,0.0,0.0,15.38,,583,583
2176,(V11) (583) MC INDIANAPOLIS IN,48 RESEARCH,0.0,0.0,0.0,16.67,0.0,,583,583
2177,(V11) (583) MC INDIANAPOLIS IN,51 CHIEF OF STAFF,0.0,100.0,0.0,0.0,0.0,,583,583
2178,(V11) (583) MC INDIANAPOLIS IN,E3 ACOS MEN HLTH/BEH SC,0.0,0.0,100.0,0.0,0.0,,583,583
2179,(V11) (583) MC INDIANAPOLIS IN,E6 CARDIOLOGY NON-INTER,15.58,15.0,0.0,15.0,0.0,,583,583
2180,(V11) (583) MC INDIANAPOLIS IN,E7 RADIOLOGY (NUCLEAR),0.0,0.0,0.0,0.0,50.0,,583,583
2181,(V11) (583) MC INDIANAPOLIS IN,K6 HOSPITALIST,0.0,0.0,0.0,37.5,17.91,,583,583
2182,(V11) (583) MC INDIANAPOLIS IN,M9 CARDIOLOGY-INTERVEN,0.0,0.0,0.0,0.0,100.0,,583,583
2183,(V11) (583) MC INDIANAPOLIS IN,P1 PRIMARY CARE,0.0,0.0,0.0,0.0,57.14,,583,583
2184,(V11) (583) MC INDIANAPOLIS IN,R4 VASCULAR SURGERY,0.0,0.0,0.0,0.0,66.67,,583,583
2185,(V11) (610) HCS MARION IN,0602 Physician (All Specialties),17.49,5.74,16.19,6.51,11.82,,610,610
2186,(V11) (610) HCS MARION IN,01 ANESTHESIOLOGY,38.71,0.0,0.0,0.0,0.0,,610,610
2187,(V11) (610) HCS MARION IN,02 SURGERY,0.0,0.0,26.67,0.0,0.0,,610,610
2188,(V11) (610) HCS MARION IN,12 UROLOGY,75.0,0.0,0.0,75.0,100.0,,610,610
2189,(V11) (610) HCS MARION IN,13 PHYSIATRY,38.71,0.0,0.0,0.0,0.0,,610,610
2190,(V11) (610) HCS MARION IN,16 EMERGENCY MEDICINE,0.0,0.0,80.0,0.0,19.05,,610,610
2191,(V11) (610) HCS MARION IN,21 GEN INTERNAL MED,4.6,5.08,19.43,5.02,14.75,,610,610
2192,(V11) (610) HCS MARION IN,27 NEPHROLOGY,0.0,0.0,0.0,0.0,100.0,,610,610
2193,(V11) (610) HCS MARION IN,31 PSYCHIATRY,29.63,0.0,20.17,11.54,16.78,,610,610
2194,(V11) (610) HCS MARION IN,44 PHYS MED & REHAB,83.33,0.0,0.0,0.0,0.0,,610,610
2195,(V11) (610) HCS MARION IN,51 CHIEF OF STAFF,100.0,0.0,0.0,0.0,0.0,,610,610
2196,(V11) (610) HCS MARION IN,E6 CARDIOLOGY NON-INTER,0.0,0.0,70.59,0.0,0.0,,610,610
2197,(V11) (610) HCS MARION IN,K6 HOSPITALIST,0.0,0.0,0.0,0.0,14.46,,610,610
2198,(V11) (610) HCS MARION IN,P1 PRIMARY CARE,0.0,42.11,0.0,23.53,0.0,,610,610
2199,(V11) (655) MC SAGINAW MI,0602 Physician (All Specialties),17.39,20.25,4.73,26.57,8.53,,655,655
2200,(V11) (655) MC SAGINAW MI,12 UROLOGY,0.0,0.0,0.0,0.0,60.0,,655,655
2201,(V11) (655) MC SAGINAW MI,16 EMERGENCY MEDICINE,0.0,0.0,40.0,34.29,0.0,,655,655
2202,(V11) (655) MC SAGINAW MI,21 GEN INTERNAL MED,17.65,0.0,8.0,27.27,0.0,,655,655
2203,(V11) (655) MC SAGINAW MI,30 NEUROLOGY,92.31,100.0,0.0,0.0,100.0,,655,655
2204,(V11) (655) MC SAGINAW MI,31 PSYCHIATRY,24.74,29.63,0.0,10.26,0.0,,655,655
2205,(V11) (655) MC SAGINAW MI,49 FAMILY PRACTICE,29.63,26.97,0.0,44.44,11.88,,655,655
2206,(V11) (655) MC SAGINAW MI,51 CHIEF OF STAFF,0.0,0.0,0.0,100.0,0.0,,655,655
2207,(V11) (655) MC SAGINAW MI,"57 PHYS--ADMIN, OTHER",0.0,91.67,0.0,0.0,0.0,,655,655
2208,(V11) (655) MC SAGINAW MI,K6 HOSPITALIST,0.0,0.0,0.0,82.76,0.0,,655,655
2209,(V11) (655) MC SAGINAW MI,P1 PRIMARY CARE,0.0,0.0,0.0,100.0,37.5,,655,655
2210,(V11) (799) NCPS ANN ARBOR MI,0602 Physician (All Specialties),75.0,0.0,0.0,100.0,0.0,,799,799
2211,(V11) (799) NCPS ANN ARBOR MI,H7 HLTH SVCS RESCH FELW,75.0,0.0,0.0,100.0,0.0,,799,799
2258,(V12) (489) V12HSHINES IL,0602 Physician (All Specialties),0.0,0.0,0.0,0.0,48.0,,489,489
2259,(V12) (489) V12HSHINES IL,P3 CHIEF MED OFCR VISN,0.0,0.0,0.0,0.0,92.31,,489,489
2260,(V12) (537) HCS CHICAGO IL,0602 Physician (All Specialties),6.79,6.8,6.64,6.7,8.16,,537,537
2261,(V12) (537) HCS CHICAGO IL,01 ANESTHESIOLOGY,8.82,0.0,0.0,0.0,0.0,,537,537
2262,(V12) (537) HCS CHICAGO IL,02 SURGERY,20.45,7.74,0.0,15.58,0.0,,537,537
2263,(V12) (537) HCS CHICAGO IL,06 OPHTHALMOLOGY,0.0,0.0,0.0,10.43,0.0,,537,537
2264,(V12) (537) HCS CHICAGO IL,07 ORTHOPEDIC SURGERY,0.0,14.46,38.1,22.64,0.0,,537,537
2265,(V12) (537) HCS CHICAGO IL,08 OTOLARYNGOLOGY,20.34,26.09,36.36,35.29,0.0,,537,537
2266,(V12) (537) HCS CHICAGO IL,09 PLASTIC SURGERY,0.0,0.0,70.59,0.0,52.17,,537,537
2267,(V12) (537) HCS CHICAGO IL,12 UROLOGY,0.0,0.0,55.81,0.0,19.67,,537,537
2268,(V12) (537) HCS CHICAGO IL,16 EMERGENCY MEDICINE,0.0,0.0,11.54,11.32,10.26,,537,537
2269,(V12) (537) HCS CHICAGO IL,19 INFECTIOUS DISEASES,0.0,46.15,0.0,26.09,0.0,,537,537
2270,(V12) (537) HCS CHICAGO IL,21 GEN INTERNAL MED,5.33,5.52,3.9,3.77,9.69,,537,537
2271,(V12) (537) HCS CHICAGO IL,25 GASTROENTEROLOGY,23.08,0.0,0.0,11.88,22.02,,537,537
2272,(V12) (537) HCS CHICAGO IL,26 PULMONARY DISEASES,39.13,0.0,0.0,0.0,0.0,,537,537
2273,(V12) (537) HCS CHICAGO IL,27 NEPHROLOGY,0.0,0.0,0.0,0.0,38.3,,537,537
2274,(V12) (537) HCS CHICAGO IL,28 RHEUMATOLOGY,0.0,0.0,33.33,0.0,0.0,,537,537
2275,(V12) (537) HCS CHICAGO IL,30 NEUROLOGY,10.62,11.76,11.54,0.0,0.0,,537,537
2276,(V12) (537) HCS CHICAGO IL,31 PSYCHIATRY,0.0,3.09,0.0,8.51,8.7,,537,537
2277,(V12) (537) HCS CHICAGO IL,38 RADIOLOGY-DIAGNOSTIC,13.19,31.58,12.37,0.0,0.0,,537,537
2278,(V12) (537) HCS CHICAGO IL,40 GERIATRICS,0.0,0.0,0.0,0.0,28.57,,537,537
2279,(V12) (537) HCS CHICAGO IL,43 PATHOLOGY,0.0,0.0,100.0,0.0,0.0,,537,537
2280,(V12) (537) HCS CHICAGO IL,44 PHYS MED & REHAB,0.0,0.0,32.43,0.0,0.0,,537,537
2281,(V12) (537) HCS CHICAGO IL,45 RADIOLOGY-INTERVENT,0.0,13.19,0.0,11.65,0.0,,537,537
2282,(V12) (537) HCS CHICAGO IL,46 NUCLEAR MEDICINE,50.0,0.0,0.0,0.0,0.0,,537,537
2283,(V12) (537) HCS CHICAGO IL,48 RESEARCH,0.0,0.0,0.0,0.0,27.91,,537,537
2284,(V12) (537) HCS CHICAGO IL,E4 CARDIOVAS/THOR SGR,0.0,0.0,0.0,104.76,0.0,,537,537
2285,(V12) (537) HCS CHICAGO IL,E6 CARDIOLOGY NON-INTER,0.0,23.38,8.82,11.01,14.63,,537,537
2286,(V12) (537) HCS CHICAGO IL,K6 HOSPITALIST,36.36,0.0,26.09,0.0,13.48,,537,537
2287,(V12) (537) HCS CHICAGO IL,M9 CARDIOLOGY-INTERVEN,0.0,0.0,0.0,0.0,50.0,,537,537
2288,(V12) (537) HCS CHICAGO IL,P1 PRIMARY CARE,0.0,46.15,34.29,0.0,0.0,,537,537
2289,(V12) (537) HCS CHICAGO IL,R3 HEMATOLOGY/ONCOLOGY,0.0,26.09,0.0,0.0,23.08,,537,537
2290,(V12) (556) FHCC NORTH CHICAGO IL,0602 Physician (All Specialties),7.94,5.0,3.45,6.83,5.24,,556,556
2291,(V12) (556) FHCC NORTH CHICAGO IL,02 SURGERY,0.0,0.0,0.0,57.14,0.0,,556,556
2292,(V12) (556) FHCC NORTH CHICAGO IL,05 MEDICAL ONCOLOGY,0.0,0.0,100.0,0.0,0.0,,556,556
2293,(V12) (556) FHCC NORTH CHICAGO IL,06 OPHTHALMOLOGY,0.0,20.34,0.0,0.0,0.0,,556,556
2294,(V12) (556) FHCC NORTH CHICAGO IL,07 ORTHOPEDIC SURGERY,0.0,16.44,0.0,0.0,36.92,,556,556
2295,(V12) (556) FHCC NORTH CHICAGO IL,16 EMERGENCY MEDICINE,34.29,0.0,0.0,0.0,0.0,,556,556
2296,(V12) (556) FHCC NORTH CHICAGO IL,20 DERMATOLOGY,0.0,0.0,0.0,0.0,40.0,,556,556
2297,(V12) (556) FHCC NORTH CHICAGO IL,21 GEN INTERNAL MED,6.72,4.57,2.46,5.11,12.15,,556,556
2298,(V12) (556) FHCC NORTH CHICAGO IL,25 GASTROENTEROLOGY,0.0,0.0,23.53,0.0,0.0,,556,556
2299,(V12) (556) FHCC NORTH CHICAGO IL,26 PULMONARY DISEASES,0.0,0.0,0.0,33.33,0.0,,556,556
2300,(V12) (556) FHCC NORTH CHICAGO IL,27 NEPHROLOGY,0.0,0.0,0.0,100.0,0.0,,556,556
2301,(V12) (556) FHCC NORTH CHICAGO IL,29 ENDOCRIN AND METAB,0.0,0.0,0.0,33.33,0.0,,556,556
2302,(V12) (556) FHCC NORTH CHICAGO IL,30 NEUROLOGY,21.43,0.0,0.0,0.0,0.0,,556,556
2303,(V12) (556) FHCC NORTH CHICAGO IL,31 PSYCHIATRY,4.48,13.69,4.48,9.13,0.0,,556,556
2304,(V12) (556) FHCC NORTH CHICAGO IL,38 RADIOLOGY-DIAGNOSTIC,17.39,0.0,0.0,0.0,0.0,,556,556
2305,(V12) (556) FHCC NORTH CHICAGO IL,40 GERIATRICS,0.0,0.0,0.0,34.29,0.0,,556,556
2306,(V12) (556) FHCC NORTH CHICAGO IL,49 FAMILY PRACTICE,21.82,0.0,0.0,26.09,0.0,,556,556
2307,(V12) (556) FHCC NORTH CHICAGO IL,54 ASSOC COS RES & DEV,100.0,0.0,0.0,0.0,100.0,,556,556
2308,(V12) (556) FHCC NORTH CHICAGO IL,E6 CARDIOLOGY NON-INTER,50.0,0.0,38.71,0.0,0.0,,556,556
2309,(V12) (578) MC HINES IL,0602 Physician (All Specialties),6.56,5.79,8.83,8.12,8.39,,578,578
2310,(V12) (578) MC HINES IL,01 ANESTHESIOLOGY,8.51,0.0,0.0,0.0,0.0,,578,578
2311,(V12) (578) MC HINES IL,02 SURGERY,6.45,0.0,13.95,25.71,18.75,,578,578
2312,(V12) (578) MC HINES IL,05 MEDICAL ONCOLOGY,0.0,57.14,0.0,0.0,0.0,,578,578
2313,(V12) (578) MC HINES IL,06 OPHTHALMOLOGY,14.81,0.0,24.24,17.22,10.0,,578,578
2314,(V12) (578) MC HINES IL,07 ORTHOPEDIC SURGERY,0.0,20.0,17.14,0.0,0.0,,578,578
2315,(V12) (578) MC HINES IL,08 OTOLARYNGOLOGY,0.0,0.0,41.86,0.0,27.59,,578,578
2316,(V12) (578) MC HINES IL,09 PLASTIC SURGERY,0.0,0.0,0.0,40.0,33.33,,578,578
2317,(V12) (578) MC HINES IL,12 UROLOGY,17.39,0.0,0.0,0.0,0.0,,578,578
2318,(V12) (578) MC HINES IL,19 INFECTIOUS DISEASES,26.09,23.08,33.8,17.14,15.19,,578,578
2319,(V12) (578) MC HINES IL,20 DERMATOLOGY,18.75,0.0,0.0,0.0,21.43,,578,578
2320,(V12) (578) MC HINES IL,21 GEN INTERNAL MED,3.79,3.59,3.88,0.0,5.31,,578,578
2321,(V12) (578) MC HINES IL,25 GASTROENTEROLOGY,0.0,0.0,12.0,10.62,9.84,,578,578
2322,(V12) (578) MC HINES IL,26 PULMONARY DISEASES,0.0,0.0,16.9,14.29,0.0,,578,578
2323,(V12) (578) MC HINES IL,27 NEPHROLOGY,0.0,0.0,11.76,0.0,11.01,,578,578
2324,(V12) (578) MC HINES IL,30 NEUROLOGY,9.3,39.67,0.0,31.03,0.0,,578,578
2325,(V12) (578) MC HINES IL,31 PSYCHIATRY,9.38,2.76,7.11,9.56,21.73,,578,578
2326,(V12) (578) MC HINES IL,38 RADIOLOGY-DIAGNOSTIC,12.0,10.81,0.0,0.0,14.2,,578,578
2327,(V12) (578) MC HINES IL,40 GERIATRICS,0.0,9.23,0.0,9.92,9.45,,578,578
2328,(V12) (578) MC HINES IL,43 PATHOLOGY,0.0,16.67,41.38,0.0,0.0,,578,578
2329,(V12) (578) MC HINES IL,44 PHYS MED & REHAB,0.0,10.91,0.0,6.12,0.0,,578,578
2330,(V12) (578) MC HINES IL,45 RADIOLOGY-INTERVENT,0.0,0.0,0.0,0.0,17.39,,578,578
2331,(V12) (578) MC HINES IL,46 NUCLEAR MEDICINE,0.0,27.27,75.0,52.17,0.0,,578,578
2332,(V12) (578) MC HINES IL,49 FAMILY PRACTICE,0.0,0.0,0.0,85.71,0.0,,578,578
2333,(V12) (578) MC HINES IL,54 ASSOC COS RES & DEV,100.0,0.0,0.0,0.0,0.0,,578,578
2334,(V12) (578) MC HINES IL,"57 PHYS--ADMIN, OTHER",75.0,0.0,0.0,0.0,0.0,,578,578
2335,(V12) (578) MC HINES IL,E4 CARDIOVAS/THOR SGR,0.0,0.0,0.0,0.0,24.0,,578,578
2336,(V12) (578) MC HINES IL,E6 CARDIOLOGY NON-INTER,0.0,15.38,12.9,13.79,0.0,,578,578
2337,(V12) (578) MC HINES IL,P1 PRIMARY CARE,13.04,0.0,0.0,16.0,0.0,,578,578
2338,(V12) (578) MC HINES IL,R3 HEMATOLOGY/ONCOLOGY,0.0,0.0,66.67,36.36,0.0,,578,578
2339,(V12) (585) MC IRON MOUNTAIN MI,0602 Physician (All Specialties),7.83,15.08,12.47,20.11,12.7,,585,585
2340,(V12) (585) MC IRON MOUNTAIN MI,02 SURGERY,0.0,0.0,0.0,52.17,0.0,,585,585
2341,(V12) (585) MC IRON MOUNTAIN MI,16 EMERGENCY MEDICINE,0.0,0.0,0.0,0.0,57.14,,585,585
2342,(V12) (585) MC IRON MOUNTAIN MI,21 GEN INTERNAL MED,16.0,45.28,16.22,0.0,29.63,,585,585
2343,(V12) (585) MC IRON MOUNTAIN MI,30 NEUROLOGY,52.17,0.0,0.0,0.0,0.0,,585,585
2344,(V12) (585) MC IRON MOUNTAIN MI,31 PSYCHIATRY,0.0,0.0,0.0,53.33,0.0,,585,585
2345,(V12) (585) MC IRON MOUNTAIN MI,49 FAMILY PRACTICE,0.0,11.32,37.5,30.38,0.0,,585,585
2346,(V12) (585) MC IRON MOUNTAIN MI,P1 PRIMARY CARE,0.0,0.0,0.0,0.0,26.67,,585,585
2347,(V12) (585) MC IRON MOUNTAIN MI,R3 HEMATOLOGY/ONCOLOGY,0.0,0.0,0.0,100.0,0.0,,585,585
2348,(V12) (607) MC MADISON WI,0602 Physician (All Specialties),9.76,8.77,5.44,11.93,11.95,,607,607
2349,(V12) (607) MC MADISON WI,01 ANESTHESIOLOGY,0.0,0.0,0.0,14.12,11.32,,607,607
2350,(V12) (607) MC MADISON WI,02 SURGERY,0.0,0.0,0.0,0.0,8.96,,607,607
2351,(V12) (607) MC MADISON WI,03 GYNECOLOGY,0.0,0.0,0.0,0.0,100.0,,607,607
2352,(V12) (607) MC MADISON WI,05 MEDICAL ONCOLOGY,0.0,0.0,0.0,0.0,25.53,,607,607
2353,(V12) (607) MC MADISON WI,12 UROLOGY,0.0,0.0,0.0,44.44,0.0,,607,607
2354,(V12) (607) MC MADISON WI,16 EMERGENCY MEDICINE,0.0,100.0,0.0,25.53,81.36,,607,607
2355,(V12) (607) MC MADISON WI,18 HEMATOLOGY,0.0,0.0,100.0,0.0,0.0,,607,607
2356,(V12) (607) MC MADISON WI,21 GEN INTERNAL MED,13.76,7.84,7.3,17.91,16.48,,607,607
2357,(V12) (607) MC MADISON WI,25 GASTROENTEROLOGY,24.0,19.67,0.0,0.0,0.0,,607,607
2358,(V12) (607) MC MADISON WI,26 PULMONARY DISEASES,0.0,0.0,0.0,20.0,0.0,,607,607
2359,(V12) (607) MC MADISON WI,27 NEPHROLOGY,37.5,0.0,0.0,50.0,0.0,,607,607
2360,(V12) (607) MC MADISON WI,29 ENDOCRIN AND METAB,38.71,0.0,0.0,36.36,44.44,,607,607
2361,(V12) (607) MC MADISON WI,30 NEUROLOGY,10.62,11.11,0.0,9.38,0.0,,607,607
2362,(V12) (607) MC MADISON WI,31 PSYCHIATRY,17.82,12.24,17.56,12.06,28.4,,607,607
2363,(V12) (607) MC MADISON WI,32 ANATOMIC PATHOLOGY,0.0,0.0,0.0,32.43,0.0,,607,607
2364,(V12) (607) MC MADISON WI,34 ADV GERIATRIC FELLOW,100.0,0.0,0.0,100.0,0.0,,607,607
2365,(V12) (607) MC MADISON WI,40 GERIATRICS,0.0,0.0,16.0,0.0,15.38,,607,607
2366,(V12) (607) MC MADISON WI,43 PATHOLOGY,0.0,57.14,0.0,0.0,0.0,,607,607
2367,(V12) (607) MC MADISON WI,54 ASSOC COS RES & DEV,0.0,0.0,100.0,0.0,0.0,,607,607
2368,(V12) (607) MC MADISON WI,E6 CARDIOLOGY NON-INTER,14.81,14.29,0.0,12.37,13.04,,607,607
2369,(V12) (607) MC MADISON WI,H9 WOMEN VETS HLTH FELW,44.44,33.33,0.0,0.0,50.0,,607,607
2370,(V12) (607) MC MADISON WI,P1 PRIMARY CARE,0.0,100.0,0.0,0.0,0.0,,607,607
2371,(V12) (607) MC MADISON WI,R3 HEMATOLOGY/ONCOLOGY,0.0,100.0,0.0,0.0,0.0,,607,607
2372,(V12) (676) MC TOMAH WI,0602 Physician (All Specialties),18.58,11.59,8.87,5.58,17.35,,676,676
2373,(V12) (676) MC TOMAH WI,20 DERMATOLOGY,0.0,0.0,0.0,100.0,0.0,,676,676
2374,(V12) (676) MC TOMAH WI,21 GEN INTERNAL MED,18.05,15.06,5.06,5.29,12.83,,676,676
2375,(V12) (676) MC TOMAH WI,31 PSYCHIATRY,10.53,0.0,23.76,0.0,19.2,,676,676
2376,(V12) (676) MC TOMAH WI,44 PHYS MED & REHAB,0.0,0.0,0.0,0.0,100.0,,676,676
2377,(V12) (676) MC TOMAH WI,49 FAMILY PRACTICE,100.0,75.0,0.0,0.0,0.0,,676,676
2378,(V12) (676) MC TOMAH WI,K6 HOSPITALIST,0.0,0.0,0.0,0.0,57.14,,676,676
2379,(V12) (695) MC MILWAUKEE WI,0602 Physician (All Specialties),8.89,10.93,10.39,8.53,9.19,,695,695
2380,(V12) (695) MC MILWAUKEE WI,01 ANESTHESIOLOGY,10.43,10.43,9.56,5.31,23.72,,695,695
2381,(V12) (695) MC MILWAUKEE WI,02 SURGERY,0.0,8.51,17.65,0.0,20.81,,695,695
2382,(V12) (695) MC MILWAUKEE WI,06 OPHTHALMOLOGY,6.25,31.25,24.74,23.88,15.32,,695,695
2383,(V12) (695) MC MILWAUKEE WI,07 ORTHOPEDIC SURGERY,0.0,21.05,0.0,0.0,17.91,,695,695
2384,(V12) (695) MC MILWAUKEE WI,08 OTOLARYNGOLOGY,0.0,0.0,12.5,12.5,12.12,,695,695
2385,(V12) (695) MC MILWAUKEE WI,12 UROLOGY,8.63,9.16,41.03,11.11,21.43,,695,695
2386,(V12) (695) MC MILWAUKEE WI,16 EMERGENCY MEDICINE,73.33,0.0,0.0,0.0,0.0,,695,695
2387,(V12) (695) MC MILWAUKEE WI,18 HEMATOLOGY,31.58,80.0,0.0,54.55,0.0,,695,695
2388,(V12) (695) MC MILWAUKEE WI,19 INFECTIOUS DISEASES,0.0,0.0,0.0,75.0,0.0,,695,695
